shuffle_id,alignment_mean,alignment_positive_fraction,path_length,endpoint_distance,detour_ratio,curvature_mean,model
0.0,0.034626733511686325,0.48148148148148145,8.808161735534668,0.8213738799095154,10.726669311523438,2.1269731521606445,qwen
1.0,0.039614249020814896,0.4969135802469136,8.119887351989746,0.8213738799095154,9.88867473602295,2.058397054672241,qwen
2.0,0.04971247538924217,0.6315586419753086,9.172886848449707,0.8213738799095154,11.171025276184082,2.0961413383483887,qwen
3.0,0.04877617955207825,0.5648148148148148,8.844178199768066,0.8213738799095154,10.770588874816895,2.1970434188842773,qwen
4.0,0.04453299567103386,0.5204475308641974,8.708928108215332,0.8213738799095154,10.605818748474121,2.1242446899414062,qwen
5.0,0.04637141898274422,0.5787037037037036,8.20468807220459,0.8213738799095154,9.991860389709473,2.116206169128418,qwen
6.0,0.03281702101230621,0.4756944444444445,7.566654205322266,0.8213738799095154,9.214642524719238,2.1039469242095947,qwen
7.0,0.042424630373716354,0.5300925925925926,8.344192504882812,0.8213738799095154,10.161602973937988,2.0774290561676025,qwen
8.0,0.034185271710157394,0.45486111111111116,8.470355033874512,0.8213738799095154,10.31522274017334,2.129589319229126,qwen
9.0,0.03932248800992966,0.5065586419753086,7.878826141357422,0.8213738799095154,9.59487247467041,2.025344133377075,qwen
10.0,0.04525423049926758,0.5563271604938271,8.566621780395508,0.8213738799095154,10.432684898376465,2.1169283390045166,qwen
11.0,0.04336865618824959,0.5416666666666666,9.059240341186523,0.8213738799095154,11.032423973083496,2.084388017654419,qwen
12.0,0.04363888502120972,0.5401234567901234,8.10461711883545,0.8213738799095154,9.870007514953613,2.0844223499298096,qwen
13.0,0.04166664928197861,0.4953703703703704,7.9173665046691895,0.8213738799095154,9.641852378845215,2.0238399505615234,qwen
14.0,0.04619388282299042,0.5405092592592592,7.672131061553955,0.8213738799095154,9.343098640441895,2.1195952892303467,qwen
15.0,0.0412028469145298,0.5003858024691358,8.356636047363281,0.8213738799095154,10.176796913146973,2.0280368328094482,qwen
16.0,0.041452985256910324,0.548611111111111,8.585095405578613,0.8213738799095154,10.454901695251465,2.1136245727539062,qwen
17.0,0.039411671459674835,0.5131172839506172,8.314491271972656,0.8213738799095154,10.125651359558105,2.122687339782715,qwen
18.0,0.038949232548475266,0.4969135802469136,8.570572853088379,0.8213738799095154,10.437520027160645,2.1190378665924072,qwen
19.0,0.04528592526912689,0.5335648148148148,7.687806606292725,0.8213738799095154,9.362483978271484,2.0071353912353516,qwen
