model_key,k,window,start,end,length,start_frac,end_frac,layers,preserve_distance_mean,structure_change_distance_mean,invariance_score_1_minus_preserve,structure_separation_auc,structure_lift_over_preserve,mechanism_acc_group,mechanism_macro_f1_group,downstream_deltaU_r2_group,downstream_deltaU_corr_group,topology_score,mechanism_score,downstream_score,overall_score
qwen,100,L5_7,5,7,3,0.18518518518518517,0.25925925925925924,"[5, 6, 7]",0.18393576611328843,0.06402551685014723,0.8160642338867116,0.4367798353909465,-0.6519136831177798,0.7323232323232324,0.7347943244494969,0.4369338965299101,0.6700694192965613,0.8160642338867116,0.7347943244494969,0.6700694192965613,1.5319231119402024
qwen,500,L5_7,5,7,3,0.18518518518518517,0.25925925925925924,"[5, 6, 7]",0.2544479484480165,0.0635931305418607,0.7455520515519836,0.41988168724279834,-0.7500740782919163,0.7323232323232324,0.7328661501344315,0.5237485075530828,0.7324678843899849,0.7455520515519836,0.7328661501344315,0.7324678843899849,1.545043253395525
qwen,100,L6_8,6,8,3,0.2222222222222222,0.2962962962962963,"[6, 7, 8]",0.15944990417983299,0.05588616800358603,0.840550095820167,0.444701646090535,-0.6495063776543918,0.702020202020202,0.7046537706756378,0.34212339768738675,0.5874323312161398,0.840550095820167,0.7046537706756378,0.5874323312161398,1.4539439294235057
qwen,500,L6_8,6,8,3,0.2222222222222222,0.2962962962962963,"[6, 7, 8]",0.23509901992761456,0.05966404842490827,0.7649009800723854,0.41782407407407407,-0.7462173346981549,0.7070707070707071,0.7097066964413329,0.42598511944226225,0.6608984210208902,0.7649009800723854,0.7097066964413329,0.6608984210208902,1.4789345840059713
qwen,100,L7_9,7,9,3,0.25925925925925924,0.3333333333333333,"[7, 8, 9]",0.14583011808073632,0.049669956995675675,0.8541698819192637,0.442772633744856,-0.6593984545623058,0.6161616161616161,0.622678869188158,0.3373120411328395,0.582237935049453,0.8541698819192637,0.622678869188158,0.582237935049453,1.3910183843497206
qwen,500,L7_9,7,9,3,0.25925925925925924,0.3333333333333333,"[7, 8, 9]",0.20924015623761233,0.058056212336067864,0.7907598437623877,0.4200102880658436,-0.722537869377625,0.6262626262626263,0.6294834871658906,0.37226435657919044,0.613064600740122,0.7907598437623877,0.6294834871658906,0.613064600740122,1.3894183922060042
qwen,100,L8_10,8,10,3,0.2962962962962963,0.37037037037037035,"[8, 9, 10]",0.13146526920412088,0.04690578536587133,0.8685347307958791,0.4523148148148148,-0.6432077302095667,0.6515151515151515,0.6608696071568082,0.44159603407109815,0.6707172358277684,0.8685347307958791,0.6608696071568082,0.6707172358277684,1.4995368397856008
qwen,500,L8_10,8,10,3,0.2962962962962963,0.37037037037037035,"[8, 9, 10]",0.18066476610323615,0.058086386501606566,0.8193352338967639,0.4239711934156378,-0.6784852157987088,0.6212121212121212,0.6247408153381299,0.4164029588118401,0.6494108791884664,0.8193352338967639,0.6247408153381299,0.6494108791884664,1.428988972569659
qwen,100,L9_11,9,11,3,0.3333333333333333,0.4074074074074074,"[9, 10, 11]",0.12454115582099085,0.04055154676933838,0.8754588441790092,0.44099794238683127,-0.6743923464822457,0.6464646464646465,0.6536942941097693,0.45606697553097963,0.6816076770206438,0.8754588441790092,0.6536942941097693,0.6816076770206438,1.5059709989938352
qwen,500,L9_11,9,11,3,0.3333333333333333,0.4074074074074074,"[9, 10, 11]",0.16774160048818149,0.05700082252040155,0.8322583995118185,0.4124485596707819,-0.6601866862103507,0.6287878787878788,0.62809274600902,0.43082080850686266,0.6604385406340374,0.8322583995118185,0.62809274600902,0.6604385406340374,1.4469542290703552
qwen,100,L10_12,10,12,3,0.37037037037037035,0.4444444444444444,"[10, 11, 12]",0.126540202011795,0.037703813457885864,0.8734597979882051,0.4470164609053498,-0.7020407753515425,0.6565656565656566,0.6637761889721576,0.39304511931175745,0.6296885312008446,0.8734597979882051,0.6637761889721576,0.6296885312008446,1.4715016751325043
