seed,layer,r2,cos,gain_vs_identity,mean_delta_norm_pred,mean_delta_norm_true,mean_spread_delta_pred,mean_spread_delta_true,std_spread_delta_true
1,23,0.8321837782859802,0.9972176551818848,0.060448408126831055,0.11973816901445389,0.10484534502029419,0.0004646486195269972,0.00042546889744699,0.010323775000870228
1,24,0.82738196849823,0.9970214366912842,0.07768726348876953,0.1238589957356453,0.11123175173997879,0.0044692037627100945,0.005314323585480452,0.016980018466711044
1,25,0.833266019821167,0.997137188911438,0.0330125093460083,0.11782941967248917,0.09949789196252823,-0.0004894733428955078,-0.0004758335999213159,0.01147769670933485
1,26,0.7660099267959595,0.9965044260025024,0.36065608263015747,0.15524274110794067,0.14752693474292755,0.0002084179868688807,-0.000561166787520051,0.05106544867157936
2,0,0.6955711841583252,0.9955995678901672,0.713585615158081,0.184208482503891,0.19967353343963623,-0.003080320544540882,-0.0035998590756207705,0.05164022743701935
2,1,0.6614168286323547,0.9953842759132385,0.5925559997558594,0.1751406490802765,0.18874002993106842,-0.001212000846862793,0.002654818817973137,0.03271391987800598
2,2,0.7118932604789734,0.9957031607627869,0.5085744857788086,0.17158304154872894,0.18377672135829926,0.0068898554891347885,0.006853268016129732,0.03409317508339882
2,3,0.7467155456542969,0.9962912797927856,0.4209940433502197,0.16543547809123993,0.16861262917518616,0.0011621871963143349,0.003343534655869007,0.026477381587028503
2,4,0.6674515008926392,0.9952044486999512,0.44212132692337036,0.17016255855560303,0.1795402616262436,-0.002245955402031541,-0.0026603646110743284,0.024324703961610794
2,5,0.7138092517852783,0.9959163069725037,0.5134140253067017,0.17577482759952545,0.17923584580421448,-0.00249350443482399,0.00031121165375225246,0.03795912489295006
2,6,0.6573961973190308,0.9950410723686218,0.3950658440589905,0.1660064458847046,0.1748521327972412,0.0003514034324325621,0.002540862187743187,0.032130688428878784
2,7,0.6806269884109497,0.995613694190979,0.3748524785041809,0.16062550246715546,0.16387596726417542,-0.005883516278117895,-0.008013996295630932,0.02875404804944992
2,8,0.6868151426315308,0.995543897151947,0.20790928602218628,0.14414028823375702,0.14496509730815887,0.00021902030857745558,-0.0009413458756171167,0.0234102550894022
2,9,0.6395134925842285,0.9949285387992859,0.25930076837539673,0.1559310406446457,0.15732116997241974,-5.467935625347309e-05,-0.001954031176865101,0.023309143260121346
2,10,0.7073007822036743,0.9958707690238953,0.16136294603347778,0.14288710057735443,0.13404612243175507,0.0014684856869280338,0.0020894736517220736,0.025568751618266106
