U_minus,U_critical_center,U_plus,band_width,positive_mean,critical_mean,negative_mean
-0.6787415025049754,0.6591181570148099,1.3476713322648681,2.0264128347698436,2.0362245075149263,0.6591181570148099,-2.016601162024761
