model_key,window,transition_layers,n_transitions,decision_start,decision_layers,leakage_free,integral_corr_deltaU,abs_integral_corr_deltaU,energy_corr_deltaU,mean_corr_deltaU,slope_corr_deltaU,ridge_deltaU_r2,ridge_deltaU_corr,mechanism_acc,mechanism_macro_f1
qwen,O_early_0_25depth,"[0, 1, 2, 3, 4, 5, 6]",7,19,"[19, 20, 21, 22, 23, 24, 25]",True,-0.41598834788718086,0.4687390500532505,0.4670343234657454,-0.4159883480543437,-0.20445129661929945,0.23850374301750277,0.488488637367198,0.4837962962962963,0.48961679037474637
qwen,O_mid_25_55depth,"[7, 8, 9, 10, 11, 12, 13, 14]",8,19,"[19, 20, 21, 22, 23, 24, 25]",True,0.33454645365832036,0.5100566600359973,0.5099466904353922,0.33454645365832036,-0.2787500267079849,0.2952322067575269,0.5434561906473717,0.4513888888888889,0.4465323437906685
qwen,O_predecision_all,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",18,19,"[19, 20, 21, 22, 23, 24, 25]",True,-0.15357434324646618,0.4984832215570615,0.4884720510236283,-0.1535743433161314,0.06012761916780767,0.2930859259411235,0.5417677548994363,0.5902777777777778,0.5936238132620819
qwen,O_after_topology_until_predecision,"[11, 12, 13, 14, 15, 16, 17]",7,19,"[19, 20, 21, 22, 23, 24, 25]",True,0.06885576960234217,0.4764930065682857,0.4597640980827855,0.06885576747608203,-0.011498251749839072,0.24696107000063983,0.49703993440624544,0.4513888888888889,0.460556451625588
qwen,O_after_mechanism_until_predecision,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",12,19,"[19, 20, 21, 22, 23, 24, 25]",True,-0.0012855821916531332,0.4934803469930837,0.4822611844064716,-0.001285581319159613,0.22383281315263415,0.28899377835530926,0.5377755106000474,0.5092592592592593,0.5113480901436184
qwen,O_after_downstream_until_predecision,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",12,19,"[19, 20, 21, 22, 23, 24, 25]",True,-0.0012855821916531332,0.4934803469930837,0.4822611844064716,-0.001285581319159613,0.22383281315263415,0.28899377835530926,0.5377755106000474,0.5092592592592593,0.5113480901436184
qwen,O_after_overall_until_predecision,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",12,19,"[19, 20, 21, 22, 23, 24, 25]",True,-0.0012855821916531332,0.4934803469930837,0.4822611844064716,-0.001285581319159613,0.22383281315263415,0.28899377835530926,0.5377755106000474,0.5092592592592593,0.5113480901436184
qwen,O_cm4d_mechanism_only,[5],1,19,"[19, 20, 21, 22, 23, 24, 25]",True,-0.19379651132369724,0.48859129008983576,0.48859129008983576,-0.19379651132369724,0.0,0.2371630182941682,0.4870128475048918,0.4444444444444444,0.42010728223632227
qwen,O_cm4d_downstream_only,[5],1,19,"[19, 20, 21, 22, 23, 24, 25]",True,-0.19379651132369724,0.48859129008983576,0.48859129008983576,-0.19379651132369724,0.0,0.2371630182941682,0.4870128475048918,0.4444444444444444,0.42010728223632227
