model_key,window,transition_layers,n_transitions,decision_start,decision_layers,leakage_free,integral_corr_deltaU,abs_integral_corr_deltaU,energy_corr_deltaU,mean_corr_deltaU,slope_corr_deltaU,ridge_deltaU_r2,ridge_deltaU_corr,mechanism_acc,mechanism_macro_f1
gemma,O_early_0_25depth,"[0, 1, 2, 3, 4, 5, 6]",7,18,"[18, 19, 20, 21, 22, 23]",True,-0.15827325670243395,0.031869004298941905,0.0373709811779456,-0.15827325780136323,-0.02379397141607392,0.17470685181957757,0.42347168919417233,0.4652777777777778,0.46614464440551395
gemma,O_mid_25_55depth,"[7, 8, 9, 10, 11, 12, 13]",7,18,"[18, 19, 20, 21, 22, 23]",True,0.14553150606179882,-0.0035018299310205633,-0.020206099037962343,0.14553150655879551,0.008569119757239691,0.032668426557966646,0.184626483427697,0.47685185185185186,0.48208301541622434
gemma,O_predecision_all,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",17,18,"[18, 19, 20, 21, 22, 23]",True,0.4812953322746087,-0.08915303754287388,-0.1938783558222363,0.48129533263737234,0.23946991114240587,0.5788939953151897,0.7619931354112284,0.7824074074074074,0.7585732564329001
gemma,O_after_topology_until_predecision,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,18,"[18, 19, 20, 21, 22, 23]",True,0.4778242425157464,-0.09208587967896535,-0.19479584082617588,0.4778242425157464,0.23387372450643915,0.5554525798605969,0.7460104648533811,0.7939814814814815,0.7670988905190389
gemma,O_after_mechanism_until_predecision,"[8, 9, 10, 11, 12, 13, 14, 15, 16]",9,18,"[18, 19, 20, 21, 22, 23]",True,0.5457300301997537,-0.1537648780633058,-0.24036928585362838,0.5457300270061536,0.21640532176114174,0.5123369488627406,0.7159544965161471,0.7361111111111112,0.7034535197245878
gemma,O_after_downstream_until_predecision,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,18,"[18, 19, 20, 21, 22, 23]",True,0.4778242425157464,-0.09208587967896535,-0.19479584082617588,0.4778242425157464,0.23387372450643915,0.5554525798605969,0.7460104648533811,0.7939814814814815,0.7670988905190389
gemma,O_after_overall_until_predecision,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",11,18,"[18, 19, 20, 21, 22, 23]",True,0.541644136392922,-0.13249408883176692,-0.22684935289107508,0.541644137234516,0.22448558546947092,0.5175622297415803,0.7196752380874528,0.7870370370370371,0.7568808849954953
gemma,O_cm4d_mechanism_only,[7],1,18,"[18, 19, 20, 21, 22, 23]",True,0.003624905025145458,0.0028435495793937516,0.0028435495793937516,0.003624905025145458,0.0,-0.006252338899527254,-0.09520759149808203,0.3819444444444444,0.38484185771998775
gemma,O_cm4d_downstream_only,[0],1,18,"[18, 19, 20, 21, 22, 23]",True,-0.11295789763424051,0.04351750449262795,0.04351750449262795,-0.11295789763424051,0.0,0.01459812349815004,0.1209340281251335,0.39351851851851855,0.36283728763855777
