feature,PC1_loading,abs_loading
dltR_20,0.3527382652552391,0.3527382652552391
dltR_21,0.37336629135541644,0.37336629135541644
dltR_22,0.4297894284697104,0.4297894284697104
dltR_23,0.43437872780526265,0.43437872780526265
dltR_24,0.42025985969764645,0.42025985969764645
dltR_25,0.43145236937245157,0.43145236937245157
