"state_type","init_seed","alignment_gain","real_vs_shuffle_alignment_mean_z","detour_reduction_log2","curvature_reduction_log2"
"trained_checkpoint","trained",0.0334092758223414,5.71690748230032,1.6557626537443,0.282601655150073
"random_initialization","1701",0.0794322157278657,6.02770318818757,2.36452542338821,0.381847621482796
"random_initialization","1702",0.0802684606984258,5.94559612623449,2.37491351280303,0.383835314345661
"random_initialization","1703",0.0781339681148529,6.00733346589244,2.34119536672768,0.382723344805862
