contrast,median_prompt_rho,graph_bootstrap_ci95_low,graph_bootstrap_ci95_high,null_q95,empirical_p
dose_to_DeltaU_shift_grid,0.9757575757575757,0.9151515151515152,0.9878787878787878,0.05454545454545454,0.001
dose_to_margin_shift,0.9757575757575757,0.8206724839680872,0.9878787878787878,0.05454545454545454,0.001
DeltaU_shift_grid_to_margin_shift,0.9272727272727272,0.8875420937728943,0.9515151515151514,0.05454545454545454,0.001
