base_r2,mediator_r2,delta_r2,mediator_null_q95,empirical_p,base_mae,mediator_mae,n_crossed,base_crossing_auc,mediator_crossing_auc
0.7394399637721171,0.8025660672931318,0.06312610352101478,0.010316312511590327,0.001,0.6677306780174385,0.5610584402616428,17,0.9453781512605042,0.9621848739495799
