shuffle_id,alignment_mean,alignment_positive_fraction,path_length,endpoint_distance,detour_ratio,curvature_mean,model,state_type,init_seed
1.0,0.04534037038683891,0.5555555555555555,7.930436611175537,0.8348991274833679,9.501622200012207,2.083646774291992,qwen,random_initialization,1702
2.0,0.03655527904629707,0.5185185185185184,9.175758361816406,0.8348991274833679,10.99406909942627,2.132683753967285,qwen,random_initialization,1702
3.0,0.04699411988258362,0.5555555555555555,9.895966529846191,0.8348991274833679,11.857386589050293,2.2079203128814697,qwen,random_initialization,1702
4.0,0.05051649734377861,0.5555555555555555,8.35665225982666,0.8348991274833679,10.013298988342285,1.9945415258407593,qwen,random_initialization,1702
5.0,0.039078060537576675,0.5555555555555555,8.038559913635254,0.8348991274833679,9.631508827209473,2.061253786087036,qwen,random_initialization,1702
6.0,0.028657963499426842,0.48148148148148157,9.486624717712402,0.8348991274833679,11.366602897644043,2.144930601119995,qwen,random_initialization,1702
7.0,0.048827994614839554,0.5555555555555555,9.189310073852539,0.8348991274833679,11.010289192199707,2.1022515296936035,qwen,random_initialization,1702
8.0,0.07149361819028854,0.6666666666666666,8.48193645477295,0.8348991274833679,10.162731170654297,1.9964274168014526,qwen,random_initialization,1702
9.0,0.05056382343173027,0.5555555555555555,7.0835957527160645,0.8348991274833679,8.487393379211426,2.0126805305480957,qwen,random_initialization,1702
10.0,0.05375514551997185,0.5555555555555555,7.2888360023498535,0.8348991274833679,8.73353099822998,1.9982099533081055,qwen,random_initialization,1702
11.0,0.046450864523649216,0.5185185185185184,9.400424003601074,0.8348991274833679,11.263428688049316,2.1546452045440674,qwen,random_initialization,1702
12.0,0.04966810345649719,0.5555555555555555,8.641772270202637,0.8348991274833679,10.354538917541504,2.1629812717437744,qwen,random_initialization,1702
13.0,0.032854389399290085,0.48148148148148157,7.657713413238525,0.8348991274833679,9.175410270690918,1.9302600622177124,qwen,random_initialization,1702
14.0,0.04047488793730736,0.5185185185185184,7.920436859130859,0.8348991274833679,9.490168571472168,2.1543333530426025,qwen,random_initialization,1702
15.0,0.019877836108207703,0.4444444444444446,10.06166934967041,0.8348991274833679,12.05597972869873,2.1218106746673584,qwen,random_initialization,1702
16.0,0.05422839894890785,0.5555555555555555,8.427886962890625,0.8348991274833679,10.098228454589844,1.9502307176589966,qwen,random_initialization,1702
17.0,0.05737212300300598,0.5925925925925926,10.556392669677734,0.8348991274833679,12.648646354675293,2.2730982303619385,qwen,random_initialization,1702
18.0,0.02613081969320774,0.4444444444444446,6.751209259033203,0.8348991274833679,8.08973503112793,1.9654639959335327,qwen,random_initialization,1702
19.0,0.05958089232444763,0.5925925925925926,8.16915512084961,0.8348991274833679,9.788479804992676,1.9606236219406128,qwen,random_initialization,1702
20.0,0.05330174043774605,0.5555555555555555,9.839733123779297,0.8348991274833679,11.790217399597168,2.354231119155884,qwen,random_initialization,1702
21.0,0.06449019908905029,0.6296296296296297,8.32213306427002,0.8348991274833679,9.971614837646484,1.9872971773147583,qwen,random_initialization,1702
22.0,0.05912477895617485,0.5925925925925926,7.952558994293213,0.8348991274833679,9.528517723083496,1.9963103532791138,qwen,random_initialization,1702
23.0,0.04629582166671753,0.5555555555555555,8.580801963806152,0.8348991274833679,10.281365394592285,1.97824227809906,qwen,random_initialization,1702
24.0,0.040843624621629715,0.5185185185185184,7.868625164031982,0.8348991274833679,9.428261756896973,1.9709137678146362,qwen,random_initialization,1702
25.0,0.04969285801053047,0.5555555555555555,8.730568885803223,0.8348991274833679,10.460967063903809,2.1538493633270264,qwen,random_initialization,1702
26.0,0.04754258319735527,0.5555555555555555,8.884805679321289,0.8348991274833679,10.645384788513184,2.052949905395508,qwen,random_initialization,1702
27.0,0.05436696484684944,0.5925925925925926,10.384753227233887,0.8348991274833679,12.442816734313965,2.313384771347046,qwen,random_initialization,1702
28.0,0.0510249026119709,0.5555555555555555,6.10207986831665,0.8348991274833679,7.3117852210998535,2.055917739868164,qwen,random_initialization,1702
29.0,0.04611682891845703,0.5555555555555555,8.71032428741455,0.8348991274833679,10.436779022216797,2.071146249771118,qwen,random_initialization,1702
30.0,0.05893285945057869,0.5925925925925926,9.72006607055664,0.8348991274833679,11.646496772766113,2.2070486545562744,qwen,random_initialization,1702
31.0,0.03158842399716377,0.48148148148148157,9.595503807067871,0.8348991274833679,11.497055053710938,2.1988589763641357,qwen,random_initialization,1702
32.0,0.014704090543091297,0.4444444444444446,9.827995300292969,0.8348991274833679,11.775666236877441,2.2146270275115967,qwen,random_initialization,1702
33.0,0.04897676035761833,0.5555555555555555,8.496055603027344,0.8348991274833679,10.179866790771484,2.0821783542633057,qwen,random_initialization,1702
34.0,0.08431315422058105,0.7037037037037038,7.517518520355225,0.8348991274833679,9.007241249084473,1.950240969657898,qwen,random_initialization,1702
35.0,0.028883347287774086,0.48148148148148157,8.186370849609375,0.8348991274833679,9.808707237243652,2.052125930786133,qwen,random_initialization,1702
36.0,0.04740510508418083,0.5555555555555555,9.429495811462402,0.8348991274833679,11.29818058013916,2.1395182609558105,qwen,random_initialization,1702
37.0,0.05234811082482338,0.5925925925925926,8.378654479980469,0.8348991274833679,10.039081573486328,2.1069223880767822,qwen,random_initialization,1702
38.0,0.05922790244221687,0.5925925925925926,8.759960174560547,0.8348991274833679,10.496481895446777,2.060105085372925,qwen,random_initialization,1702
39.0,0.039543721824884415,0.5185185185185184,9.074995040893555,0.8348991274833679,10.873202323913574,2.204143762588501,qwen,random_initialization,1702
40.0,0.047303128987550735,0.5555555555555555,7.566121578216553,0.8348991274833679,9.065638542175293,2.1024463176727295,qwen,random_initialization,1702
41.0,0.053960997611284256,0.5925925925925926,7.608168125152588,0.8348991274833679,9.116110801696777,2.0458977222442627,qwen,random_initialization,1702
42.0,0.04894490912556648,0.5555555555555555,9.346817970275879,0.8348991274833679,11.198841094970703,2.0276944637298584,qwen,random_initialization,1702
43.0,0.0469590425491333,0.5555555555555555,9.26059627532959,0.8348991274833679,11.095782279968262,2.2097854614257812,qwen,random_initialization,1702
44.0,0.026451319456100464,0.48148148148148157,8.98641300201416,0.8348991274833679,10.767312049865723,2.1436097621917725,qwen,random_initialization,1702
45.0,0.023562544956803322,0.4444444444444446,7.642599582672119,0.8348991274833679,9.15750503540039,1.9851326942443848,qwen,random_initialization,1702
46.0,0.025476649403572083,0.4444444444444446,8.241007804870605,0.8348991274833679,9.87402629852295,2.0912086963653564,qwen,random_initialization,1702
