task,gamma,metric,null_index,value
lexical_category,0.75,leave_one_out_alignment,75,-0.14871761202812195
lexical_category,0.75,leave_one_out_alignment,76,-0.14932136237621307
lexical_category,0.75,leave_one_out_alignment,77,-0.14900697767734528
lexical_category,0.75,leave_one_out_alignment,78,-0.14911720156669617
lexical_category,0.75,leave_one_out_alignment,79,-0.14903444051742554
lexical_category,0.75,leave_one_out_alignment,80,-0.14893829822540283
lexical_category,0.75,leave_one_out_alignment,81,-0.1490081399679184
lexical_category,0.75,leave_one_out_alignment,82,-0.14926332235336304
lexical_category,0.75,leave_one_out_alignment,83,-0.14925609529018402
lexical_category,0.75,leave_one_out_alignment,84,-0.14894498884677887
lexical_category,0.75,leave_one_out_alignment,85,-0.1490151584148407
lexical_category,0.75,leave_one_out_alignment,86,-0.1490095853805542
lexical_category,0.75,leave_one_out_alignment,87,-0.1489933282136917
lexical_category,0.75,leave_one_out_alignment,88,-0.14894574880599976
lexical_category,0.75,leave_one_out_alignment,89,-0.1490786224603653
lexical_category,0.75,leave_one_out_alignment,90,-0.14882569015026093
lexical_category,0.75,leave_one_out_alignment,91,-0.14900650084018707
lexical_category,0.75,leave_one_out_alignment,92,-0.14865702390670776
lexical_category,0.75,leave_one_out_alignment,93,-0.1487634778022766
lexical_category,0.75,leave_one_out_alignment,94,-0.14897875487804413
lexical_category,0.75,leave_one_out_alignment,95,-0.14899371564388275
lexical_category,0.75,leave_one_out_alignment,96,-0.1490013152360916
lexical_category,0.75,leave_one_out_alignment,97,-0.14867009222507477
lexical_category,0.75,leave_one_out_alignment,98,-0.14899198710918427
lexical_category,0.75,leave_one_out_alignment,99,-0.14880773425102234
lexical_category,0.75,leave_one_out_alignment,100,-0.14864972233772278
lexical_category,0.75,leave_one_out_alignment,101,-0.1488351821899414
lexical_category,0.75,leave_one_out_alignment,102,-0.14871445298194885
lexical_category,0.75,leave_one_out_alignment,103,-0.14878599345684052
lexical_category,0.75,leave_one_out_alignment,104,-0.1488584727048874
lexical_category,0.75,leave_one_out_alignment,105,-0.14895758032798767
lexical_category,0.75,leave_one_out_alignment,106,-0.1486809402704239
lexical_category,0.75,leave_one_out_alignment,107,-0.14880166947841644
lexical_category,0.75,leave_one_out_alignment,108,-0.14875221252441406
lexical_category,0.75,leave_one_out_alignment,109,-0.1489640176296234
lexical_category,0.75,leave_one_out_alignment,110,-0.14921066164970398
lexical_category,0.75,leave_one_out_alignment,111,-0.14906911551952362
lexical_category,0.75,leave_one_out_alignment,112,-0.14853209257125854
lexical_category,0.75,leave_one_out_alignment,113,-0.14900407195091248
lexical_category,0.75,leave_one_out_alignment,114,-0.1491522341966629
lexical_category,0.75,leave_one_out_alignment,115,-0.14865939319133759
lexical_category,0.75,leave_one_out_alignment,116,-0.1489880234003067
lexical_category,0.75,leave_one_out_alignment,117,-0.14865082502365112
lexical_category,0.75,leave_one_out_alignment,118,-0.14864766597747803
lexical_category,0.75,leave_one_out_alignment,119,-0.14882990717887878
lexical_category,0.75,leave_one_out_alignment,120,-0.14875754714012146
lexical_category,0.75,leave_one_out_alignment,121,-0.14868716895580292
lexical_category,0.75,leave_one_out_alignment,122,-0.14899533987045288
lexical_category,0.75,leave_one_out_alignment,123,-0.14920134842395782
lexical_category,0.75,leave_one_out_alignment,124,-0.14890427887439728
lexical_category,0.75,leave_one_out_alignment,125,-0.1493764966726303
lexical_category,0.75,leave_one_out_alignment,126,-0.14875395596027374
lexical_category,0.75,leave_one_out_alignment,127,-0.14880767464637756
lexical_category,0.75,leave_one_out_alignment,128,-0.14908166229724884
lexical_category,0.75,leave_one_out_alignment,129,-0.14907953143119812
lexical_category,0.75,leave_one_out_alignment,130,-0.14911341667175293
lexical_category,0.75,leave_one_out_alignment,131,-0.14885370433330536
lexical_category,0.75,leave_one_out_alignment,132,-0.14863741397857666
lexical_category,0.75,leave_one_out_alignment,133,-0.1488800048828125
lexical_category,0.75,leave_one_out_alignment,134,-0.14904354512691498
lexical_category,0.75,leave_one_out_alignment,135,-0.14861039817333221
lexical_category,0.75,leave_one_out_alignment,136,-0.148867666721344
lexical_category,0.75,leave_one_out_alignment,137,-0.14890322089195251
lexical_category,0.75,leave_one_out_alignment,138,-0.1488475352525711
lexical_category,0.75,leave_one_out_alignment,139,-0.14886131882667542
lexical_category,0.75,leave_one_out_alignment,140,-0.1488722264766693
lexical_category,0.75,leave_one_out_alignment,141,-0.14902125298976898
lexical_category,0.75,leave_one_out_alignment,142,-0.14879974722862244
lexical_category,0.75,leave_one_out_alignment,143,-0.14894691109657288
lexical_category,0.75,leave_one_out_alignment,144,-0.1489698439836502
lexical_category,0.75,leave_one_out_alignment,145,-0.14918416738510132
lexical_category,0.75,leave_one_out_alignment,146,-0.14885221421718597
lexical_category,0.75,leave_one_out_alignment,147,-0.14908342063426971
lexical_category,0.75,leave_one_out_alignment,148,-0.1488683670759201
lexical_category,0.75,leave_one_out_alignment,149,-0.1489858329296112
lexical_category,0.75,leave_one_out_alignment,150,-0.14890778064727783
lexical_category,0.75,leave_one_out_alignment,151,-0.14907656610012054
lexical_category,0.75,leave_one_out_alignment,152,-0.14891476929187775
lexical_category,0.75,leave_one_out_alignment,153,-0.14888721704483032
lexical_category,0.75,leave_one_out_alignment,154,-0.14887233078479767
lexical_category,0.75,leave_one_out_alignment,155,-0.1493404060602188
lexical_category,0.75,leave_one_out_alignment,156,-0.14902375638484955
lexical_category,0.75,leave_one_out_alignment,157,-0.14922136068344116
lexical_category,0.75,leave_one_out_alignment,158,-0.14898177981376648
lexical_category,0.75,leave_one_out_alignment,159,-0.14883816242218018
lexical_category,0.75,leave_one_out_alignment,160,-0.14889764785766602
lexical_category,0.75,leave_one_out_alignment,161,-0.14866895973682404
lexical_category,0.75,leave_one_out_alignment,162,-0.14894533157348633
lexical_category,0.75,leave_one_out_alignment,163,-0.14900878071784973
lexical_category,0.75,leave_one_out_alignment,164,-0.14885392785072327
lexical_category,0.75,leave_one_out_alignment,165,-0.14882628619670868
lexical_category,0.75,leave_one_out_alignment,166,-0.14886240661144257
lexical_category,0.75,leave_one_out_alignment,167,-0.1487952172756195
lexical_category,0.75,leave_one_out_alignment,168,-0.14885100722312927
lexical_category,0.75,leave_one_out_alignment,169,-0.14879846572875977
lexical_category,0.75,leave_one_out_alignment,170,-0.14897558093070984
lexical_category,0.75,leave_one_out_alignment,171,-0.14898134768009186
lexical_category,0.75,leave_one_out_alignment,172,-0.14907972514629364
lexical_category,0.75,leave_one_out_alignment,173,-0.14886535704135895
lexical_category,0.75,leave_one_out_alignment,174,-0.14876887202262878
lexical_category,0.75,leave_one_out_alignment,175,-0.1488872617483139
lexical_category,0.75,leave_one_out_alignment,176,-0.1488618552684784
lexical_category,0.75,leave_one_out_alignment,177,-0.1488914042711258
lexical_category,0.75,leave_one_out_alignment,178,-0.14895395934581757
lexical_category,0.75,leave_one_out_alignment,179,-0.14892642199993134
lexical_category,0.75,leave_one_out_alignment,180,-0.14888416230678558
lexical_category,0.75,leave_one_out_alignment,181,-0.14897610247135162
lexical_category,0.75,leave_one_out_alignment,182,-0.14890944957733154
lexical_category,0.75,leave_one_out_alignment,183,-0.14903590083122253
lexical_category,0.75,leave_one_out_alignment,184,-0.14866824448108673
lexical_category,0.75,leave_one_out_alignment,185,-0.14919908344745636
lexical_category,0.75,leave_one_out_alignment,186,-0.14875458180904388
lexical_category,0.75,leave_one_out_alignment,187,-0.14913727343082428
lexical_category,0.75,leave_one_out_alignment,188,-0.14903439581394196
lexical_category,0.75,leave_one_out_alignment,189,-0.14887095987796783
lexical_category,0.75,leave_one_out_alignment,190,-0.14875167608261108
lexical_category,0.75,leave_one_out_alignment,191,-0.14856427907943726
lexical_category,0.75,leave_one_out_alignment,192,-0.1490950882434845
lexical_category,0.75,leave_one_out_alignment,193,-0.14896109700202942
lexical_category,0.75,leave_one_out_alignment,194,-0.1489698588848114
lexical_category,0.75,leave_one_out_alignment,195,-0.14874985814094543
lexical_category,0.75,leave_one_out_alignment,196,-0.14883829653263092
lexical_category,0.75,leave_one_out_alignment,197,-0.14906544983386993
lexical_category,0.75,leave_one_out_alignment,198,-0.14907896518707275
lexical_category,1.0,future_alignment,0,-0.06141574680805206
lexical_category,1.0,future_alignment,1,-0.06141233071684837
lexical_category,1.0,future_alignment,2,-0.061319489032030106
lexical_category,1.0,future_alignment,3,-0.06138406693935394
lexical_category,1.0,future_alignment,4,-0.06134849041700363
lexical_category,1.0,future_alignment,5,-0.06134087219834328
lexical_category,1.0,future_alignment,6,-0.06146784871816635
lexical_category,1.0,future_alignment,7,-0.061458248645067215
lexical_category,1.0,future_alignment,8,-0.06143992394208908
lexical_category,1.0,future_alignment,9,-0.06141612306237221
lexical_category,1.0,future_alignment,10,-0.06150602176785469
lexical_category,1.0,future_alignment,11,-0.06159190833568573
lexical_category,1.0,future_alignment,12,-0.06146487966179848
lexical_category,1.0,future_alignment,13,-0.061186518520116806
lexical_category,1.0,future_alignment,14,-0.061541054397821426
lexical_category,1.0,future_alignment,15,-0.061497341841459274
lexical_category,1.0,future_alignment,16,-0.0613437294960022
lexical_category,1.0,future_alignment,17,-0.06133314594626427
lexical_category,1.0,future_alignment,18,-0.06151984632015228
lexical_category,1.0,future_alignment,19,-0.06154933571815491
lexical_category,1.0,future_alignment,20,-0.06140987575054169
lexical_category,1.0,future_alignment,21,-0.061379000544548035
lexical_category,1.0,future_alignment,22,-0.061460092663764954
lexical_category,1.0,future_alignment,23,-0.061239857226610184
lexical_category,1.0,future_alignment,24,-0.06118489429354668
lexical_category,1.0,future_alignment,25,-0.06124577671289444
lexical_category,1.0,future_alignment,26,-0.06141490861773491
lexical_category,1.0,future_alignment,27,-0.061447542160749435
lexical_category,1.0,future_alignment,28,-0.06139993667602539
lexical_category,1.0,future_alignment,29,-0.06153227016329765
lexical_category,1.0,future_alignment,30,-0.061424050480127335
lexical_category,1.0,future_alignment,31,-0.06127101182937622
lexical_category,1.0,future_alignment,32,-0.06139475107192993
lexical_category,1.0,future_alignment,33,-0.06143046170473099
lexical_category,1.0,future_alignment,34,-0.061412833631038666
lexical_category,1.0,future_alignment,35,-0.061284519731998444
lexical_category,1.0,future_alignment,36,-0.06161273270845413
lexical_category,1.0,future_alignment,37,-0.06156333535909653
lexical_category,1.0,future_alignment,38,-0.06122119352221489
lexical_category,1.0,future_alignment,39,-0.061411213129758835
lexical_category,1.0,future_alignment,40,-0.061463162302970886
lexical_category,1.0,future_alignment,41,-0.06141013279557228
lexical_category,1.0,future_alignment,42,-0.06124178692698479
lexical_category,1.0,future_alignment,43,-0.06152068078517914
lexical_category,1.0,future_alignment,44,-0.06146908923983574
lexical_category,1.0,future_alignment,45,-0.06147975102066994
lexical_category,1.0,future_alignment,46,-0.0611998587846756
lexical_category,1.0,future_alignment,47,-0.061422087252140045
lexical_category,1.0,future_alignment,48,-0.06128282845020294
lexical_category,1.0,future_alignment,49,-0.06136734411120415
lexical_category,1.0,future_alignment,50,-0.06128498539328575
lexical_category,1.0,future_alignment,51,-0.0611724853515625
lexical_category,1.0,future_alignment,52,-0.06138186156749725
lexical_category,1.0,future_alignment,53,-0.06147023290395737
lexical_category,1.0,future_alignment,54,-0.0614011287689209
lexical_category,1.0,future_alignment,55,-0.06144120544195175
lexical_category,1.0,future_alignment,56,-0.06128547340631485
lexical_category,1.0,future_alignment,57,-0.06149101257324219
lexical_category,1.0,future_alignment,58,-0.06153402477502823
lexical_category,1.0,future_alignment,59,-0.06148183345794678
lexical_category,1.0,future_alignment,60,-0.061338573694229126
lexical_category,1.0,future_alignment,61,-0.06131018325686455
lexical_category,1.0,future_alignment,62,-0.061538923531770706
lexical_category,1.0,future_alignment,63,-0.06138118356466293
lexical_category,1.0,future_alignment,64,-0.06128840148448944
lexical_category,1.0,future_alignment,65,-0.06134169548749924
lexical_category,1.0,future_alignment,66,-0.06148748844861984
lexical_category,1.0,future_alignment,67,-0.06153160706162453
lexical_category,1.0,future_alignment,68,-0.06129119545221329
lexical_category,1.0,future_alignment,69,-0.061444226652383804
lexical_category,1.0,future_alignment,70,-0.06137266755104065
lexical_category,1.0,future_alignment,71,-0.061076823621988297
lexical_category,1.0,future_alignment,72,-0.06138068810105324
lexical_category,1.0,future_alignment,73,-0.06139562278985977
lexical_category,1.0,future_alignment,74,-0.06138446182012558
lexical_category,1.0,future_alignment,75,-0.0613696351647377
lexical_category,1.0,future_alignment,76,-0.06152646243572235
lexical_category,1.0,future_alignment,77,-0.06135271489620209
lexical_category,1.0,future_alignment,78,-0.061445072293281555
lexical_category,1.0,future_alignment,79,-0.06154447793960571
lexical_category,1.0,future_alignment,80,-0.061431609094142914
lexical_category,1.0,future_alignment,81,-0.06122708320617676
lexical_category,1.0,future_alignment,82,-0.06156788766384125
lexical_category,1.0,future_alignment,83,-0.06138226017355919
lexical_category,1.0,future_alignment,84,-0.06134283170104027
lexical_category,1.0,future_alignment,85,-0.061199553310871124
lexical_category,1.0,future_alignment,86,-0.061142876744270325
lexical_category,1.0,future_alignment,87,-0.06124771386384964
lexical_category,1.0,future_alignment,88,-0.061227187514305115
lexical_category,1.0,future_alignment,89,-0.061240945011377335
lexical_category,1.0,future_alignment,90,-0.06125542148947716
lexical_category,1.0,future_alignment,91,-0.06136820465326309
lexical_category,1.0,future_alignment,92,-0.061283282935619354
lexical_category,1.0,future_alignment,93,-0.06152376905083656
lexical_category,1.0,future_alignment,94,-0.06139935925602913
lexical_category,1.0,future_alignment,95,-0.06147775426506996
lexical_category,1.0,future_alignment,96,-0.06113419309258461
lexical_category,1.0,future_alignment,97,-0.061464738100767136
lexical_category,1.0,future_alignment,98,-0.06153160706162453
lexical_category,1.0,future_alignment,99,-0.0614287368953228
lexical_category,1.0,future_alignment,100,-0.06160501018166542
lexical_category,1.0,future_alignment,101,-0.06135830655694008
lexical_category,1.0,future_alignment,102,-0.061408378183841705
lexical_category,1.0,future_alignment,103,-0.061495646834373474
lexical_category,1.0,future_alignment,104,-0.06133671849966049
lexical_category,1.0,future_alignment,105,-0.061545923352241516
lexical_category,1.0,future_alignment,106,-0.06137875095009804
lexical_category,1.0,future_alignment,107,-0.06140872463583946
lexical_category,1.0,future_alignment,108,-0.061403047293424606
lexical_category,1.0,future_alignment,109,-0.061522841453552246
lexical_category,1.0,future_alignment,110,-0.061394404619932175
lexical_category,1.0,future_alignment,111,-0.06135077774524689
lexical_category,1.0,future_alignment,112,-0.06136777251958847
lexical_category,1.0,future_alignment,113,-0.06141769513487816
lexical_category,1.0,future_alignment,114,-0.06141616031527519
lexical_category,1.0,future_alignment,115,-0.06151704490184784
lexical_category,1.0,future_alignment,116,-0.06133671849966049
lexical_category,1.0,future_alignment,117,-0.06125757843255997
lexical_category,1.0,future_alignment,118,-0.061417240649461746
lexical_category,1.0,future_alignment,119,-0.06129445508122444
lexical_category,1.0,future_alignment,120,-0.06128250062465668
lexical_category,1.0,future_alignment,121,-0.06141933053731918
lexical_category,1.0,future_alignment,122,-0.061560824513435364
lexical_category,1.0,future_alignment,123,-0.061356399208307266
lexical_category,1.0,future_alignment,124,-0.06138812005519867
lexical_category,1.0,future_alignment,125,-0.06147894635796547
lexical_category,1.0,future_alignment,126,-0.06146644055843353
lexical_category,1.0,future_alignment,127,-0.0613187737762928
lexical_category,1.0,future_alignment,128,-0.0615268275141716
lexical_category,1.0,future_alignment,129,-0.061446938663721085
lexical_category,1.0,future_alignment,130,-0.06149948388338089
lexical_category,1.0,future_alignment,131,-0.061459194868803024
lexical_category,1.0,future_alignment,132,-0.061322614550590515
lexical_category,1.0,future_alignment,133,-0.06135027855634689
lexical_category,1.0,future_alignment,134,-0.06150709092617035
lexical_category,1.0,future_alignment,135,-0.061440274119377136
lexical_category,1.0,future_alignment,136,-0.06128557771444321
lexical_category,1.0,future_alignment,137,-0.061485350131988525
lexical_category,1.0,future_alignment,138,-0.06119711697101593
lexical_category,1.0,future_alignment,139,-0.06137186661362648
lexical_category,1.0,future_alignment,140,-0.061523258686065674
lexical_category,1.0,future_alignment,141,-0.061565957963466644
lexical_category,1.0,future_alignment,142,-0.06133241951465607
lexical_category,1.0,future_alignment,143,-0.061243511736392975
lexical_category,1.0,future_alignment,144,-0.06148230656981468
lexical_category,1.0,future_alignment,145,-0.06142962723970413
lexical_category,1.0,future_alignment,146,-0.061362218111753464
lexical_category,1.0,future_alignment,147,-0.0613567940890789
lexical_category,1.0,future_alignment,148,-0.061264265328645706
lexical_category,1.0,future_alignment,149,-0.061590831726789474
lexical_category,1.0,future_alignment,150,-0.061228059232234955
lexical_category,1.0,future_alignment,151,-0.06129027158021927
lexical_category,1.0,future_alignment,152,-0.06125282123684883
lexical_category,1.0,future_alignment,153,-0.06111816689372063
lexical_category,1.0,future_alignment,154,-0.06142670288681984
lexical_category,1.0,future_alignment,155,-0.06128903850913048
lexical_category,1.0,future_alignment,156,-0.06119365617632866
lexical_category,1.0,future_alignment,157,-0.061584893614053726
lexical_category,1.0,future_alignment,158,-0.061359304934740067
lexical_category,1.0,future_alignment,159,-0.0613606795668602
lexical_category,1.0,future_alignment,160,-0.061529047787189484
lexical_category,1.0,future_alignment,161,-0.061460256576538086
lexical_category,1.0,future_alignment,162,-0.06134260818362236
lexical_category,1.0,future_alignment,163,-0.06118445098400116
lexical_category,1.0,future_alignment,164,-0.06121005490422249
lexical_category,1.0,future_alignment,165,-0.06147906929254532
lexical_category,1.0,future_alignment,166,-0.06147564575076103
lexical_category,1.0,future_alignment,167,-0.06132218614220619
lexical_category,1.0,future_alignment,168,-0.0616643950343132
lexical_category,1.0,future_alignment,169,-0.06141873821616173
lexical_category,1.0,future_alignment,170,-0.06157539039850235
lexical_category,1.0,future_alignment,171,-0.06132055073976517
lexical_category,1.0,future_alignment,172,-0.06137550622224808
lexical_category,1.0,future_alignment,173,-0.06157032027840614
lexical_category,1.0,future_alignment,174,-0.06134844571352005
lexical_category,1.0,future_alignment,175,-0.06152737885713577
lexical_category,1.0,future_alignment,176,-0.06144914776086807
lexical_category,1.0,future_alignment,177,-0.061310235410928726
lexical_category,1.0,future_alignment,178,-0.06145206093788147
lexical_category,1.0,future_alignment,179,-0.06141943857073784
lexical_category,1.0,future_alignment,180,-0.0614173486828804
lexical_category,1.0,future_alignment,181,-0.061346907168626785
lexical_category,1.0,future_alignment,182,-0.0611257329583168
lexical_category,1.0,future_alignment,183,-0.06148846074938774
lexical_category,1.0,future_alignment,184,-0.06141286343336105
lexical_category,1.0,future_alignment,185,-0.06131293624639511
lexical_category,1.0,future_alignment,186,-0.06150400638580322
lexical_category,1.0,future_alignment,187,-0.06149129569530487
lexical_category,1.0,future_alignment,188,-0.06156470626592636
lexical_category,1.0,future_alignment,189,-0.061581362038850784
lexical_category,1.0,future_alignment,190,-0.06143132969737053
lexical_category,1.0,future_alignment,191,-0.06133866310119629
lexical_category,1.0,future_alignment,192,-0.061473678797483444
lexical_category,1.0,future_alignment,193,-0.06157836690545082
lexical_category,1.0,future_alignment,194,-0.06148110330104828
lexical_category,1.0,future_alignment,195,-0.0613475926220417
lexical_category,1.0,future_alignment,196,-0.06148892641067505
lexical_category,1.0,future_alignment,197,-0.0613432452082634
lexical_category,1.0,future_alignment,198,-0.06144840642809868
lexical_category,1.0,leave_one_out_alignment,0,-0.08655872941017151
lexical_category,1.0,leave_one_out_alignment,1,-0.08657646179199219
lexical_category,1.0,leave_one_out_alignment,2,-0.0864243283867836
lexical_category,1.0,leave_one_out_alignment,3,-0.0865270122885704
lexical_category,1.0,leave_one_out_alignment,4,-0.08647408336400986
lexical_category,1.0,leave_one_out_alignment,5,-0.08647940307855606
lexical_category,1.0,leave_one_out_alignment,6,-0.08661201596260071
lexical_category,1.0,leave_one_out_alignment,7,-0.08662731945514679
lexical_category,1.0,leave_one_out_alignment,8,-0.08656388521194458
lexical_category,1.0,leave_one_out_alignment,9,-0.08655784279108047
lexical_category,1.0,leave_one_out_alignment,10,-0.08666137605905533
lexical_category,1.0,leave_one_out_alignment,11,-0.08681084215641022
lexical_category,1.0,leave_one_out_alignment,12,-0.08661337941884995
lexical_category,1.0,leave_one_out_alignment,13,-0.08627047389745712
lexical_category,1.0,leave_one_out_alignment,14,-0.08676008880138397
lexical_category,1.0,leave_one_out_alignment,15,-0.08665996044874191
lexical_category,1.0,leave_one_out_alignment,16,-0.08645862340927124
lexical_category,1.0,leave_one_out_alignment,17,-0.08644067496061325
lexical_category,1.0,leave_one_out_alignment,18,-0.08672891557216644
lexical_category,1.0,leave_one_out_alignment,19,-0.08672743290662766
lexical_category,1.0,leave_one_out_alignment,20,-0.08656108379364014
lexical_category,1.0,leave_one_out_alignment,21,-0.08650783449411392
lexical_category,1.0,leave_one_out_alignment,22,-0.08664523810148239
lexical_category,1.0,leave_one_out_alignment,23,-0.08631110191345215
lexical_category,1.0,leave_one_out_alignment,24,-0.08623165637254715
lexical_category,1.0,leave_one_out_alignment,25,-0.08628801256418228
lexical_category,1.0,leave_one_out_alignment,26,-0.08655090630054474
lexical_category,1.0,leave_one_out_alignment,27,-0.08663249015808105
lexical_category,1.0,leave_one_out_alignment,28,-0.08654264360666275
lexical_category,1.0,leave_one_out_alignment,29,-0.08667200803756714
lexical_category,1.0,leave_one_out_alignment,30,-0.08655423671007156
lexical_category,1.0,leave_one_out_alignment,31,-0.08632736653089523
lexical_category,1.0,leave_one_out_alignment,32,-0.08656381070613861
lexical_category,1.0,leave_one_out_alignment,33,-0.08657123148441315
lexical_category,1.0,leave_one_out_alignment,34,-0.08653829246759415
lexical_category,1.0,leave_one_out_alignment,35,-0.08635924756526947
lexical_category,1.0,leave_one_out_alignment,36,-0.08683911710977554
lexical_category,1.0,leave_one_out_alignment,37,-0.08678388595581055
lexical_category,1.0,leave_one_out_alignment,38,-0.08627394586801529
lexical_category,1.0,leave_one_out_alignment,39,-0.08653917163610458
lexical_category,1.0,leave_one_out_alignment,40,-0.08662968128919601
lexical_category,1.0,leave_one_out_alignment,41,-0.08655700087547302
lexical_category,1.0,leave_one_out_alignment,42,-0.08630584180355072
lexical_category,1.0,leave_one_out_alignment,43,-0.08668745309114456
lexical_category,1.0,leave_one_out_alignment,44,-0.08669792115688324
lexical_category,1.0,leave_one_out_alignment,45,-0.0866452157497406
lexical_category,1.0,leave_one_out_alignment,46,-0.0862405076622963
lexical_category,1.0,leave_one_out_alignment,47,-0.08657874912023544
lexical_category,1.0,leave_one_out_alignment,48,-0.08632997423410416
lexical_category,1.0,leave_one_out_alignment,49,-0.08648929744958878
lexical_category,1.0,leave_one_out_alignment,50,-0.08637809008359909
lexical_category,1.0,leave_one_out_alignment,51,-0.08622264862060547
lexical_category,1.0,leave_one_out_alignment,52,-0.08653029799461365
lexical_category,1.0,leave_one_out_alignment,53,-0.086610347032547
lexical_category,1.0,leave_one_out_alignment,54,-0.0865313857793808
lexical_category,1.0,leave_one_out_alignment,55,-0.08661404997110367
lexical_category,1.0,leave_one_out_alignment,56,-0.08636661618947983
lexical_category,1.0,leave_one_out_alignment,57,-0.0866691917181015
lexical_category,1.0,leave_one_out_alignment,58,-0.08676763623952866
lexical_category,1.0,leave_one_out_alignment,59,-0.08662476390600204
lexical_category,1.0,leave_one_out_alignment,60,-0.08643902838230133
lexical_category,1.0,leave_one_out_alignment,61,-0.0863734781742096
lexical_category,1.0,leave_one_out_alignment,62,-0.08672772347927094
lexical_category,1.0,leave_one_out_alignment,63,-0.08655210584402084
lexical_category,1.0,leave_one_out_alignment,64,-0.08633895963430405
lexical_category,1.0,leave_one_out_alignment,65,-0.086458720266819
lexical_category,1.0,leave_one_out_alignment,66,-0.08668620139360428
lexical_category,1.0,leave_one_out_alignment,67,-0.08673243969678879
lexical_category,1.0,leave_one_out_alignment,68,-0.08641126751899719
lexical_category,1.0,leave_one_out_alignment,69,-0.08657441288232803
lexical_category,1.0,leave_one_out_alignment,70,-0.08647749572992325
lexical_category,1.0,leave_one_out_alignment,71,-0.08606350421905518
lexical_category,1.0,leave_one_out_alignment,72,-0.08651667088270187
lexical_category,1.0,leave_one_out_alignment,73,-0.08659616112709045
lexical_category,1.0,leave_one_out_alignment,74,-0.0865090936422348
lexical_category,1.0,leave_one_out_alignment,75,-0.08650904893875122
lexical_category,1.0,leave_one_out_alignment,76,-0.08674060553312302
lexical_category,1.0,leave_one_out_alignment,77,-0.08647790551185608
lexical_category,1.0,leave_one_out_alignment,78,-0.08658641576766968
lexical_category,1.0,leave_one_out_alignment,79,-0.08677047491073608
lexical_category,1.0,leave_one_out_alignment,80,-0.08654926717281342
lexical_category,1.0,leave_one_out_alignment,81,-0.08630304038524628
lexical_category,1.0,leave_one_out_alignment,82,-0.08678324520587921
lexical_category,1.0,leave_one_out_alignment,83,-0.08651944249868393
lexical_category,1.0,leave_one_out_alignment,84,-0.08646076917648315
lexical_category,1.0,leave_one_out_alignment,85,-0.08626490086317062
lexical_category,1.0,leave_one_out_alignment,86,-0.08617011457681656
lexical_category,1.0,leave_one_out_alignment,87,-0.08633141219615936
lexical_category,1.0,leave_one_out_alignment,88,-0.08627969026565552
lexical_category,1.0,leave_one_out_alignment,89,-0.08630947768688202
lexical_category,1.0,leave_one_out_alignment,90,-0.08631683886051178
lexical_category,1.0,leave_one_out_alignment,91,-0.08648351579904556
lexical_category,1.0,leave_one_out_alignment,92,-0.08637017011642456
lexical_category,1.0,leave_one_out_alignment,93,-0.08673722296953201
lexical_category,1.0,leave_one_out_alignment,94,-0.08656612783670425
lexical_category,1.0,leave_one_out_alignment,95,-0.0866398811340332
lexical_category,1.0,leave_one_out_alignment,96,-0.08620067685842514
lexical_category,1.0,leave_one_out_alignment,97,-0.08664244413375854
lexical_category,1.0,leave_one_out_alignment,98,-0.08671363443136215
lexical_category,1.0,leave_one_out_alignment,99,-0.08660447597503662
lexical_category,1.0,leave_one_out_alignment,100,-0.08683673292398453
lexical_category,1.0,leave_one_out_alignment,101,-0.08651110529899597
lexical_category,1.0,leave_one_out_alignment,102,-0.08654538542032242
lexical_category,1.0,leave_one_out_alignment,103,-0.08669961243867874
lexical_category,1.0,leave_one_out_alignment,104,-0.08644208312034607
lexical_category,1.0,leave_one_out_alignment,105,-0.08674390614032745
lexical_category,1.0,leave_one_out_alignment,106,-0.08654272556304932
lexical_category,1.0,leave_one_out_alignment,107,-0.08657407760620117
lexical_category,1.0,leave_one_out_alignment,108,-0.08655595034360886
lexical_category,1.0,leave_one_out_alignment,109,-0.08671943843364716
lexical_category,1.0,leave_one_out_alignment,110,-0.08652914315462112
lexical_category,1.0,leave_one_out_alignment,111,-0.0864637941122055
lexical_category,1.0,leave_one_out_alignment,112,-0.08649474382400513
lexical_category,1.0,leave_one_out_alignment,113,-0.0865567997097969
lexical_category,1.0,leave_one_out_alignment,114,-0.08656585216522217
lexical_category,1.0,leave_one_out_alignment,115,-0.08668828755617142
lexical_category,1.0,leave_one_out_alignment,116,-0.08646152913570404
lexical_category,1.0,leave_one_out_alignment,117,-0.08633239567279816
lexical_category,1.0,leave_one_out_alignment,118,-0.086546890437603
lexical_category,1.0,leave_one_out_alignment,119,-0.08640927076339722
lexical_category,1.0,leave_one_out_alignment,120,-0.08636175841093063
lexical_category,1.0,leave_one_out_alignment,121,-0.08656461536884308
lexical_category,1.0,leave_one_out_alignment,122,-0.08676662296056747
lexical_category,1.0,leave_one_out_alignment,123,-0.08650534600019455
lexical_category,1.0,leave_one_out_alignment,124,-0.08646462857723236
lexical_category,1.0,leave_one_out_alignment,125,-0.08664717525243759
lexical_category,1.0,leave_one_out_alignment,126,-0.08665425330400467
lexical_category,1.0,leave_one_out_alignment,127,-0.08644608408212662
lexical_category,1.0,leave_one_out_alignment,128,-0.08674272894859314
lexical_category,1.0,leave_one_out_alignment,129,-0.08660448342561722
lexical_category,1.0,leave_one_out_alignment,130,-0.08667271584272385
