"element","x","y"
"retained layer-state dimensions",0.76235294117647,0.416363636363636
"retained layer-state dimensions",0.801176470588235,0.416363636363636
"retained layer-state dimensions",0.84,0.416363636363636
"retained layer-state dimensions",0.18,0.431515151515152
"retained layer-state dimensions",0.218823529411765,0.431515151515152
"retained layer-state dimensions",0.257647058823529,0.431515151515152
"retained layer-state dimensions",0.296470588235294,0.431515151515152
"retained layer-state dimensions",0.335294117647059,0.431515151515152
"retained layer-state dimensions",0.374117647058823,0.431515151515152
"retained layer-state dimensions",0.412941176470588,0.431515151515152
"retained layer-state dimensions",0.451764705882353,0.431515151515152
"retained layer-state dimensions",0.490588235294118,0.431515151515152
"retained layer-state dimensions",0.529411764705882,0.431515151515152
"retained layer-state dimensions",0.568235294117647,0.431515151515152
"retained layer-state dimensions",0.607058823529412,0.431515151515152
"retained layer-state dimensions",0.645882352941176,0.431515151515152
"retained layer-state dimensions",0.684705882352941,0.431515151515152
"retained layer-state dimensions",0.723529411764706,0.431515151515152
"retained layer-state dimensions",0.76235294117647,0.431515151515152
"retained layer-state dimensions",0.801176470588235,0.431515151515152
"retained layer-state dimensions",0.84,0.431515151515152
"retained layer-state dimensions",0.18,0.446666666666667
"retained layer-state dimensions",0.218823529411765,0.446666666666667
"retained layer-state dimensions",0.257647058823529,0.446666666666667
"retained layer-state dimensions",0.296470588235294,0.446666666666667
"retained layer-state dimensions",0.335294117647059,0.446666666666667
"retained layer-state dimensions",0.374117647058823,0.446666666666667
"retained layer-state dimensions",0.412941176470588,0.446666666666667
"retained layer-state dimensions",0.451764705882353,0.446666666666667
"retained layer-state dimensions",0.490588235294118,0.446666666666667
"retained layer-state dimensions",0.529411764705882,0.446666666666667
"retained layer-state dimensions",0.568235294117647,0.446666666666667
"retained layer-state dimensions",0.607058823529412,0.446666666666667
"retained layer-state dimensions",0.645882352941176,0.446666666666667
"retained layer-state dimensions",0.684705882352941,0.446666666666667
"retained layer-state dimensions",0.723529411764706,0.446666666666667
"retained layer-state dimensions",0.76235294117647,0.446666666666667
"retained layer-state dimensions",0.801176470588235,0.446666666666667
"retained layer-state dimensions",0.84,0.446666666666667
"retained layer-state dimensions",0.18,0.461818181818182
"retained layer-state dimensions",0.218823529411765,0.461818181818182
"retained layer-state dimensions",0.257647058823529,0.461818181818182
"retained layer-state dimensions",0.296470588235294,0.461818181818182
"retained layer-state dimensions",0.335294117647059,0.461818181818182
"retained layer-state dimensions",0.374117647058823,0.461818181818182
"retained layer-state dimensions",0.412941176470588,0.461818181818182
"retained layer-state dimensions",0.451764705882353,0.461818181818182
"retained layer-state dimensions",0.490588235294118,0.461818181818182
"retained layer-state dimensions",0.529411764705882,0.461818181818182
"retained layer-state dimensions",0.568235294117647,0.461818181818182
"retained layer-state dimensions",0.607058823529412,0.461818181818182
"retained layer-state dimensions",0.645882352941176,0.461818181818182
"retained layer-state dimensions",0.684705882352941,0.461818181818182
"retained layer-state dimensions",0.723529411764706,0.461818181818182
"retained layer-state dimensions",0.76235294117647,0.461818181818182
"retained layer-state dimensions",0.801176470588235,0.461818181818182
"retained layer-state dimensions",0.84,0.461818181818182
"retained layer-state dimensions",0.18,0.476969696969697
