"element","x","y"
"retained layer-state dimensions",0.374117647058823,0.704242424242424
"retained layer-state dimensions",0.412941176470588,0.704242424242424
"retained layer-state dimensions",0.451764705882353,0.704242424242424
"retained layer-state dimensions",0.490588235294118,0.704242424242424
"retained layer-state dimensions",0.529411764705882,0.704242424242424
"retained layer-state dimensions",0.568235294117647,0.704242424242424
"retained layer-state dimensions",0.607058823529412,0.704242424242424
"retained layer-state dimensions",0.645882352941176,0.704242424242424
"retained layer-state dimensions",0.684705882352941,0.704242424242424
"retained layer-state dimensions",0.723529411764706,0.704242424242424
"retained layer-state dimensions",0.76235294117647,0.704242424242424
"retained layer-state dimensions",0.801176470588235,0.704242424242424
"retained layer-state dimensions",0.84,0.704242424242424
"retained layer-state dimensions",0.18,0.719393939393939
"retained layer-state dimensions",0.218823529411765,0.719393939393939
"retained layer-state dimensions",0.257647058823529,0.719393939393939
"retained layer-state dimensions",0.296470588235294,0.719393939393939
"retained layer-state dimensions",0.335294117647059,0.719393939393939
"retained layer-state dimensions",0.374117647058823,0.719393939393939
"retained layer-state dimensions",0.412941176470588,0.719393939393939
"retained layer-state dimensions",0.451764705882353,0.719393939393939
"retained layer-state dimensions",0.490588235294118,0.719393939393939
"retained layer-state dimensions",0.529411764705882,0.719393939393939
"retained layer-state dimensions",0.568235294117647,0.719393939393939
"retained layer-state dimensions",0.607058823529412,0.719393939393939
"retained layer-state dimensions",0.645882352941176,0.719393939393939
"retained layer-state dimensions",0.684705882352941,0.719393939393939
"retained layer-state dimensions",0.723529411764706,0.719393939393939
"retained layer-state dimensions",0.76235294117647,0.719393939393939
"retained layer-state dimensions",0.801176470588235,0.719393939393939
"retained layer-state dimensions",0.84,0.719393939393939
"retained layer-state dimensions",0.18,0.734545454545455
"retained layer-state dimensions",0.218823529411765,0.734545454545455
"retained layer-state dimensions",0.257647058823529,0.734545454545455
"retained layer-state dimensions",0.296470588235294,0.734545454545455
"retained layer-state dimensions",0.335294117647059,0.734545454545455
"retained layer-state dimensions",0.374117647058823,0.734545454545455
"retained layer-state dimensions",0.412941176470588,0.734545454545455
"retained layer-state dimensions",0.451764705882353,0.734545454545455
"retained layer-state dimensions",0.490588235294118,0.734545454545455
"retained layer-state dimensions",0.529411764705882,0.734545454545455
"retained layer-state dimensions",0.568235294117647,0.734545454545455
"retained layer-state dimensions",0.607058823529412,0.734545454545455
"retained layer-state dimensions",0.645882352941176,0.734545454545455
"retained layer-state dimensions",0.684705882352941,0.734545454545455
"retained layer-state dimensions",0.723529411764706,0.734545454545455
"retained layer-state dimensions",0.76235294117647,0.734545454545455
"retained layer-state dimensions",0.801176470588235,0.734545454545455
"retained layer-state dimensions",0.84,0.734545454545455
"retained layer-state dimensions",0.18,0.74969696969697
"retained layer-state dimensions",0.218823529411765,0.74969696969697
"retained layer-state dimensions",0.257647058823529,0.74969696969697
"retained layer-state dimensions",0.296470588235294,0.74969696969697
"retained layer-state dimensions",0.335294117647059,0.74969696969697
"retained layer-state dimensions",0.374117647058823,0.74969696969697
"retained layer-state dimensions",0.412941176470588,0.74969696969697
"retained layer-state dimensions",0.451764705882353,0.74969696969697
"retained layer-state dimensions",0.490588235294118,0.74969696969697
"retained layer-state dimensions",0.529411764705882,0.74969696969697
"retained layer-state dimensions",0.568235294117647,0.74969696969697
"retained layer-state dimensions",0.607058823529412,0.74969696969697
"retained layer-state dimensions",0.645882352941176,0.74969696969697
"retained layer-state dimensions",0.684705882352941,0.74969696969697
"retained layer-state dimensions",0.723529411764706,0.74969696969697
"retained layer-state dimensions",0.76235294117647,0.74969696969697
"retained layer-state dimensions",0.801176470588235,0.74969696969697
"retained layer-state dimensions",0.84,0.74969696969697
"retained layer-state dimensions",0.18,0.764848484848485
"retained layer-state dimensions",0.218823529411765,0.764848484848485
"retained layer-state dimensions",0.257647058823529,0.764848484848485
"retained layer-state dimensions",0.296470588235294,0.764848484848485
"retained layer-state dimensions",0.335294117647059,0.764848484848485
"retained layer-state dimensions",0.374117647058823,0.764848484848485
"retained layer-state dimensions",0.412941176470588,0.764848484848485
"retained layer-state dimensions",0.451764705882353,0.764848484848485
"retained layer-state dimensions",0.490588235294118,0.764848484848485
"retained layer-state dimensions",0.529411764705882,0.764848484848485
"retained layer-state dimensions",0.568235294117647,0.764848484848485
"retained layer-state dimensions",0.607058823529412,0.764848484848485
"retained layer-state dimensions",0.645882352941176,0.764848484848485
"retained layer-state dimensions",0.684705882352941,0.764848484848485
"retained layer-state dimensions",0.723529411764706,0.764848484848485
"retained layer-state dimensions",0.76235294117647,0.764848484848485
"retained layer-state dimensions",0.801176470588235,0.764848484848485
"retained layer-state dimensions",0.84,0.764848484848485
"retained layer-state dimensions",0.18,0.78
"retained layer-state dimensions",0.218823529411765,0.78
"retained layer-state dimensions",0.257647058823529,0.78
"retained layer-state dimensions",0.296470588235294,0.78
"retained layer-state dimensions",0.335294117647059,0.78
"retained layer-state dimensions",0.374117647058823,0.78
"retained layer-state dimensions",0.412941176470588,0.78
"retained layer-state dimensions",0.451764705882353,0.78
"retained layer-state dimensions",0.490588235294118,0.78
"retained layer-state dimensions",0.529411764705882,0.78
"retained layer-state dimensions",0.568235294117647,0.78
"retained layer-state dimensions",0.607058823529412,0.78
"retained layer-state dimensions",0.645882352941176,0.78
"retained layer-state dimensions",0.684705882352941,0.78
"retained layer-state dimensions",0.723529411764706,0.78
"retained layer-state dimensions",0.76235294117647,0.78
"retained layer-state dimensions",0.801176470588235,0.78
"retained layer-state dimensions",0.84,0.78
"leading support",0.18,0.404099884373295
"leading support",0.211428571428571,0.417053066879617
"leading support",0.242857142857143,0.416740456891828
"leading support",0.274285714285714,0.410606060592121
"leading support",0.305714285714286,0.410499695977266
"leading support",0.337142857142857,0.42370928684304
"leading support",0.368571428571429,0.447445507351575
"leading support",0.4,0.470952688215951
"leading support",0.431428571428571,0.483648492785688
"leading support",0.462857142857143,0.483132418448637
"leading support",0.494285714285714,0.477002449150139
"leading support",0.525714285714286,0.477105052620708
"leading support",0.557142857142857,0.490570009775172
"leading support",0.588571428571429,0.514414738659504
"leading support",0.62,0.537801453011262
"leading support",0.651428571428571,0.55023898283503
"leading support",0.682857142857143,0.549522282697303
"leading support",0.714285714285714,0.54340116614959
"leading support",0.745714285714286,0.543715401337102
"leading support",0.777142857142857,0.557434610510491
"leading support",0.808571428571428,0.581383798856713
"leading support",0.84,0.604646127275128
"competing support",0.18,0.40975389393086
"competing support",0.211428571428571,0.407924540021115
"competing support",0.242857142857143,0.406343154649089
"competing support",0.274285714285714,0.411023873138874
"competing support",0.305714285714286,0.424182322641243
"competing support",0.337142857142857,0.442891652434819
"competing support",0.368571428571429,0.460857922299144
"competing support",0.4,0.472237922195948
"competing support",0.431428571428571,0.475183585070118
"competing support",0.462857142857143,0.472962999526679
"competing support",0.494285714285714,0.47197803113647
"competing support",0.525714285714286,0.477881036685549
"competing support",0.557142857142857,0.492146220396019
"competing support",0.588571428571429,0.502842068093463
"competing support",0.62,0.496813955422255
"competing support",0.651428571428571,0.483619655919764
"competing support",0.682857142857143,0.462163855894344
"competing support",0.714285714285714,0.436362557013007
"competing support",0.745714285714286,0.412767682237845
"competing support",0.777142857142857,0.396592767275473
"competing support",0.808571428571428,0.388550499776241
"competing support",0.84,0.384420412568869
"ΔU bracket",0.75,0.410562012015703
"ΔU bracket",0.75,0.545586202588019
"diagnostic readback plane",0.53,0.16
"diagnostic readback plane",0.9,0.16
"diagnostic readback plane",0.84,0.25
"diagnostic readback plane",0.47,0.25
