"model","condition_label","graph_id","layer","R","R_z","R_z_clip"
"Qwen","Stable positive",21,9,-0.27570503950119,-0.596762391394595,-0.596762391394595
"Qwen","Stable positive",21,10,-0.415180116891861,-0.637346125854388,-0.637346125854388
"Qwen","Stable positive",21,11,-0.197009801864624,-0.573864059396923,-0.573864059396923
"Qwen","Stable positive",21,12,0.208298832178116,-0.455929455695802,-0.455929455695802
"Qwen","Stable positive",21,13,0.14295905828476,-0.474941684138045,-0.474941684138045
"Qwen","Stable positive",21,14,0.378870725631714,-0.406297331019972,-0.406297331019972
"Qwen","Stable positive",21,15,0.558828294277191,-0.353934211267178,-0.353934211267178
"Qwen","Stable positive",21,16,1.25772857666016,-0.150571832806856,-0.150571832806856
"Qwen","Stable positive",21,17,2.57262945175171,0.232031202473725,0.232031202473725
"Qwen","Stable positive",21,18,1.35045623779297,-0.1235904190167,-0.1235904190167
"Qwen","Stable positive",21,19,1.56316888332367,-0.0616963969164089,-0.0616963969164089
"Qwen","Stable positive",21,20,2.8094699382782,0.300945818578194,0.300945818578194
"Qwen","Stable positive",21,21,3.99627614021301,0.646276530384482,0.646276530384482
"Qwen","Stable positive",21,22,6.98934125900269,1.51718309142972,1.51718309142972
"Qwen","Stable positive",21,23,7.94244813919067,1.79451318696361,1.79451318696361
"Qwen","Stable positive",21,24,9.87367248535156,2.35645082853485,2.35645082853485
"Qwen","Stable positive",21,25,13.423300743103,3.38930324445469,2.5
"Qwen","Stable positive",21,26,16.2628307342529,4.21553495055843,2.5
"Qwen","Stable positive",21,27,3.38241720199585,0.467659041077809,0.467659041077809
"Qwen","Stable positive",22,0,-0.127937823534012,-0.739355929754091,-0.739355929754091
"Qwen","Stable positive",22,1,0.295394361019135,-0.488539506430243,-0.488539506430243
"Qwen","Stable positive",22,2,0.268668174743652,-0.504374273299621,-0.504374273299621
"Qwen","Stable positive",22,3,0.017355889081955,-0.653272115058436,-0.653272115058436
"Qwen","Stable positive",22,4,0.00392240285873413,-0.661231205083294,-0.661231205083294
"Qwen","Stable positive",22,5,0.57044392824173,-0.325577768096165,-0.325577768096165
"Qwen","Stable positive",22,6,0.960601270198822,-0.0944168202308088,-0.0944168202308088
"Qwen","Stable positive",22,7,1.03032422065735,-0.0531072725618717,-0.0531072725618717
"Qwen","Stable positive",22,8,0.799593448638916,-0.189810951375,-0.189810951375
"Qwen","Stable positive",22,9,0.964046239852905,-0.0923757399665987,-0.0923757399665987
"Qwen","Stable positive",22,10,1.54015612602234,0.248958621943665,0.248958621943665
"Qwen","Stable positive",22,11,1.81814253330231,0.413660383233574,0.413660383233574
"Qwen","Stable positive",22,12,1.91810858249664,0.472888402806916,0.472888402806916
"Qwen","Stable positive",22,13,1.06896650791168,-0.0302124381225406,-0.0302124381225406
"Qwen","Stable positive",22,14,1.40305209159851,0.167727038822356,0.167727038822356
"Qwen","Stable positive",22,15,1.26670253276825,0.0869424684176997,0.0869424684176997
"Qwen","Stable positive",22,16,1.41371440887451,0.174044262934039,0.174044262934039
"Qwen","Stable positive",22,17,1.53023982048035,0.243083395869715,0.243083395869715
"Qwen","Stable positive",22,18,1.69378685951233,0.339981966004436,0.339981966004436
"Qwen","Stable positive",22,19,1.22289538383484,0.0609875497689057,0.0609875497689057
"Qwen","Stable positive",22,20,2.44983959197998,0.787929108038829,0.787929108038829
"Qwen","Stable positive",22,21,4.12375020980835,1.77968992719482,1.77968992719482
"Qwen","Stable positive",22,22,3.25782537460327,1.26664561363126,1.26664561363126
"Qwen","Stable positive",22,23,2.57928037643433,0.864620358488737,0.864620358488737
"Qwen","Stable positive",22,24,3.27303242683411,1.27565550843495,1.27565550843495
"Qwen","Stable positive",22,25,5.20926094055176,2.42283478813212,2.42283478813212
"Qwen","Stable positive",22,26,9.10691261291504,4.73212070471388,2.5
"Qwen","Stable positive",22,27,-0.0098869800567627,-0.669413006887073,-0.669413006887073
"Qwen","Stable positive",23,0,0.44319286942482,1.24798058276471,1.24798058276471
"Qwen","Stable positive",23,1,-0.0946884229779243,0.804748975233537,0.804748975233537
"Qwen","Stable positive",23,2,-0.29639196395874,0.63853872405656,0.63853872405656
"Qwen","Stable positive",23,3,-0.349997758865356,0.594365812700396,0.594365812700396
"Qwen","Stable positive",23,4,-0.488147497177124,0.480525953503197,0.480525953503197
"Qwen","Stable positive",23,5,-0.843977808952332,0.187310250848953,0.187310250848953
"Qwen","Stable positive",23,6,-1.3159111738205,-0.201578128264795,-0.201578128264795
"Qwen","Stable positive",23,7,-1.24353337287903,-0.141936475889131,-0.141936475889131
"Qwen","Stable positive",23,8,-1.15395081043243,-0.0681175427513046,-0.0681175427513046
"Qwen","Stable positive",23,9,-0.214153692126274,0.706305723838357,0.706305723838357
"Qwen","Stable positive",23,10,0.113729387521744,0.976492001976929,0.976492001976929
"Qwen","Stable positive",23,11,-0.0885536670684814,0.80980421281469,0.80980421281469
"Qwen","Stable positive",23,12,-0.714647173881531,0.293882883314737,0.293882883314737
"Qwen","Stable positive",23,13,-0.259705901145935,0.668769228117918,0.668769228117918
"Qwen","Stable positive",23,14,-0.847816586494446,0.184146973811849,0.184146973811849
"Qwen","Stable positive",23,15,-1.44064140319824,-0.304359877427091,-0.304359877427091
"Qwen","Stable positive",23,16,-2.4621889591217,-1.14614815260375,-1.14614815260375
"Qwen","Stable positive",23,17,-2.37963652610779,-1.07812227383239,-1.07812227383239
"Qwen","Stable positive",23,18,-1.86888587474823,-0.657247193313354,-0.657247193313354
"Qwen","Stable positive",23,19,-0.964867532253265,0.0876932030923431,0.0876932030923431
"Qwen","Stable positive",23,20,-1.84256362915039,-0.635556810333042,-0.635556810333042
"Qwen","Stable positive",23,21,-0.78615391254425,0.234959014471466,0.234959014471466
"Qwen","Stable positive",23,22,0.253331243991852,1.09152845357237,1.09152845357237
"Qwen","Stable positive",23,23,-0.0348674058914185,0.854043430984098,0.854043430984098
"Qwen","Stable positive",23,24,1.0697968006134,1.76432251848333,1.76432251848333
"Qwen","Stable positive",23,25,-1.14396929740906,-0.0598924527073998,-0.0598924527073998
"Qwen","Stable positive",23,26,-0.136679440736771,0.770147016463073,0.770147016463073
"Qwen","Stable positive",23,27,-0.222478806972504,0.699445559545056,0.699445559545056
"Qwen","Stable positive",24,0,0.189547955989838,-0.645152033901783,-0.645152033901783
"Qwen","Stable positive",24,1,0.363499075174332,-0.567713656186892,-0.567713656186892
"Qwen","Stable positive",24,2,0.254720956087112,-0.616138760391351,-0.616138760391351
"Qwen","Stable positive",24,3,-0.110183477401733,-0.778584437561025,-0.778584437561025
"Qwen","Stable positive",24,4,-0.644252598285675,-1.01633770125234,-1.01633770125234
"Qwen","Stable positive",24,5,-0.736358225345612,-1.05734065870023,-1.05734065870023
"Qwen","Stable positive",24,6,-0.145285069942474,-0.794210726108678,-0.794210726108678
"Qwen","Stable positive",24,7,0.37571856379509,-0.562273867240817,-0.562273867240817
"Qwen","Stable positive",24,8,0.194907426834106,-0.642766141074326,-0.642766141074326
"Qwen","Stable positive",24,9,0.365667462348938,-0.56674834831278,-0.56674834831278
"Qwen","Stable positive",24,10,0.490778207778931,-0.511052396448717,-0.511052396448717
"Qwen","Stable positive",24,11,0.745783030986786,-0.397531081315671,-0.397531081315671
"Qwen","Stable positive",24,12,1.25619196891785,-0.170310697164872,-0.170310697164872
"Qwen","Stable positive",24,13,2.00745487213135,0.164131419304241,0.164131419304241
"Qwen","Stable positive",24,14,1.95627748966217,0.141348619787416,0.141348619787416
"Qwen","Stable positive",24,15,2.14790320396423,0.226655253706055,0.226655253706055
"Qwen","Stable positive",24,16,2.18637204170227,0.243780549599388,0.243780549599388
"Qwen","Stable positive",24,17,2.74589538574219,0.492865351463225,0.492865351463225
"Qwen","Stable positive",24,18,2.85967707633972,0.543517911647018,0.543517911647018
"Qwen","Stable positive",24,19,2.90581464767456,0.564057122274836,0.564057122274836
"Qwen","Stable positive",24,20,3.18380546569824,0.687811186452817,0.687811186452817
"Qwen","Stable positive",24,21,3.99843788146973,1.0504637120994,1.0504637120994
"Qwen","Stable positive",24,22,4.13141584396362,1.10966193821968,1.10966193821968
"Qwen","Stable positive",24,23,3.8416600227356,0.980670409826313,0.980670409826313
"Qwen","Stable positive",24,24,3.73737478256226,0.934245414939869,0.934245414939869
"Qwen","Stable positive",24,25,6.48905181884766,2.15921830780906,2.15921830780906
"Qwen","Stable positive",24,26,12.7174806594849,4.93194795388875,2.5
"Qwen","Stable positive",24,27,0.125750422477722,-0.673552986540379,-0.673552986540379
"Qwen","Stable positive",25,0,0.376121938228607,-0.276323370964019,-0.276323370964019
"Qwen","Stable positive",25,1,0.126701444387436,-0.432151996654914,-0.432151996654914
"Qwen","Stable positive",25,2,-0.325761258602142,-0.714833824829593,-0.714833824829593
"Qwen","Stable positive",25,3,0.173136189579964,-0.403141299032504,-0.403141299032504
"Qwen","Stable positive",25,4,0.0044679120182991,-0.508518950585153,-0.508518950585153
"Qwen","Stable positive",25,5,0.512088358402252,-0.191376620721187,-0.191376620721187
"Qwen","Stable positive",25,6,0.777709722518921,-0.0254262952808123,-0.0254262952808123
"Qwen","Stable positive",25,7,0.965343236923218,0.0918001291917222,0.0918001291917222
"Qwen","Stable positive",25,8,1.07515501976013,0.160406437120212,0.160406437120212
"Qwen","Stable positive",25,9,0.850927591323853,0.0203174994498411,0.0203174994498411
"Qwen","Stable positive",25,10,0.639077544212341,-0.112038511820668,-0.112038511820668
"Qwen","Stable positive",25,11,0.413741111755371,-0.252820313857429,-0.252820313857429
"Qwen","Stable positive",25,12,0.967499673366547,0.0931473902855426,0.0931473902855426
"Qwen","Stable positive",25,13,0.199551373720169,-0.386638076789021,-0.386638076789021
"Qwen","Stable positive",25,14,0.729807376861572,-0.055353894958761,-0.055353894958761
"Qwen","Stable positive",25,15,0.569291234016418,-0.155638396667316,-0.155638396667316
"Qwen","Stable positive",25,16,-0.0685381293296814,-0.554130403418026,-0.554130403418026
"Qwen","Stable positive",25,17,-0.491582214832306,-0.818432576167768,-0.818432576167768
"Qwen","Stable positive",25,18,-0.686483502388,-0.940199634349162,-0.940199634349162
"Qwen","Stable positive",25,19,-0.0938081443309784,-0.569918166677559,-0.569918166677559
"Qwen","Stable positive",25,20,0.100997179746628,-0.448211062899578,-0.448211062899578
"Qwen","Stable positive",25,21,0.295445919036865,-0.326726740002599,-0.326726740002599
"Qwen","Stable positive",25,22,2.39220666885376,0.983251205332716,0.983251205332716
"Qwen","Stable positive",25,23,4.11157560348511,2.05744881441064,2.05744881441064
"Qwen","Stable positive",25,24,5.10210514068604,2.67629474046573,2.5
"Qwen","Stable positive",25,25,6.42719650268555,3.50416242156635,2.5
"Qwen","Stable positive",25,26,5.54829216003418,2.95505575547043,2.5
"Qwen","Stable positive",25,27,0.185859441757202,-0.395192285418729,-0.395192285418729
"Qwen","Stable positive",26,0,-0.724678635597229,-0.116689526796447,-0.116689526796447
"Qwen","Stable positive",26,1,-0.441296875476837,0.0954471712410105,0.0954471712410105
"Qwen","Stable positive",26,2,-0.338178157806396,0.172640792535376,0.172640792535376
"Qwen","Stable positive",26,3,-0.445456266403198,0.0923334935766811,0.0923334935766811
"Qwen","Stable positive",26,4,-0.47174134850502,0.0726567489536148,0.0726567489536148
"Qwen","Stable positive",26,5,-0.437549293041229,0.0982525732653867,0.0982525732653867
"Qwen","Stable positive",26,6,-0.795288145542145,-0.169547086448113,-0.169547086448113
"Qwen","Stable positive",26,7,-0.795613884925842,-0.169790931631546,-0.169790931631546
"Qwen","Stable positive",26,8,-0.37304300069809,0.14654132641061,0.14654132641061
"Qwen","Stable positive",26,9,-0.207434475421906,0.270514180923255,0.270514180923255
"Qwen","Stable positive",26,10,-0.850980401039124,-0.211237741423113,-0.211237741423113
"Qwen","Stable positive",26,11,-0.186334609985352,0.286309325186752,0.286309325186752
"Qwen","Stable positive",26,12,0.0424011945724487,0.45753861771856,0.45753861771856
"Qwen","Stable positive",26,13,-0.429826527833939,0.104033756606535,0.104033756606535
"Qwen","Stable positive",26,14,-0.85793125629425,-0.216441080839639,-0.216441080839639
"Qwen","Stable positive",26,15,-0.899668335914612,-0.247685033353126,-0.247685033353126
"Qwen","Stable positive",26,16,-0.00433903932571411,0.422549354893591,0.422549354893591
"Qwen","Stable positive",26,17,-0.538453459739685,0.0227167422629335,0.0227167422629335
"Qwen","Stable positive",26,18,-0.648585319519043,-0.0597268457520176,-0.0597268457520176
"Qwen","Stable positive",26,19,-0.825053691864014,-0.191829271121253,-0.191829271121253
"Qwen","Stable positive",26,20,1.27750778198242,1.38212682362903,1.38212682362903
"Qwen","Stable positive",26,21,0.488557428121567,0.791526627933929,0.791526627933929
"Qwen","Stable positive",26,22,1.16014635562897,1.29427125574417,1.29427125574417
"Qwen","Stable positive",26,23,2.05270195007324,1.96242927882875,1.96242927882875
"Qwen","Stable positive",26,24,2.43750262260437,2.25048714126374,2.25048714126374
"Qwen","Stable positive",26,25,1.89708733558655,1.84593776409768,1.84593776409768
"Qwen","Stable positive",26,26,2.1658787727356,2.04715229503051,2.04715229503051
"Qwen","Stable positive",26,27,2.50931572914124,2.3042457010598,2.3042457010598
"Qwen","Stable positive",27,0,-0.556663036346436,-0.679769229906962,-0.679769229906962
"Qwen","Stable positive",27,1,-0.249064430594444,-0.589589682173192,-0.589589682173192
"Qwen","Stable positive",27,2,-0.383248120546341,-0.628928691670741,-0.628928691670741
"Qwen","Stable positive",27,3,-0.021197497844696,-0.522785293094063,-0.522785293094063
"Qwen","Stable positive",27,4,-0.129753082990646,-0.554610839079566,-0.554610839079566
"Qwen","Stable positive",27,5,-0.176973640918732,-0.568454622757585,-0.568454622757585
"Qwen","Stable positive",27,6,-0.381859630346298,-0.628521624096535,-0.628521624096535
"Qwen","Stable positive",27,7,-0.372937053442001,-0.625905767149192,-0.625905767149192
"Qwen","Stable positive",27,8,-0.50551438331604,-0.664773835548148,-0.664773835548148
"Qwen","Stable positive",27,9,-0.272797286510468,-0.596547510241708,-0.596547510241708
"Qwen","Stable positive",27,10,-0.406017124652863,-0.635603944595424,-0.635603944595424
"Qwen","Stable positive",27,11,-0.200864851474762,-0.575458876100958,-0.575458876100958
"Qwen","Stable positive",27,12,0.205263495445251,-0.456393087237663,-0.456393087237663
"Qwen","Stable positive",27,13,0.132212340831757,-0.477809699541121,-0.477809699541121
"Qwen","Stable positive",27,14,0.370933830738068,-0.40782304943439,-0.40782304943439
"Qwen","Stable positive",27,15,0.547934353351593,-0.355931308771566,-0.355931308771566
"Qwen","Stable positive",27,16,1.25707709789276,-0.14802993735583,-0.14802993735583
"Qwen","Stable positive",27,17,2.54286360740662,0.228927707255963,0.228927707255963
"Qwen","Stable positive",27,18,1.37102055549622,-0.114624813659703,-0.114624813659703
"Qwen","Stable positive",27,19,1.56562161445618,-0.0575730742910555,-0.0575730742910555
"Qwen","Stable positive",27,20,2.82860946655273,0.312700623851596,0.312700623851596
"Qwen","Stable positive",27,21,3.97992420196533,0.650234800526131,0.650234800526131
"Qwen","Stable positive",27,22,6.79236173629761,1.47476501663529,1.47476501663529
"Qwen","Stable positive",27,23,7.65462112426758,1.7275560247292,1.7275560247292
"Qwen","Stable positive",27,24,9.55990123748779,2.28613235018523,2.28613235018523
"Qwen","Stable positive",27,25,13.0984706878662,3.32354470086718,2.5
"Qwen","Stable positive",27,26,15.7654371261597,4.10542674691377,2.5
"Qwen","Stable positive",27,27,3.04355120658875,0.375715697857443,0.375715697857443
"Qwen","Stable positive",28,0,-0.125063091516495,-0.761502471916404,-0.761502471916404
"Qwen","Stable positive",28,1,0.297210574150085,-0.52272911885672,-0.52272911885672
"Qwen","Stable positive",28,2,0.272992789745331,-0.536422990997365,-0.536422990997365
"Qwen","Stable positive",28,3,0.0205898880958557,-0.679143439959543,-0.679143439959543
"Qwen","Stable positive",28,4,0.00583899021148682,-0.687484290064254,-0.687484290064254
"Qwen","Stable positive",28,5,0.595227062702179,-0.354216606653693,-0.354216606653693
"Qwen","Stable positive",28,6,0.970056533813477,-0.142270428334585,-0.142270428334585
"Qwen","Stable positive",28,7,1.02790498733521,-0.109560197174665,-0.109560197174665
"Qwen","Stable positive",28,8,0.795687019824982,-0.240867136847529,-0.240867136847529
"Qwen","Stable positive",28,9,0.972684383392334,-0.140784518825429,-0.140784518825429
"Qwen","Stable positive",28,10,1.55006814002991,0.185695360891733,0.185695360891733
"Qwen","Stable positive",28,11,1.83458042144775,0.346571960462683,0.346571960462683
"Qwen","Stable positive",28,12,1.91885709762573,0.394225949313672,0.394225949313672
"Qwen","Stable positive",28,13,1.06892669200897,-0.0863645996994646,-0.0863645996994646
"Qwen","Stable positive",28,14,1.41631937026978,0.110067527996157,0.110067527996157
"Qwen","Stable positive",28,15,1.31703019142151,0.0539247654141725,0.0539247654141725
"Qwen","Stable positive",28,16,1.45170903205872,0.130078504043301,0.130078504043301
"Qwen","Stable positive",28,17,1.51918029785156,0.168229924978131,0.168229924978131
"Qwen","Stable positive",28,18,1.73988556861877,0.293027045480176,0.293027045480176
"Qwen","Stable positive",28,19,1.33670568466187,0.0650502129049296,0.0650502129049296
"Qwen","Stable positive",28,20,2.720374584198,0.847441561285888,0.847441561285888
"Qwen","Stable positive",28,21,4.31121253967285,1.74697601888398,1.74697601888398
"Qwen","Stable positive",28,22,3.79737615585327,1.45642880681715,1.45642880681715
"Qwen","Stable positive",28,23,3.32597279548645,1.1898752181137,1.1898752181137
"Qwen","Stable positive",28,24,3.96738815307617,1.55256157079902,1.55256157079902
"Qwen","Stable positive",28,25,5.77800893783569,2.57637155718341,2.5
"Qwen","Stable positive",28,26,9.82915782928467,4.86708131060446,2.5
"Qwen","Stable positive",28,27,0.591195464134216,-0.356496261736478,-0.356496261736478
"Qwen","Stable positive",29,0,0.442129731178284,1.1261417702308,1.1261417702308
"Qwen","Stable positive",29,1,-0.0972970128059387,0.698893752578922,0.698893752578922
"Qwen","Stable positive",29,2,-0.29492312669754,0.542365797044516,0.542365797044516
"Qwen","Stable positive",29,3,-0.345057100057602,0.502657642093035,0.502657642093035
"Qwen","Stable positive",29,4,-0.478656589984894,0.396841388324928,0.396841388324928
"Qwen","Stable positive",29,5,-0.836204171180725,0.113649097646415,0.113649097646415
"Qwen","Stable positive",29,6,-1.29994475841522,-0.253652391963179,-0.253652391963179
"Qwen","Stable positive",29,7,-1.24028170108795,-0.206396813231857,-0.206396813231857
"Qwen","Stable positive",29,8,-1.14544010162354,-0.131278392030088,-0.131278392030088
"Qwen","Stable positive",29,9,-0.211286872625351,0.60860912693996,0.60860912693996
"Qwen","Stable positive",29,10,0.103541880846024,0.857966360930553,0.857966360930553
"Qwen","Stable positive",29,11,-0.0829374343156815,0.710267125354185,0.710267125354185
"Qwen","Stable positive",29,12,-0.702681124210358,0.219404805469824,0.219404805469824
"Qwen","Stable positive",29,13,-0.256936728954315,0.57245257586022,0.57245257586022
"Qwen","Stable positive",29,14,-0.865063428878784,0.0907913866042626,0.0907913866042626
"Qwen","Stable positive",29,15,-1.46780240535736,-0.386602505585717,-0.386602505585717
"Qwen","Stable positive",29,16,-2.49168348312378,-1.19755814630154,-1.19755814630154
"Qwen","Stable positive",29,17,-2.35067272186279,-1.08587186287525,-1.08587186287525
"Qwen","Stable positive",29,18,-1.82981038093567,-0.673327610829157,-0.673327610829157
"Qwen","Stable positive",29,19,-0.852338075637817,0.10087038622146,0.10087038622146
"Qwen","Stable positive",29,20,-1.80356860160828,-0.65254304958461,-0.65254304958461
"Qwen","Stable positive",29,21,-0.739258646965027,0.190433913199778,0.190433913199778
"Qwen","Stable positive",29,22,0.550154507160187,1.21170180578756,1.21170180578756
"Qwen","Stable positive",29,23,0.56735634803772,1.22532636648436,1.22532636648436
"Qwen","Stable positive",29,24,1.85296607017517,2.24358178556176,2.24358178556176
"Qwen","Stable positive",29,25,-0.456345558166504,0.414512636965233,0.414512636965233
"Qwen","Stable positive",29,26,0.698144853115082,1.32891620541824,1.32891620541824
"Qwen","Stable positive",29,27,0.30267459154129,1.01568760268027,1.01568760268027
"Qwen","Stable positive",30,0,0.189219668507576,-0.646357265325782,-0.646357265325782
"Qwen","Stable positive",30,1,0.363509327173233,-0.570813492410934,-0.570813492410934
"Qwen","Stable positive",30,2,0.262617945671082,-0.614543657881536,-0.614543657881536
"Qwen","Stable positive",30,3,-0.0936877727508545,-0.768980120072119,-0.768980120072119
"Qwen","Stable positive",30,4,-0.62843906879425,-1.00076168866029,-1.00076168866029
"Qwen","Stable positive",30,5,-0.738486528396606,-1.0484604469326,-1.0484604469326
"Qwen","Stable positive",30,6,-0.16032463312149,-0.797863072085093,-0.797863072085093
"Qwen","Stable positive",30,7,0.366729497909546,-0.569417747828534,-0.569417747828534
"Qwen","Stable positive",30,8,0.170807540416718,-0.654337782552241,-0.654337782552241
"Qwen","Stable positive",30,9,0.349412977695465,-0.576923386893657,-0.576923386893657
"Qwen","Stable positive",30,10,0.468089997768402,-0.525484248603765,-0.525484248603765
"Qwen","Stable positive",30,11,0.725000739097595,-0.414129353247705,-0.414129353247705
"Qwen","Stable positive",30,12,1.23340535163879,-0.193767440253487,-0.193767440253487
"Qwen","Stable positive",30,13,1.98405313491821,0.131591884638392,0.131591884638392
"Qwen","Stable positive",30,14,1.92798972129822,0.107291866956536,0.107291866956536
"Qwen","Stable positive",30,15,2.17427468299866,0.2140411449199,0.2140411449199
"Qwen","Stable positive",30,16,2.2590811252594,0.250799485402691,0.250799485402691
"Qwen","Stable positive",30,17,2.82967710494995,0.498117504416986,0.498117504416986
"Qwen","Stable positive",30,18,2.95096468925476,0.550688160623788,0.550688160623788
"Qwen","Stable positive",30,19,3.01159381866455,0.576967133336359,0.576967133336359
"Qwen","Stable positive",30,20,3.38216352462769,0.737586150727991,0.737586150727991
"Qwen","Stable positive",30,21,4.14399147033691,1.06779138362276,1.06779138362276
"Qwen","Stable positive",30,22,4.77767515182495,1.34245401421525,1.34245401421525
"Qwen","Stable positive",30,23,4.58583307266235,1.25930235407245,1.25930235407245
"Qwen","Stable positive",30,24,4.68264961242676,1.30126632801306,1.30126632801306
"Qwen","Stable positive",30,25,7.25330448150635,2.4154860078205,2.4154860078205
"Qwen","Stable positive",30,26,13.5225286483765,5.13280641822321,2.5
"Qwen","Stable positive",30,27,0.474139451980591,-0.522862184857912,-0.522862184857912
"Qwen","Stable positive",31,0,0.374751687049866,-0.30339195265622,-0.30339195265622
"Qwen","Stable positive",31,1,0.122122243046761,-0.458538528148987,-0.458538528148987
"Qwen","Stable positive",31,2,-0.332295209169388,-0.737608578093827,-0.737608578093827
"Qwen","Stable positive",31,3,0.174729272723198,-0.42623112814123,-0.42623112814123
"Qwen","Stable positive",31,4,0.00318694114685059,-0.531579914388759,-0.531579914388759
"Qwen","Stable positive",31,5,0.52852463722229,-0.208955824211991,-0.208955824211991
"Qwen","Stable positive",31,6,0.7742520570755,-0.0580479684577326,-0.0580479684577326
"Qwen","Stable positive",31,7,0.973224103450775,0.0641461476546097,0.0641461476546097
"Qwen","Stable positive",31,8,1.07938480377197,0.129342305496549,0.129342305496549
"Qwen","Stable positive",31,9,0.859832525253296,-0.00549068789510151,-0.00549068789510151
"Qwen","Stable positive",31,10,0.662170648574829,-0.126880193354967,-0.126880193354967
"Qwen","Stable positive",31,11,0.429644286632538,-0.269680922341628,-0.269680922341628
"Qwen","Stable positive",31,12,0.977814018726349,0.066964938788071,0.066964938788071
"Qwen","Stable positive",31,13,0.212407976388931,-0.403091616965829,-0.403091616965829
"Qwen","Stable positive",31,14,0.740252673625946,-0.0789279095583392,-0.0789279095583392
"Qwen","Stable positive",31,15,0.582820475101471,-0.175611281402634,-0.175611281402634
"Qwen","Stable positive",31,16,-0.0266003012657166,-0.549873065735068,-0.549873065735068
"Qwen","Stable positive",31,17,-0.463717341423035,-0.818318464637615,-0.818318464637615
"Qwen","Stable positive",31,18,-0.683109760284424,-0.953053283889329,-0.953053283889329
"Qwen","Stable positive",31,19,-0.0377245545387268,-0.55670477059446,-0.55670477059446
"Qwen","Stable positive",31,20,0.157659322023392,-0.436714246628689,-0.436714246628689
"Qwen","Stable positive",31,21,0.347243070602417,-0.320285738157776,-0.320285738157776
"Qwen","Stable positive",31,22,2.50542497634888,1.00511215157871,1.00511215157871
"Qwen","Stable positive",31,23,4.24725866317749,2.07481933735741,2.07481933735741
"Qwen","Stable positive",31,24,5.40282487869263,2.78448380976193,2.5
"Qwen","Stable positive",31,25,6.67794275283813,3.56756818974759,2.5
"Qwen","Stable positive",31,26,5.92499828338623,3.10516462300322,2.5
"Qwen","Stable positive",31,27,0.407153725624084,-0.283492984253658,-0.283492984253658
"Qwen","Stable positive",32,0,-0.726413249969482,-0.120738913865376,-0.120738913865376
"Qwen","Stable positive",32,1,-0.438655853271484,0.106220340069138,0.106220340069138
"Qwen","Stable positive",32,2,-0.343258857727051,0.181461606444236,0.181461606444236
"Qwen","Stable positive",32,3,-0.439295321702957,0.105715980216751,0.105715980216751
"Qwen","Stable positive",32,4,-0.456235289573669,0.0923551334975045,0.0923551334975045
"Qwen","Stable positive",32,5,-0.426028281450272,0.116179925165589,0.116179925165589
"Qwen","Stable positive",32,6,-0.799304127693176,-0.178229214433265,-0.178229214433265
"Qwen","Stable positive",32,7,-0.780355095863342,-0.16328378409427,-0.16328378409427
"Qwen","Stable positive",32,8,-0.372497349977493,0.158400700057545,0.158400700057545
"Qwen","Stable positive",32,9,-0.200259000062943,0.29424807650759,0.29424807650759
"Qwen","Stable positive",32,10,-0.850700378417969,-0.218766329563524,-0.218766329563524
"Qwen","Stable positive",32,11,-0.198676124215126,0.295496518165785,0.295496518165785
"Qwen","Stable positive",32,12,0.0362421572208405,0.480780644662944,0.480780644662944
"Qwen","Stable positive",32,13,-0.445270508527756,0.101003246645218,0.101003246645218
"Qwen","Stable positive",32,14,-0.863828539848328,-0.229120738374405,-0.229120738374405
"Qwen","Stable positive",32,15,-0.929906368255615,-0.28123746867924,-0.28123746867924
"Qwen","Stable positive",32,16,-0.0255935788154602,0.432009726249267,0.432009726249267
"Qwen","Stable positive",32,17,-0.571115374565125,0.00174721627007027,0.00174721627007027
"Qwen","Stable positive",32,18,-0.661262571811676,-0.0693534430566379,-0.0693534430566379
"Qwen","Stable positive",32,19,-0.855652391910553,-0.222672068566751,-0.222672068566751
"Qwen","Stable positive",32,20,1.2144672870636,1.4100672572905,1.4100672572905
"Qwen","Stable positive",32,21,0.368897587060928,0.743151756718173,0.743151756718173
"Qwen","Stable positive",32,22,0.933695554733276,1.18861771810639,1.18861771810639
"Qwen","Stable positive",32,23,1.68847358226776,1.78392425055732,1.78392425055732
"Qwen","Stable positive",32,24,2.036789894104,2.05864737209898,2.05864737209898
"Qwen","Stable positive",32,25,1.43558371067047,1.58446561893246,1.58446561893246
"Qwen","Stable positive",32,26,1.59640216827393,1.7113059280797,1.7113059280797
"Qwen","Stable positive",32,27,2.0756196975708,2.08927311213685,2.08927311213685
"Qwen","Stable positive",33,0,-0.557923197746277,-0.685764944961242,-0.685764944961242
"Qwen","Stable positive",33,1,-0.248421281576157,-0.597900747697416,-0.597900747697416
"Qwen","Stable positive",33,2,-0.384294182062149,-0.63647357296079,-0.63647357296079
"Qwen","Stable positive",33,3,-0.0195009112358093,-0.532912766924344,-0.532912766924344
"Qwen","Stable positive",33,4,-0.135698199272156,-0.565899901750144,-0.565899901750144
"Qwen","Stable positive",33,5,-0.170935899019241,-0.575903497979899,-0.575903497979899
"Qwen","Stable positive",33,6,-0.381362736225128,-0.635641367659836,-0.635641367659836
"Qwen","Stable positive",33,7,-0.369393438100815,-0.632243415283585,-0.632243415283585
"Qwen","Stable positive",33,8,-0.502510726451874,-0.67003395250428,-0.67003395250428
"Qwen","Stable positive",33,9,-0.269408702850342,-0.603858846263372,-0.603858846263372
