"model","condition_label","graph_id","layer","R","R_z","R_z_clip"
"Gemma","Update negative",49,24,65.7706069946289,3.38349023685539,2.5
"Gemma","Update negative",49,25,-2.42510652542114,-0.245859125783256,-0.245859125783256
"Gemma","Update negative",50,0,-0.676982760429382,0.032421827177449,0.032421827177449
"Gemma","Update negative",50,1,-2.54052829742432,-0.172406590451468,-0.172406590451468
"Gemma","Update negative",50,2,-1.26777517795563,-0.0325141100598024,-0.0325141100598024
"Gemma","Update negative",50,3,0.338450193405151,0.144031402051363,0.144031402051363
"Gemma","Update negative",50,4,-0.838322043418884,0.0146884960727992,0.0146884960727992
"Gemma","Update negative",50,5,-1.88348126411438,-0.100188390536874,-0.100188390536874
"Gemma","Update negative",50,6,0.703190326690674,0.18412118942898,0.18412118942898
"Gemma","Update negative",50,7,-0.425477623939514,0.0600655837211371,0.0600655837211371
"Gemma","Update negative",50,8,0.368354171514511,0.147318246614779,0.147318246614779
"Gemma","Update negative",50,9,0.802875995635986,0.195077969086361,0.195077969086361
"Gemma","Update negative",50,10,1.80439066886902,0.305157739973666,0.305157739973666
"Gemma","Update negative",50,11,3.2133424282074,0.46002026071793,0.46002026071793
"Gemma","Update negative",50,12,0.770532488822937,0.191522987901533,0.191522987901533
"Gemma","Update negative",50,13,0.476585268974304,0.159214282419023,0.159214282419023
"Gemma","Update negative",50,14,-2.22651028633118,-0.137891838307065,-0.137891838307065
"Gemma","Update negative",50,15,-2.32850551605225,-0.149102469383542,-0.149102469383542
"Gemma","Update negative",50,16,5.2362699508667,0.682366876466562,0.682366876466562
"Gemma","Update negative",50,17,6.51540803909302,0.822961149769252,0.822961149769252
"Gemma","Update negative",50,18,9.11746025085449,1.10896126435855,1.10896126435855
"Gemma","Update negative",50,19,5.96093034744263,0.762016683462072,0.762016683462072
"Gemma","Update negative",50,20,15.0272808074951,1.75852907424397,1.75852907424397
"Gemma","Update negative",50,21,14.6800918579102,1.72036839517819,1.72036839517819
"Gemma","Update negative",50,22,16.5403709411621,1.92483778613555,1.92483778613555
"Gemma","Update negative",50,23,9.26803016662598,1.12551089890074,1.12551089890074
"Gemma","Update negative",50,24,-1.76134347915649,-0.0867638249821381,-0.0867638249821381
"Gemma","Update negative",50,25,-0.407180607318878,0.0620766689816445,0.0620766689816445
"Gemma","Update negative",51,0,-3.91117143630981,-0.195389117221952,-0.195389117221952
"Gemma","Update negative",51,1,-2.62545728683472,-0.0859374740572231,-0.0859374740572231
"Gemma","Update negative",51,2,1.61578047275543,0.275115130076404,0.275115130076404
"Gemma","Update negative",51,3,2.30393528938293,0.333697106064109,0.333697106064109
"Gemma","Update negative",51,4,2.48267650604248,0.348913178682301,0.348913178682301
"Gemma","Update negative",51,5,2.71017575263977,0.368279976791334,0.368279976791334
"Gemma","Update negative",51,6,2.59380960464478,0.358373835436351,0.358373835436351
"Gemma","Update negative",51,7,2.29116582870483,0.332610053818385,0.332610053818385
"Gemma","Update negative",51,8,1.87960481643677,0.29757424972953,0.29757424972953
"Gemma","Update negative",51,9,2.93558859825134,0.387469161535623,0.387469161535623
"Gemma","Update negative",51,10,5.5616569519043,0.611023904623388,0.611023904623388
"Gemma","Update negative",51,11,5.65363883972168,0.618854236713236,0.618854236713236
"Gemma","Update negative",51,12,5.17442417144775,0.57805914015726,0.57805914015726
"Gemma","Update negative",51,13,5.84387350082397,0.635048735508347,0.635048735508347
"Gemma","Update negative",51,14,6.9007420539856,0.72501896707179,0.72501896707179
"Gemma","Update negative",51,15,4.62621164321899,0.531390320309065,0.531390320309065
"Gemma","Update negative",51,16,7.01610660552979,0.734839843457593,0.734839843457593
"Gemma","Update negative",51,17,6.8920521736145,0.724279205682441,0.724279205682441
"Gemma","Update negative",51,18,0.944036841392517,0.217930222942785,0.217930222942785
"Gemma","Update negative",51,19,0.478350639343262,0.178286792064902,0.178286792064902
"Gemma","Update negative",51,20,2.63612461090088,0.36197607234659,0.36197607234659
"Gemma","Update negative",51,21,0.722896099090576,0.19910471835804,0.19910471835804
"Gemma","Update negative",51,22,2.03960132598877,0.311194602961418,0.311194602961418
"Gemma","Update negative",51,23,-1.8508563041687,-0.0199964167977835,-0.0199964167977835
"Gemma","Update negative",51,24,-3.68606567382812,-0.176226074177331,-0.176226074177331
"Gemma","Update negative",51,25,2.0451602935791,0.311667832673722,0.311667832673722
"Gemma","Update negative",52,0,4.98954629898071,0.410508312507148,0.410508312507148
"Gemma","Update negative",52,1,5.46664381027222,0.468115958149159,0.468115958149159
"Gemma","Update negative",52,2,3.04414749145508,0.175609067627515,0.175609067627515
"Gemma","Update negative",52,3,3.11000490188599,0.183561090585535,0.183561090585535
"Gemma","Update negative",52,4,2.95029878616333,0.164277206046906,0.164277206046906
"Gemma","Update negative",52,5,3.9789571762085,0.288483655709554,0.288483655709554
"Gemma","Update negative",52,6,3.80517792701721,0.267500495725662,0.267500495725662
"Gemma","Update negative",52,7,2.82452893257141,0.149090991516971,0.149090991516971
"Gemma","Update negative",52,8,2.99509906768799,0.169686663614078,0.169686663614078
"Gemma","Update negative",52,9,4.94534873962402,0.405171631268192,0.405171631268192
"Gemma","Update negative",52,10,3.05012464523315,0.176330785407729,0.176330785407729
"Gemma","Update negative",52,11,4.25880861282349,0.322274614604482,0.322274614604482
"Gemma","Update negative",52,12,3.35377407073975,0.212995257743021,0.212995257743021
"Gemma","Update negative",52,13,4.01127338409424,0.292385710548062,0.292385710548062
"Gemma","Update negative",52,14,5.59821891784668,0.484003134235952,0.484003134235952
"Gemma","Update negative",52,15,3.6802225112915,0.252412621360754,0.252412621360754
"Gemma","Update negative",52,16,7.14045524597168,0.670222097412595,0.670222097412595
"Gemma","Update negative",52,17,7.43313646316528,0.705562201787735,0.705562201787735
"Gemma","Update negative",52,18,5.19943046569824,0.435850999098411,0.435850999098411
"Gemma","Update negative",52,19,-0.122058808803558,-0.206697874366481,-0.206697874366481
"Gemma","Update negative",52,20,4.35991096496582,0.334482325476885,0.334482325476885
"Gemma","Update negative",52,21,0.747185945510864,-0.101739993435247,-0.101739993435247
"Gemma","Update negative",52,22,5.89936017990112,0.520364755711736,0.520364755711736
"Gemma","Update negative",52,23,5.55160188674927,0.478374311312369,0.478374311312369
"Gemma","Update negative",52,24,5.15649890899658,0.430667182694435,0.430667182694435
"Gemma","Update negative",52,25,-0.866593599319458,-0.296597518286406,-0.296597518286406
"Gemma","Update negative",53,0,-10.6477136611938,0.234922690383859,0.234922690383859
"Gemma","Update negative",53,1,-6.80684566497803,0.348825742064127,0.348825742064127
"Gemma","Update negative",53,2,-3.19344639778137,0.455983083550073,0.455983083550073
"Gemma","Update negative",53,3,-2.71867799758911,0.470062601428984,0.470062601428984
"Gemma","Update negative",53,4,-1.05369222164154,0.519438669825897,0.519438669825897
"Gemma","Update negative",53,5,-3.44859981536865,0.448416368698515,0.448416368698515
"Gemma","Update negative",53,6,-0.990864992141724,0.521301845851654,0.521301845851654
"Gemma","Update negative",53,7,0.707623720169067,0.571671462242349,0.571671462242349
"Gemma","Update negative",53,8,2.63462138175964,0.628817637130983,0.628817637130983
"Gemma","Update negative",53,9,-0.218117833137512,0.544218087616421,0.544218087616421
"Gemma","Update negative",53,10,1.24400877952576,0.587578256018293,0.587578256018293
"Gemma","Update negative",53,11,-0.142362117767334,0.546464664997207,0.546464664997207
"Gemma","Update negative",53,12,-1.24051928520203,0.513898210560708,0.513898210560708
"Gemma","Update negative",53,13,-0.313968002796173,0.541375598148168,0.541375598148168
"Gemma","Update negative",53,14,-2.57107496261597,0.474439850565709,0.474439850565709
"Gemma","Update negative",53,15,2.39857316017151,0.621817497368544,0.621817497368544
"Gemma","Update negative",53,16,-0.439833998680115,0.537642972854073,0.537642972854073
"Gemma","Update negative",53,17,-5.34363603591919,0.392218027912523,0.392218027912523
"Gemma","Update negative",53,18,-6.84073495864868,0.34782073643202,0.34782073643202
"Gemma","Update negative",53,19,-14.9035968780518,0.108712134209433,0.108712134209433
"Gemma","Update negative",53,20,-18.6109733581543,-0.00123215318273388,-0.00123215318273388
"Gemma","Update negative",53,21,-31.9717388153076,-0.397452996974669,-0.397452996974669
"Gemma","Update negative",53,22,-45.5636138916016,-0.800527523558806,-0.800527523558806
"Gemma","Update negative",53,23,-61.0210647583008,-1.25892672567914,-1.25892672567914
"Gemma","Update negative",53,24,-94.7350845336914,-2.25873451407732,-2.25873451407732
"Gemma","Update negative",53,25,-0.0329921841621399,0.549708090496853,0.549708090496853
"Gemma","Update negative",54,0,6.92585277557373,0.800282096940354,0.800282096940354
"Gemma","Update negative",54,1,9.10927104949951,0.975101406193677,0.975101406193677
"Gemma","Update negative",54,2,-0.653743505477905,0.193408094786818,0.193408094786818
"Gemma","Update negative",54,3,2.97659254074097,0.484077476616402,0.484077476616402
"Gemma","Update negative",54,4,1.20272755622864,0.342049787737746,0.342049787737746
"Gemma","Update negative",54,5,1.60282838344574,0.374084579733883,0.374084579733883
"Gemma","Update negative",54,6,0.358079701662064,0.274421538830524,0.274421538830524
"Gemma","Update negative",54,7,1.12696766853333,0.335983936135162,0.335983936135162
"Gemma","Update negative",54,8,0.537204265594482,0.288763469055677,0.288763469055677
"Gemma","Update negative",54,9,-3.76876306533813,-0.056001546173193,-0.056001546173193
"Gemma","Update negative",54,10,-5.84288644790649,-0.222069963469536,-0.222069963469536
"Gemma","Update negative",54,11,-4.5307559967041,-0.11701188006483,-0.11701188006483
"Gemma","Update negative",54,12,-10.1327095031738,-0.565542358244549,-0.565542358244549
"Gemma","Update negative",54,13,-9.36847686767578,-0.504352698415241,-0.504352698415241
"Gemma","Update negative",54,14,-4.0696816444397,-0.0800951331731041,-0.0800951331731041
"Gemma","Update negative",54,15,-7.47190952301025,-0.352500624487739,-0.352500624487739
"Gemma","Update negative",54,16,-5.20216751098633,-0.170769649958596,-0.170769649958596
"Gemma","Update negative",54,17,-4.77030277252197,-0.136191623306167,-0.136191623306167
"Gemma","Update negative",54,18,-7.70535182952881,-0.371191602420565,-0.371191602420565
"Gemma","Update negative",54,19,-20.1504135131836,-1.36762783872619,-1.36762783872619
"Gemma","Update negative",54,20,-4.7023663520813,-0.130752171673646,-0.130752171673646
"Gemma","Update negative",54,21,0.737734794616699,0.304819306357449,0.304819306357449
"Gemma","Update negative",54,22,-10.1097564697266,-0.563704582358711,-0.563704582358711
"Gemma","Update negative",54,23,21.8401107788086,1.99441897547048,1.99441897547048
"Gemma","Update negative",54,24,36.2174949645996,3.14557008666388,2.5
"Gemma","Update negative",54,25,-0.32699179649353,0.219570057771256,0.219570057771256
"Gemma","Update negative",55,0,13.4669723510742,0.628764349775589,0.628764349775589
"Gemma","Update negative",55,1,6.10100078582764,0.230659482253527,0.230659482253527
"Gemma","Update negative",55,2,2.85101413726807,0.0550091294504113,0.0550091294504113
"Gemma","Update negative",55,3,4.46090602874756,0.142018126499239,0.142018126499239
"Gemma","Update negative",55,4,3.62386846542358,0.0967791888646856,0.0967791888646856
"Gemma","Update negative",55,5,5.44361305236816,0.195129986351821,0.195129986351821
"Gemma","Update negative",55,6,1.69711005687714,-0.00735532946558247,-0.00735532946558247
"Gemma","Update negative",55,7,0.680096864700317,-0.0623213171229335,-0.0623213171229335
"Gemma","Update negative",55,8,0.266878128051758,-0.0846543371399069,-0.0846543371399069
"Gemma","Update negative",55,9,-1.11404609680176,-0.159288436759176,-0.159288436759176
"Gemma","Update negative",55,10,-1.55372476577759,-0.183051523096727,-0.183051523096727
"Gemma","Update negative",55,11,-1.36491775512695,-0.172847167935088,-0.172847167935088
"Gemma","Update negative",55,12,-4.14286422729492,-0.322985408693935,-0.322985408693935
"Gemma","Update negative",55,13,2.60848832130432,0.0419014617137527,0.0419014617137527
"Gemma","Update negative",55,14,-10.8314762115479,-0.684481372167472,-0.684481372167472
"Gemma","Update negative",55,15,-15.1159944534302,-0.916044520622733,-0.916044520622733
"Gemma","Update negative",55,16,-11.1972913742065,-0.704252395660817,-0.704252395660817
"Gemma","Update negative",55,17,-7.42492914199829,-0.500369479008772,-0.500369479008772
"Gemma","Update negative",55,18,-14.6546564102173,-0.891110821252688,-0.891110821252688
"Gemma","Update negative",55,19,-16.0015468597412,-0.96390551496347,-0.96390551496347
"Gemma","Update negative",55,20,-6.21580362319946,-0.435020495481596,-0.435020495481596
"Gemma","Update negative",55,21,13.8814563751221,0.65116575412829,0.65116575412829
"Gemma","Update negative",55,22,23.4516162872314,1.16839925282259,1.16839925282259
"Gemma","Update negative",55,23,47.0796089172363,2.44540918864163,2.44540918864163
"Gemma","Update negative",55,24,66.3217086791992,3.48537703385094,2.5
"Gemma","Update negative",55,25,-2.04408836364746,-0.209553951654648,-0.209553951654648
"Gemma","Update negative",56,0,-0.663901925086975,0.0657932147915563,0.0657932147915563
"Gemma","Update negative",56,1,-2.51963639259338,-0.143400321645345,-0.143400321645345
"Gemma","Update negative",56,2,-1.27052438259125,-0.00259022011757846,-0.00259022011757846
"Gemma","Update negative",56,3,0.335748881101608,0.17848201322164,0.17848201322164
"Gemma","Update negative",56,4,-0.845293283462524,0.045345300285413,0.045345300285413
"Gemma","Update negative",56,5,-1.91086518764496,-0.0747746623853542,-0.0747746623853542
"Gemma","Update negative",56,6,0.711305141448975,0.220817780330957,0.220817780330957
"Gemma","Update negative",56,7,-0.39630913734436,0.0959584580270858,0.0959584580270858
"Gemma","Update negative",56,8,0.420169830322266,0.18799863169592,0.18799863169592
"Gemma","Update negative",56,9,0.936362385749817,0.246188069917322,0.246188069917322
"Gemma","Update negative",56,10,1.96775579452515,0.362455153607018,0.362455153607018
"Gemma","Update negative",56,11,3.41888236999512,0.526037985879375,0.526037985879375
"Gemma","Update negative",56,12,0.889496803283691,0.240904998925793,0.240904998925793
"Gemma","Update negative",56,13,0.806290626525879,0.231525319518992,0.231525319518992
"Gemma","Update negative",56,14,-1.68413782119751,-0.0492161029984073,-0.0492161029984073
"Gemma","Update negative",56,15,-2.0159924030304,-0.0866254601946951,-0.0866254601946951
"Gemma","Update negative",56,16,4.40340423583984,0.637021326665335,0.637021326665335
"Gemma","Update negative",56,17,5.82937669754028,0.797768581915482,0.797768581915482
"Gemma","Update negative",56,18,6.93444919586182,0.922341373977525,0.922341373977525
"Gemma","Update negative",56,19,2.86996364593506,0.464159386805417,0.464159386805417
"Gemma","Update negative",56,20,11.7889356613159,1.4695787126567,1.4695787126567
"Gemma","Update negative",56,21,11.6629438400269,1.4553758861645,1.4553758861645
"Gemma","Update negative",56,22,12.5922985076904,1.56014033007437,1.56014033007437
"Gemma","Update negative",56,23,5.6327657699585,0.775604993340096,0.775604993340096
"Gemma","Update negative",56,24,-5.81311130523682,-0.514667696480432,-0.514667696480432
"Gemma","Update negative",56,25,-1.02926182746887,0.0246068643789287,0.0246068643789287
"Gemma","Update negative",57,0,-3.91431379318237,-0.194451719082733,-0.194451719082733
"Gemma","Update negative",57,1,-2.62340307235718,-0.0829691674320074,-0.0829691674320074
"Gemma","Update negative",57,2,1.63374757766724,0.284676719746687,0.284676719746687
"Gemma","Update negative",57,3,2.31475448608398,0.343488213537319,0.343488213537319
"Gemma","Update negative",57,4,2.50747632980347,0.360131597584006,0.360131597584006
"Gemma","Update negative",57,5,2.71890163421631,0.378390205277967,0.378390205277967
"Gemma","Update negative",57,6,2.63810062408447,0.371412261226425,0.371412261226425
"Gemma","Update negative",57,7,2.32521963119507,0.34439197943031,0.34439197943031
"Gemma","Update negative",57,8,1.93633818626404,0.31080832792665,0.31080832792665
"Gemma","Update negative",57,9,3.00148272514343,0.402793799234227,0.402793799234227
"Gemma","Update negative",57,10,5.67102527618408,0.633334463688511,0.633334463688511
"Gemma","Update negative",57,11,5.76244831085205,0.641229721679647,0.641229721679647
"Gemma","Update negative",57,12,5.2087926864624,0.593416235629056,0.593416235629056
"Gemma","Update negative",57,13,5.86234474182129,0.649856738905232,0.649856738905232
"Gemma","Update negative",57,14,7.0299072265625,0.750686984491392,0.750686984491392
"Gemma","Update negative",57,15,4.88584566116333,0.565526655158814,0.565526655158814
"Gemma","Update negative",57,16,7.12890911102295,0.759236749025709,0.759236749025709
"Gemma","Update negative",57,17,7.19665575027466,0.765087322646101,0.765087322646101
"Gemma","Update negative",57,18,0.79325270652771,0.212091907046328,0.212091907046328
"Gemma","Update negative",57,19,-0.241722106933594,0.122711881582488,0.122711881582488
"Gemma","Update negative",57,20,2.11794519424438,0.326491839048442,0.326491839048442
"Gemma","Update negative",57,21,-0.0518174171447754,0.139111977302945,0.139111977302945
"Gemma","Update negative",57,22,0.538745880126953,0.190112795739895,0.190112795739895
"Gemma","Update negative",57,23,-3.66162967681885,-0.172630016311679,-0.172630016311679
"Gemma","Update negative",57,24,-5.54671573638916,-0.335425320907005,-0.335425320907005
"Gemma","Update negative",57,25,1.79178869724274,0.298325089840594,0.298325089840594
"Gemma","Update negative",58,0,4.98459959030151,0.4172311308866,0.4172311308866
"Gemma","Update negative",58,1,5.43460178375244,0.472337330920026,0.472337330920026
"Gemma","Update negative",58,2,3.03060841560364,0.177950011586472,0.177950011586472
"Gemma","Update negative",58,3,3.09466552734375,0.185794293379954,0.185794293379954
"Gemma","Update negative",58,4,2.94510054588318,0.167478920907752,0.167478920907752
"Gemma","Update negative",58,5,3.96414160728455,0.292268269468966,0.292268269468966
"Gemma","Update negative",58,6,3.78698348999023,0.270573907105307,0.270573907105307
"Gemma","Update negative",58,7,2.80227398872375,0.149988719874385,0.149988719874385
"Gemma","Update negative",58,8,2.96811294555664,0.17029696472645,0.17029696472645
"Gemma","Update negative",58,9,4.91265726089478,0.408421244061925,0.408421244061925
"Gemma","Update negative",58,10,3.06913280487061,0.182667616815973,0.182667616815973
"Gemma","Update negative",58,11,4.28692483901978,0.33179553754522,0.33179553754522
"Gemma","Update negative",58,12,3.3939208984375,0.222440395511383,0.222440395511383
"Gemma","Update negative",58,13,3.92241835594177,0.287158939185689,0.287158939185689
"Gemma","Update negative",58,14,5.31854057312012,0.458124750665295,0.458124750665295
"Gemma","Update negative",58,15,3.24375438690186,0.204051361094582,0.204051361094582
"Gemma","Update negative",58,16,6.82529354095459,0.642638141166134,0.642638141166134
"Gemma","Update negative",58,17,7.08372688293457,0.674285274548404,0.674285274548404
"Gemma","Update negative",58,18,4.24427127838135,0.326572283794713,0.326572283794713
"Gemma","Update negative",58,19,-1.57339692115784,-0.385845549268292,-0.385845549268292
"Gemma","Update negative",58,20,2.63914680480957,0.13001255229456,0.13001255229456
"Gemma","Update negative",58,21,-0.798721313476562,-0.290980613898693,-0.290980613898693
"Gemma","Update negative",58,22,3.97462892532349,0.293552521532797,0.293552521532797
"Gemma","Update negative",58,23,3.48016667366028,0.233001848345684,0.233001848345684
"Gemma","Update negative",58,24,2.9588029384613,0.169156883365126,0.169156883365126
"Gemma","Update negative",58,25,-1.16295540332794,-0.335583855630517,-0.335583855630517
"Gemma","Update negative",59,0,-10.6556434631348,0.219511824564283,0.219511824564283
"Gemma","Update negative",59,1,-6.80938148498535,0.33734028763844,0.33734028763844
"Gemma","Update negative",59,2,-3.21523284912109,0.447445374663147,0.447445374663147
"Gemma","Update negative",59,3,-2.71261119842529,0.462842957289013,0.462842957289013
"Gemma","Update negative",59,4,-1.08034992218018,0.512846529226658,0.512846529226658
"Gemma","Update negative",59,5,-3.44363307952881,0.440448438867403,0.440448438867403
"Gemma","Update negative",59,6,-1.02169167995453,0.514643497443422,0.514643497443422
"Gemma","Update negative",59,7,0.706513404846191,0.567586263738552,0.567586263738552
"Gemma","Update negative",59,8,2.63454747200012,0.626650698812906,0.626650698812906
"Gemma","Update negative",59,9,-0.249577760696411,0.538296851515814,0.538296851515814
"Gemma","Update negative",59,10,1.19040727615356,0.582410129473924,0.582410129473924
"Gemma","Update negative",59,11,-0.107366800308228,0.542653418746552,0.542653418746552
"Gemma","Update negative",59,12,-1.17699921131134,0.509885722796875,0.509885722796875
"Gemma","Update negative",59,13,-0.267526745796204,0.537746992629429,0.537746992629429
"Gemma","Update negative",59,14,-2.6680748462677,0.464207307911896,0.464207307911896
"Gemma","Update negative",59,15,2.24978590011597,0.61486370538327,0.61486370538327
"Gemma","Update negative",59,16,-0.815109074115753,0.520972060365583,0.520972060365583
"Gemma","Update negative",59,17,-5.56851196289062,0.375353753568375,0.375353753568375
"Gemma","Update negative",59,18,-7.3640193939209,0.320349210914128,0.320349210914128
"Gemma","Update negative",59,19,-15.5414533615112,0.0698372900503375,0.0698372900503375
"Gemma","Update negative",59,20,-19.4808006286621,-0.0508427979521696,-0.0508427979521696
"Gemma","Update negative",59,21,-32.9422836303711,-0.463229125716929,-0.463229125716929
"Gemma","Update negative",59,22,-46.4947204589844,-0.878401782051019,-0.878401782051019
"Gemma","Update negative",59,23,-61.8720016479492,-1.34947770434861,-1.34947770434861
"Gemma","Update negative",59,24,-95.5686645507812,-2.38175944259853,-2.38175944259853
"Gemma","Update negative",59,25,-0.136785984039307,0.541752175611367,0.541752175611367
"Gemma","Update negative",60,0,6.90044403076172,0.81112348956042,0.81112348956042
"Gemma","Update negative",60,1,9.10564136505127,0.990280958893171,0.990280958893171
"Gemma","Update negative",60,2,-0.642643451690674,0.198298304576644,0.198298304576644
"Gemma","Update negative",60,3,2.97362852096558,0.492096108957166,0.492096108957166
"Gemma","Update negative",60,4,1.22161865234375,0.349757076786416,0.349757076786416
"Gemma","Update negative",60,5,1.61545276641846,0.381753452855528,0.381753452855528
"Gemma","Update negative",60,6,0.299027323722839,0.27480272912151,0.27480272912151
"Gemma","Update negative",60,7,1.10354447364807,0.340164342966304,0.340164342966304
"Gemma","Update negative",60,8,0.470317244529724,0.288718884495358,0.288718884495358
"Gemma","Update negative",60,9,-3.82284951210022,-0.0600720738381342,-0.0600720738381342
"Gemma","Update negative",60,10,-5.9170618057251,-0.230212754192369,-0.230212754192369
"Gemma","Update negative",60,11,-4.57043743133545,-0.120808570128645,-0.120808570128645
"Gemma","Update negative",60,12,-10.0422325134277,-0.565355162114651,-0.565355162114651
"Gemma","Update negative",60,13,-9.2769889831543,-0.503184266034179,-0.503184266034179
"Gemma","Update negative",60,14,-4.08529758453369,-0.0813942166492616,-0.0813942166492616
"Gemma","Update negative",60,15,-7.52330780029297,-0.360709450809027,-0.360709450809027
"Gemma","Update negative",60,16,-5.11670446395874,-0.165189096815718,-0.165189096815718
"Gemma","Update negative",60,17,-4.42547369003296,-0.109031239985477,-0.109031239985477
"Gemma","Update negative",60,18,-7.07877635955811,-0.324594257523363,-0.324594257523363
"Gemma","Update negative",60,19,-19.4922637939453,-1.33310672022104,-1.33310672022104
"Gemma","Update negative",60,20,-4.44466781616211,-0.110590633791138,-0.110590633791138
"Gemma","Update negative",60,21,0.791564464569092,0.314818063048454,0.314818063048454
"Gemma","Update negative",60,22,-10.0069999694824,-0.562492754604336,-0.562492754604336
"Gemma","Update negative",60,23,22.2676696777344,2.05960733940325,2.05960733940325
"Gemma","Update negative",60,24,36.3531188964844,3.20395546517279,2.5
"Gemma","Update negative",60,25,-0.251316785812378,0.230090967324337,0.230090967324337
"Gemma","Update negative",61,0,13.4953022003174,0.58802166737738,0.58802166737738
"Gemma","Update negative",61,1,6.11145162582397,0.201111385695955,0.201111385695955
"Gemma","Update negative",61,2,2.85690879821777,0.0305748791036927,0.0305748791036927
"Gemma","Update negative",61,3,4.45327997207642,0.114223974425226,0.114223974425226
"Gemma","Update negative",61,4,3.58178520202637,0.0685580602030804,0.0685580602030804
"Gemma","Update negative",61,5,5.41876268386841,0.16481481239104,0.16481481239104
"Gemma","Update negative",61,6,1.72751951217651,-0.0286045859168581,-0.0286045859168581
"Gemma","Update negative",61,7,0.709297776222229,-0.0819589238327836,-0.0819589238327836
"Gemma","Update negative",61,8,0.246949195861816,-0.106185771011977,-0.106185771011977
"Gemma","Update negative",61,9,-1.18682765960693,-0.181315000865844,-0.181315000865844
"Gemma","Update negative",61,10,-1.51693081855774,-0.198612250441124,-0.198612250441124
"Gemma","Update negative",61,11,-1.3718364238739,-0.191009372708001,-0.191009372708001
"Gemma","Update negative",61,12,-4.11678600311279,-0.334843433837752,-0.334843433837752
"Gemma","Update negative",61,13,2.65257549285889,0.0198679104379939,0.0198679104379939
"Gemma","Update negative",61,14,-10.8316459655762,-0.686698923506335,-0.686698923506335
"Gemma","Update negative",61,15,-14.6687984466553,-0.887763900692815,-0.887763900692815
"Gemma","Update negative",61,16,-11.1132040023804,-0.701452431615761,-0.701452431615761
"Gemma","Update negative",61,17,-7.21959114074707,-0.49742895716235,-0.49742895716235
"Gemma","Update negative",61,18,-15.8843173980713,-0.951456519487954,-0.951456519487954
"Gemma","Update negative",61,19,-17.518440246582,-1.03708378472588,-1.03708378472588
"Gemma","Update negative",61,20,-9.4549446105957,-0.614560422913338,-0.614560422913338
"Gemma","Update negative",61,21,11.1563606262207,0.465462233902898,0.465462233902898
"Gemma","Update negative",61,22,19.9416084289551,0.925805068268865,0.925805068268865
"Gemma","Update negative",61,23,44.4844932556152,2.21184063815976,2.21184063815976
"Gemma","Update negative",61,24,64.8449859619141,3.2787208368706,2.5
"Gemma","Update negative",61,25,-2.41839051246643,-0.245848312516851,-0.245848312516851
"Gemma","Update negative",62,0,-0.66994696855545,0.0432975058167973,0.0432975058167973
"Gemma","Update negative",62,1,-2.55760598182678,-0.169582479283377,-0.169582479283377
"Gemma","Update negative",62,2,-1.28896677494049,-0.0265122035817181,-0.0265122035817181
"Gemma","Update negative",62,3,0.338461250066757,0.157020336606646,0.157020336606646
"Gemma","Update negative",62,4,-0.833031058311462,0.0249057632651752,0.0249057632651752
"Gemma","Update negative",62,5,-1.89948260784149,-0.0953628807949464,-0.0953628807949464
"Gemma","Update negative",62,6,0.706816911697388,0.198561498017784,0.198561498017784
"Gemma","Update negative",62,7,-0.413583517074585,0.0722087908252572,0.0722087908252572
"Gemma","Update negative",62,8,0.44687682390213,0.169246859289206,0.169246859289206
"Gemma","Update negative",62,9,1.01106548309326,0.232873008142305,0.232873008142305
"Gemma","Update negative",62,10,1.98752903938293,0.342993292501061,0.342993292501061
"Gemma","Update negative",62,11,3.47436046600342,0.51067010792172,0.51067010792172
"Gemma","Update negative",62,12,0.983170688152313,0.2297271838755,0.2297271838755
"Gemma","Update negative",62,13,0.928880453109741,0.223604624480136,0.223604624480136
"Gemma","Update negative",62,14,-1.50309026241302,-0.0506598936583042,-0.0506598936583042
"Gemma","Update negative",62,15,-1.98360586166382,-0.104849846870053,-0.104849846870053
"Gemma","Update negative",62,16,3.84394812583923,0.552350207434347,0.552350207434347
"Gemma","Update negative",62,17,5.21514701843262,0.706986610392944,0.706986610392944
"Gemma","Update negative",62,18,5.18246841430664,0.70330129397164,0.70330129397164
"Gemma","Update negative",62,19,0.902501940727234,0.220629798368284,0.220629798368284
"Gemma","Update negative",62,20,9.59941482543945,1.20142064687357,1.20142064687357
"Gemma","Update negative",62,21,9.52417755126953,1.19293579357557,1.19293579357557
"Gemma","Update negative",62,22,9.20342445373535,1.15676299216183,1.15676299216183
"Gemma","Update negative",62,23,2.48142337799072,0.398692027656452,0.398692027656452
"Gemma","Update negative",62,24,-9.56862640380859,-0.960247484178501,-0.960247484178501
"Gemma","Update negative",62,25,-1.56866669654846,-0.0580552496116454,-0.0580552496116454
"Gemma","Update negative",63,0,-3.9146101474762,-0.18860853633763,-0.18860853633763
"Gemma","Update negative",63,1,-2.62055730819702,-0.0785879977186929,-0.0785879977186929
"Gemma","Update negative",63,2,1.61783242225647,0.281760441593269,0.281760441593269
"Gemma","Update negative",63,3,2.32112741470337,0.341554672190615,0.341554672190615
"Gemma","Update negative",63,4,2.50822901725769,0.357462074473322,0.357462074473322
"Gemma","Update negative",63,5,2.72993564605713,0.376311600532466,0.376311600532466
"Gemma","Update negative",63,6,2.63757848739624,0.368459383039674,0.368459383039674
