control,closure_n,closure_crossings,closure_crossing_rate,closure_crossing_ci95_low,closure_crossing_ci95_high,closure_mean_margin_shift,closure_median_margin_shift,closure_max_final_margin,closure_mean_DeltaU_shift,nonclosure_pair_flip_rate,nonclosure_mean_abs_margin_shift,margin_specificity,mean_norm_ratio,max_norm_ratio,all_finite,nonzero_action_rate,max_action_rate
none,87,0,0.0,0.0,0.04228899535014795,-0.0005387931034482759,0.0,3.296875,0.002495924631754557,0.0,0.0018472906403940886,-0.0023860837438423642,1.0,1.0,True,,
same_combo_fixed,87,6,0.06896551724137931,0.031988403572147155,0.14239866138487695,0.4708153735632184,0.4453125,3.3125,10.216881773937708,0.009852216748768473,0.3942810960591133,0.07653427750410507,0.9517914891242981,0.995760977268219,True,,
policy_fixed_global,87,42,0.4827586206896552,0.3807248617685969,0.5862506208296843,1.4270833333333333,1.5234375,3.59375,33.63067285493872,0.014778325123152709,0.8998229679802956,0.5272603653530377,0.891161313385799,1.03248131275177,True,1.0,1.0
policy_boundary,87,43,0.4942528735632184,0.39168097748132213,0.5973108500514384,1.5573814655172413,1.5,3.3515625,36.43514033021598,0.0,0.2122459975369458,1.3451354679802956,0.9657306844612648,1.0941612720489502,True,0.40413793103448276,0.01310344827586207
policy_boundary_guarded,87,42,0.4827586206896552,0.3807248617685969,0.5862506208296843,1.5110452586206897,1.5,3.296875,35.50218401832142,0.0,0.008736145320197045,1.5023091133004927,0.9755872710819902,1.0140501260757446,True,0.23448275862068965,0.007586206896551724
shuffle_boundary_labels,87,30,0.3448275862068966,0.2534251109614927,0.44935423242303607,1.183459051724138,0.9921875,3.3984375,24.652467305632843,0.009852216748768473,0.7105911330049262,0.47286791871921174,0.9069818433399858,1.0608760118484497,True,0.9779310344827586,0.08344827586206896
