model_key,window,layers,k,topology_score,preserve_distance_mean,structure_distance_mean,topology_separation,mechanism_accuracy,mechanism_macro_f1,downstream_corr,downstream_r2,composite_score,rank,rank_percentile
gemma,L0_5,"[0, 1, 2, 3, 4, 5]",500,0.8707817663333464,0.1292182336666537,0.052088326458997754,-0.07712990720765595,0.5795454545454546,0.5901254301254301,0.33160391425349917,0.10545539085219002,1.1727743586698165,73,28.0
gemma,L7_9,"[7, 8, 9]",100,0.794447431243323,0.20555256875667702,0.10212269574645602,-0.103429873010221,0.6098484848484849,0.6248148028685395,0.33857967073586,0.10566525548671124,1.1679392945051812,74,27.0
gemma,L5_9,"[5, 6, 7, 8, 9]",500,0.8123225346464533,0.1876774653535467,0.09161458423632385,-0.09606288111722286,0.5984848484848485,0.5968218756914899,0.35109412428964143,0.12202526229775834,1.1644940673081319,75,26.0
gemma,L1_2,"[1, 2]",100,0.891632800194569,0.10836719980543102,0.04493135460643595,-0.06343584519899508,0.7007575757575758,0.6702008942712411,0.22387739522105637,-0.4041173295537501,1.1610790316911226,76,25.0
gemma,L1_3,"[1, 2, 3]",100,0.8606807811613852,0.13931921883861476,0.05611092667641277,-0.08320829216220199,0.6098484848484849,0.6121407121407122,0.29477549750007803,0.05421204685220127,1.1558733582933247,77,24.0
gemma,L9_11,"[9, 10, 11]",500,0.7955188466551278,0.20448115334487216,0.10191120588157801,-0.10256994746329415,0.6439393939393939,0.6367880485527544,0.30453955034548513,0.07784805421394037,1.1508215024461554,78,23.0
gemma,L0_3,"[0, 1, 2, 3]",500,0.8847395613730553,0.11526043862694464,0.04591408246239862,-0.06934635616454601,0.6060606060606061,0.6133441702379193,0.26141567781564107,0.0231571745425615,1.1421776591293762,79,22.0
gemma,L10_11,"[10, 11]",100,0.7767218019250806,0.2232781980749194,0.11567706608246724,-0.10760113199245215,0.6325757575757576,0.6117329907878791,0.3256506167734571,0.06981375994671879,1.1382677870116094,80,21.0
gemma,L4_6,"[4, 5, 6]",100,0.8202987834440395,0.1797012165559605,0.07865482167032604,-0.10104639488563445,0.4696969696969697,0.46026098198787907,0.4491332563976127,0.19350734340446463,1.1376647824304134,81,20.0
gemma,L7_9,"[7, 8, 9]",500,0.802363933305101,0.197636066694899,0.09999749919779172,-0.09763856749710728,0.6401515151515151,0.651561112249778,0.2679899700404477,0.07105458939476084,1.1368228324847311,82,19.0
gemma,L1_3,"[1, 2, 3]",500,0.8365652274919613,0.16343477250803878,0.0616629180176199,-0.10177185449041888,0.6060606060606061,0.6127326331306432,0.27478585859907456,0.030643911381654454,1.128297407129755,83,18.0
gemma,L3_4,"[3, 4]",100,0.8254048389264099,0.17459516107359008,0.06808744248574182,-0.10650771858784826,0.5871212121212122,0.5903935006183098,0.3011145885388444,0.08023913241249281,1.1259088907889283,84,17.0
gemma,L2_3,"[2, 3]",500,0.7484347708330916,0.2515652291669083,0.08737389511997844,-0.16419133404692987,0.6136363636363636,0.6193090323525107,0.30555803397850867,0.06525163389205069,1.1141110384813615,85,16.0
