model_key,window,layers,k,topology_score,preserve_distance_mean,structure_distance_mean,topology_separation,mechanism_accuracy,mechanism_macro_f1,downstream_corr,downstream_r2,composite_score,rank,rank_percentile
qwen,L7_11,"[7, 8, 9, 10, 11]",500,0.8169163755372782,0.18308362446272178,0.05826579382906141,-0.12481783063366036,0.5833333333333334,0.5859809608805593,0.6890030704753115,0.4247222464910847,1.428445412853336,93,17.857142857142858
qwen,L7_8,"[7, 8]",500,0.773328983364337,0.22667101663566305,0.060328874707029995,-0.16634214192863306,0.6098484848484849,0.6105939451804114,0.6805185257866421,0.40429228779061954,1.4195544684558112,94,16.964285714285715
qwen,L0_1,"[0, 1]",100,0.7547266950944964,0.24527330490550364,0.0335496515607571,-0.21172365334474655,0.5984848484848485,0.6124170163905264,0.6880219896306402,0.4303859042441527,1.4177145523641816,95,16.071428571428573
qwen,L7_12,"[7, 8, 9, 10, 11, 12]",500,0.8125688374610988,0.18743116253890124,0.05773035130293855,-0.1297008112359627,0.571969696969697,0.5769616087673639,0.6841913176776495,0.4104699801557966,1.4152067598865603,96,15.178571428571429
qwen,L2_3,"[2, 3]",500,0.7093220412870007,0.29067795871299934,0.08288309255632537,-0.20779486615667397,0.6212121212121212,0.6185321870934753,0.7044681024833035,0.4267845315436263,1.4130612523049235,97,14.285714285714286
qwen,L3_4,"[3, 4]",500,0.7602251259842636,0.23977487401573636,0.07996152376466689,-0.15981335025106946,0.5833333333333334,0.5822038729379029,0.7087917509808563,0.4437509343729493,1.4129090621271392,98,13.392857142857142
qwen,L8_12,"[8, 9, 10, 11, 12]",500,0.8182306654775946,0.18176933452240535,0.057987610380701625,-0.12378172414170371,0.5643939393939394,0.5698995408298977,0.6831763476960486,0.4047568350207764,1.4115760435595543,99,12.5
qwen,L7_9,"[7, 8, 9]",500,0.799576985989565,0.20042301401043502,0.05807799053346399,-0.14234502347697103,0.5909090909090909,0.5924731182795698,0.6704550670292065,0.3969216218570645,1.4101310412418036,100,11.607142857142858
qwen,L0_4,"[0, 1, 2, 3, 4]",100,0.7624175777430825,0.23758242225691753,0.06418141818810172,-0.1734010040688158,0.5871212121212122,0.5876800191235967,0.694975123965873,0.43743059308240273,1.407332903343117,101,10.714285714285714
qwen,L8_9,"[8, 9]",500,0.809034489782015,0.19096551021798497,0.05885472812276041,-0.13211078209522456,0.5871212121212122,0.5868237026131763,0.6657521626262002,0.38747516881491206,1.4065779370825087,102,9.821428571428571
qwen,L1_3,"[1, 2, 3]",100,0.7306228209832861,0.26937717901671393,0.06795180376970435,-0.2014253752470096,0.6060606060606061,0.6041560949686818,0.6966237023546706,0.4379267247847324,1.4059352483503251,103,8.928571428571429
qwen,L2_4,"[2, 3, 4]",100,0.7599087614316958,0.24009123856830417,0.0860748415655404,-0.15401639700276376,0.5871212121212122,0.5847770316657063,0.6915086821482067,0.4247585647687725,1.4009829517669785,104,8.035714285714286
qwen,L0_2,"[0, 1, 2]",100,0.7068205212953862,0.2931794787046138,0.052422376850745044,-0.24075710185386875,0.6060606060606061,0.6114369111201802,0.6910957735854866,0.4282443497671464,1.3954364084122264,105,7.142857142857143
qwen,L0_4,"[0, 1, 2, 3, 4]",500,0.7038743484600574,0.2961256515399426,0.06394151238462063,-0.23218413915532193,0.5984848484848485,0.6001240358143741,0.7016161714364454,0.4458075383768779,1.3933293400306843,106,6.25
qwen,L1_2,"[1, 2]",500,0.6391193045339292,0.3608806954660709,0.069670235022322,-0.2912104604437489,0.625,0.6276367029581972,0.7107644548625851,0.4515288340182093,1.3902805785235905,107,5.357142857142857
qwen,L1_4,"[1, 2, 3, 4]",100,0.7549814098950568,0.2450185901049432,0.07414700108014229,-0.17087158902480093,0.571969696969697,0.57214904827493,0.6921560757225053,0.429972072081122,1.3889348041454768,108,4.464285714285714
qwen,L2_4,"[2, 3, 4]",500,0.7227876178683783,0.27721238213162164,0.08297291328336995,-0.1942394688482517,0.5681818181818182,0.5677641277641278,0.6967924021228239,0.42487176450586916,1.3730390328437505,109,3.5714285714285716
qwen,L0_1,"[0, 1]",500,0.6687563201355495,0.3312436798644504,0.03800297592576208,-0.29324070393868834,0.5833333333333334,0.6003990047926667,0.6917795812718581,0.4429850125577697,1.3681210289193948,110,2.6785714285714284
qwen,L1_4,"[1, 2, 3, 4]",500,0.7059748257955129,0.29402517420448715,0.07362075638824998,-0.22040441781623715,0.5606060606060606,0.5604156192391486,0.7056685999890093,0.44387174189419687,1.365854788280283,111,1.7857142857142858
qwen,L1_2,"[1, 2]",100,0.6647775102276325,0.3352224897723674,0.06642905657396224,-0.26879343319840515,0.5681818181818182,0.5699194907246626,0.6843248546637408,0.418721548786842,1.335784231424539,112,0.8928571428571429
