prompt_id,graph_id,condition,mechanism,model,cutoff_layer,n_observed_layers,feature_set,observed_final_margin,predicted_final_margin,predicted_boundary_probability
g030_closure_update,30,closure_update,closure,qwen,20,1,ordered_R_dR_history,-6.5625,-2.3425062993773014,0.5026340631292658
g030_closure_override,30,closure_override,closure,qwen,20,1,ordered_R_dR_history,-6.546875,-2.5682128124833805,0.46614581731923105
g030_exception_override,30,exception_override,closure,qwen,20,1,ordered_R_dR_history,-4.484375,-2.013517910095732,0.5556630999818599
g031_clean,31,clean,stable,qwen,20,1,ordered_R_dR_history,-0.84375,-0.516251825157108,0.7167452946187706
g031_redundant,31,redundant,stable,qwen,20,1,ordered_R_dR_history,0.03125,-0.8026379472405298,0.6776338706692099
g031_irrelevant,31,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-0.6875,-0.7194628389138187,0.6892854478571856
g031_paraphrase,31,paraphrase,stable,qwen,20,1,ordered_R_dR_history,2.140625,-0.14851624077007175,0.7625132918540086
g031_weak_distractor,31,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-0.96875,-0.9889047375791626,0.6507411332508195
g031_competition_balanced,31,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-3.09375,-1.2109603577298427,0.617394116525517
g031_direct_conflict,31,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-5.5,-1.4277782374973098,0.5837283214260552
g031_closure_update,31,closure_update,closure,qwen,20,1,ordered_R_dR_history,-5.59375,-1.7156002997496829,0.5378556278424009
g031_closure_override,31,closure_override,closure,qwen,20,1,ordered_R_dR_history,-4.921875,-1.0440098239971505,0.6425879049061343
g031_exception_override,31,exception_override,closure,qwen,20,1,ordered_R_dR_history,-2.453125,-0.7353674801013326,0.687075334510855
g033_clean,33,clean,stable,qwen,20,1,ordered_R_dR_history,-0.59375,-2.314290461738158,0.5061194000682333
g033_redundant,33,redundant,stable,qwen,20,1,ordered_R_dR_history,0.640625,-2.3282832131783078,0.5038543106052336
g033_irrelevant,33,irrelevant,stable,qwen,20,1,ordered_R_dR_history,0.484375,-1.9954238602967156,0.5574864287856448
g033_paraphrase,33,paraphrase,stable,qwen,20,1,ordered_R_dR_history,2.1875,-1.4555753839668504,0.6411954036067627
g033_weak_distractor,33,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-0.109375,-2.783233591480814,0.43065130804249135
g033_competition_balanced,33,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-1.296875,-3.632391137677029,0.3038390733072372
g033_direct_conflict,33,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-3.296875,-3.3069246176327933,0.35016351491159636
g033_closure_update,33,closure_update,closure,qwen,20,1,ordered_R_dR_history,-6.34375,-3.9341756546370372,0.26415002912498864
g033_closure_override,33,closure_override,closure,qwen,20,1,ordered_R_dR_history,-3.1875,-3.6475889044910614,0.3017613974234098
g033_exception_override,33,exception_override,closure,qwen,20,1,ordered_R_dR_history,-2.703125,-3.0589188587415044,0.3875269298623885
g039_clean,39,clean,stable,qwen,20,1,ordered_R_dR_history,-0.390625,-2.4545817093297173,0.48849022355330524
g039_redundant,39,redundant,stable,qwen,20,1,ordered_R_dR_history,1.140625,-2.479103594864549,0.48452323299363326
g039_irrelevant,39,irrelevant,stable,qwen,20,1,ordered_R_dR_history,0.921875,-2.175472753971849,0.5336229672576038
g039_paraphrase,39,paraphrase,stable,qwen,20,1,ordered_R_dR_history,2.703125,-1.5595520207147013,0.6303098910877565
g039_weak_distractor,39,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-0.75,-3.455682996223829,0.33307061535771304
g039_competition_balanced,39,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-1.078125,-3.839809742305061,0.2802789563032339
g039_direct_conflict,39,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-4.03125,-3.663406628377092,0.3038893253886819
g039_closure_update,39,closure_update,closure,qwen,20,1,ordered_R_dR_history,-6.1875,-4.057293042177212,0.2527660789019402
g039_closure_override,39,closure_override,closure,qwen,20,1,ordered_R_dR_history,-4.671875,-4.01283931443388,0.2582418017257705
g039_exception_override,39,exception_override,closure,qwen,20,1,ordered_R_dR_history,-3.671875,-3.3287313069954108,0.3515758307913187
g040_clean,40,clean,stable,qwen,20,1,ordered_R_dR_history,2.078125,-1.3709514334913127,0.622155297693836
g040_redundant,40,redundant,stable,qwen,20,1,ordered_R_dR_history,2.46875,-1.4524304623262037,0.6096742501407546
g040_irrelevant,40,irrelevant,stable,qwen,20,1,ordered_R_dR_history,0.296875,-1.9663758537492084,0.52825185547189
g040_paraphrase,40,paraphrase,stable,qwen,20,1,ordered_R_dR_history,2.96875,-4.672787346436497,0.1625384253200427
g040_weak_distractor,40,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,0.0625,-1.7763271227130297,0.5587764041076714
g040_competition_balanced,40,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-3.046875,-1.8417736703022922,0.5483030022475965
g040_direct_conflict,40,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-4.09375,-2.03894986565545,0.5165267821633935
g040_closure_update,40,closure_update,closure,qwen,20,1,ordered_R_dR_history,-6.0,-2.517085641104369,0.4394252888979118
g040_closure_override,40,closure_override,closure,qwen,20,1,ordered_R_dR_history,-8.515625,-2.3847170959874644,0.4606373697833706
g040_exception_override,40,exception_override,closure,qwen,20,1,ordered_R_dR_history,-5.75,-2.3518721670251175,0.46592598332294827
g042_clean,42,clean,stable,qwen,20,1,ordered_R_dR_history,-1.984375,-2.1216323679261477,0.5302954230933505
g042_redundant,42,redundant,stable,qwen,20,1,ordered_R_dR_history,-0.953125,-2.477246325661774,0.4727883255632537
g042_irrelevant,42,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-1.0625,-1.9846799639496218,0.5523119825007089
g042_paraphrase,42,paraphrase,stable,qwen,20,1,ordered_R_dR_history,1.53125,-0.04746041319255223,0.8122200168372661
g042_weak_distractor,42,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-0.421875,-1.9514086589244413,0.5576331885068585
g042_competition_balanced,42,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-2.515625,-2.4092461989085425,0.48377580716577134
g042_direct_conflict,42,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-3.484375,-2.0267313518098775,0.5455695169612165
g042_closure_update,42,closure_update,closure,qwen,20,1,ordered_R_dR_history,-5.703125,-2.1211168445352673,0.5303785737775281
g042_closure_override,42,closure_override,closure,qwen,20,1,ordered_R_dR_history,-6.453125,-2.0383917735209662,0.543696830480899
g042_exception_override,42,exception_override,closure,qwen,20,1,ordered_R_dR_history,-5.046875,-1.9386972921174097,0.5596627467075217
g045_clean,45,clean,stable,qwen,20,1,ordered_R_dR_history,-0.21875,-2.079246461967971,0.535599215571092
g045_redundant,45,redundant,stable,qwen,20,1,ordered_R_dR_history,0.625,-1.8279955458139447,0.5757475429887557
g045_irrelevant,45,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-0.515625,-1.7173652169717695,0.5931448405806362
g045_paraphrase,45,paraphrase,stable,qwen,20,1,ordered_R_dR_history,2.0625,-0.8885049296383281,0.713761974025264
g045_weak_distractor,45,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,0.28125,-2.1082995134545484,0.5309165929663492
g045_competition_balanced,45,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-0.875,-3.022888899516745,0.38498657736734565
g045_direct_conflict,45,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-4.25,-3.0492212780833627,0.3809571334982839
g045_closure_update,45,closure_update,closure,qwen,20,1,ordered_R_dR_history,-5.21875,-3.2721299013375673,0.34754762671449896
g045_closure_override,45,closure_override,closure,qwen,20,1,ordered_R_dR_history,-3.578125,-3.288518591097816,0.34514499376896524
g045_exception_override,45,exception_override,closure,qwen,20,1,ordered_R_dR_history,-3.953125,-2.965336468725394,0.39384783236727644
g053_clean,53,clean,stable,qwen,20,1,ordered_R_dR_history,-2.390625,-3.026069049024812,0.41742801211318475
g053_redundant,53,redundant,stable,qwen,20,1,ordered_R_dR_history,-1.796875,-2.954340241675425,0.4287651029349741
g053_irrelevant,53,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-3.5625,-3.045228286806123,0.4144139981071912
g053_paraphrase,53,paraphrase,stable,qwen,20,1,ordered_R_dR_history,3.640625,-1.3272050199216636,0.6828264168651604
g053_weak_distractor,53,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-5.5,-3.705193370926969,0.3158044257339698
g053_competition_balanced,53,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-7.203125,-3.5139183284707523,0.34315702361170103
g053_direct_conflict,53,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-9.046875,-3.4486767638080718,0.35274192096099544
g053_closure_update,53,closure_update,closure,qwen,20,1,ordered_R_dR_history,-8.734375,-3.7887292879481085,0.3042340609132314
g053_closure_override,53,closure_override,closure,qwen,20,1,ordered_R_dR_history,-6.609375,-2.841356927875319,0.446770777618922
g053_exception_override,53,exception_override,closure,qwen,20,1,ordered_R_dR_history,-5.171875,-2.165305023126246,0.555782730661874
g064_clean,64,clean,stable,qwen,20,1,ordered_R_dR_history,2.546875,-1.3344461610059368,0.626459593876465
g064_redundant,64,redundant,stable,qwen,20,1,ordered_R_dR_history,3.21875,-1.7285745002572885,0.5650867571322512
g064_irrelevant,64,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-0.03125,-1.6232584303614166,0.5817671994207154
g064_paraphrase,64,paraphrase,stable,qwen,20,1,ordered_R_dR_history,3.546875,-4.359571420800707,0.19124819944520363
g064_weak_distractor,64,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,0.15625,-1.4667365770615823,0.606205751251206
g064_competition_balanced,64,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-1.890625,-1.879049842099707,0.5410050725856579
g064_direct_conflict,64,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-1.5,-2.316863970429607,0.47025379913035836
g064_closure_update,64,closure_update,closure,qwen,20,1,ordered_R_dR_history,-1.609375,-2.2803502056707696,0.47614804749474304
g064_closure_override,64,closure_override,closure,qwen,20,1,ordered_R_dR_history,-6.859375,-2.4140247993597903,0.4546143098813607
g064_exception_override,64,exception_override,closure,qwen,20,1,ordered_R_dR_history,-4.515625,-2.249286193715784,0.4811678686864597
g067_clean,67,clean,stable,qwen,20,1,ordered_R_dR_history,-2.265625,-0.6288640169340183,0.7051123161071408
g067_redundant,67,redundant,stable,qwen,20,1,ordered_R_dR_history,-0.171875,-0.8582727753142558,0.6733122781572224
g067_irrelevant,67,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-1.765625,-0.9315906979467905,0.662784132184818
g067_paraphrase,67,paraphrase,stable,qwen,20,1,ordered_R_dR_history,2.203125,-0.5073257069984458,0.7212090908089567
g067_weak_distractor,67,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-2.453125,-1.1160291284021167,0.6355935466892361
g067_competition_balanced,67,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-3.828125,-1.389915849435805,0.5936147148013139
g067_direct_conflict,67,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-6.40625,-1.6224382673168083,0.5568418126029061
g067_closure_update,67,closure_update,closure,qwen,20,1,ordered_R_dR_history,-5.578125,-1.9434876464556379,0.5051129982406881
g067_closure_override,67,closure_override,closure,qwen,20,1,ordered_R_dR_history,-5.84375,-1.4888214788868277,0.5780760965783155
g067_exception_override,67,exception_override,closure,qwen,20,1,ordered_R_dR_history,-2.046875,-0.9859047699441543,0.6548786688406304
g068_clean,68,clean,stable,qwen,20,1,ordered_R_dR_history,-0.1875,-2.454181322673075,0.4885405167775304
g068_redundant,68,redundant,stable,qwen,20,1,ordered_R_dR_history,-0.3125,-2.721728454219958,0.4454427636888435
g068_irrelevant,68,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-0.484375,-2.2568435791369548,0.5204745159961303
g068_paraphrase,68,paraphrase,stable,qwen,20,1,ordered_R_dR_history,2.25,-4.012799243528896,0.2582356610299199
g068_weak_distractor,68,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-1.015625,-3.2401708792713353,0.36474485680543867
g068_competition_balanced,68,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-1.875,-3.8794937850547027,0.2751128742359832
g068_direct_conflict,68,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-3.265625,-3.9837626752519655,0.26185375390660426
g068_closure_update,68,closure_update,closure,qwen,20,1,ordered_R_dR_history,-4.25,-4.6633207080945756,0.18596926492927754
g068_closure_override,68,closure_override,closure,qwen,20,1,ordered_R_dR_history,-4.875,-4.410937630595617,0.21198841303920055
g068_exception_override,68,exception_override,closure,qwen,20,1,ordered_R_dR_history,-3.296875,-3.6472745689334847,0.3060914088072377
g069_clean,69,clean,stable,qwen,20,1,ordered_R_dR_history,-1.171875,-2.205265895406803,0.5198113117323893
g069_redundant,69,redundant,stable,qwen,20,1,ordered_R_dR_history,0.71875,-2.141214827863961,0.5301544242705727
g069_irrelevant,69,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-0.484375,-1.7745793060207353,0.5886012810728868
g069_paraphrase,69,paraphrase,stable,qwen,20,1,ordered_R_dR_history,2.46875,-1.0718696477037601,0.6927993531784641
g069_weak_distractor,69,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-0.78125,-2.62958501619267,0.45128273370935484
g069_competition_balanced,69,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-0.796875,-3.281789183631255,0.3502736372660268
g069_direct_conflict,69,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-4.03125,-3.2065034440168203,0.3614482369796786
g069_closure_update,69,closure_update,closure,qwen,20,1,ordered_R_dR_history,-6.140625,-3.3835302645213026,0.33543131537612886
g069_closure_override,69,closure_override,closure,qwen,20,1,ordered_R_dR_history,-3.671875,-3.3159491965173213,0.3452561239191272
g069_exception_override,69,exception_override,closure,qwen,20,1,ordered_R_dR_history,-2.578125,-2.835942233548531,0.4184547930740352
g073_clean,73,clean,stable,qwen,20,1,ordered_R_dR_history,-0.59375,-0.6070108623717416,0.7073914312634281
g073_redundant,73,redundant,stable,qwen,20,1,ordered_R_dR_history,0.875,-0.6810158751931481,0.6973741871733081
g073_irrelevant,73,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-0.890625,-0.7424838326969572,0.6889082601312938
g073_paraphrase,73,paraphrase,stable,qwen,20,1,ordered_R_dR_history,2.390625,-0.3432828159155705,0.7414522879408151
g073_weak_distractor,73,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-1.890625,-1.2288519914022302,0.617762796298743
g073_competition_balanced,73,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-4.234375,-1.5366433596597502,0.5697293428173332
g073_direct_conflict,73,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-4.65625,-1.4548212536520249,0.5826672588807683
g073_closure_update,73,closure_update,closure,qwen,20,1,ordered_R_dR_history,-5.5,-1.6767295141032443,0.5473654171982497
g073_closure_override,73,closure_override,closure,qwen,20,1,ordered_R_dR_history,-5.078125,-1.3813526982103628,0.5941886414793157
g073_exception_override,73,exception_override,closure,qwen,20,1,ordered_R_dR_history,-2.96875,-1.0619761727639134,0.6429352421954658
g077_clean,77,clean,stable,qwen,20,1,ordered_R_dR_history,-4.65625,-3.110218206728889,0.4071780765852296
g077_redundant,77,redundant,stable,qwen,20,1,ordered_R_dR_history,0.0,-3.031631200281196,0.4195178670004483
g077_irrelevant,77,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-3.234375,-2.8856754623335528,0.4426938053270457
g077_paraphrase,77,paraphrase,stable,qwen,20,1,ordered_R_dR_history,3.65625,-1.7734721396495403,0.6201045964494362
g077_weak_distractor,77,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-5.171875,-3.1186709386099847,0.40585748052325976
g077_competition_balanced,77,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-5.46875,-3.3202275890256656,0.37480937109606116
g077_direct_conflict,77,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-7.734375,-3.1540499446046844,0.40034507071221703
g077_closure_update,77,closure_update,closure,qwen,20,1,ordered_R_dR_history,-10.1875,-3.8381910668112886,0.3000507359624371
g077_closure_override,77,closure_override,closure,qwen,20,1,ordered_R_dR_history,-7.203125,-2.856944453913135,0.4472888027227683
g077_exception_override,77,exception_override,closure,qwen,20,1,ordered_R_dR_history,-6.921875,-2.43570007153541,0.5152836802865488
g079_clean,79,clean,stable,qwen,20,1,ordered_R_dR_history,-1.1875,-0.6147456716223165,0.7065859316772413
g079_redundant,79,redundant,stable,qwen,20,1,ordered_R_dR_history,0.40625,-0.6720434967911022,0.6988348580738115
g079_irrelevant,79,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-1.25,-1.0135263227677869,0.6503599823154478
g079_paraphrase,79,paraphrase,stable,qwen,20,1,ordered_R_dR_history,2.734375,-0.32939494867266106,0.7433863720330937
g079_weak_distractor,79,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-1.046875,-1.0051713410397114,0.6515892666599425
g079_competition_balanced,79,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-2.71875,-1.3150283028586898,0.6047695625072811
g079_direct_conflict,79,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-4.5,-1.6572025779015835,0.5507736330855251
g079_closure_update,79,closure_update,closure,qwen,20,1,ordered_R_dR_history,-2.953125,-1.6987915873004455,0.5441014007368292
g079_closure_override,79,closure_override,closure,qwen,20,1,ordered_R_dR_history,-5.0625,-1.275580807316826,0.6108587810623087
g079_exception_override,79,exception_override,closure,qwen,20,1,ordered_R_dR_history,-2.859375,-1.0163500915524235,0.6499440619532492
g080_clean,80,clean,stable,qwen,20,1,ordered_R_dR_history,-1.328125,-2.4399292524549505,0.4903308861508913
g080_redundant,80,redundant,stable,qwen,20,1,ordered_R_dR_history,-0.625,-2.653707360968192,0.4558360412533249
g080_irrelevant,80,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-1.90625,-2.6934530387542766,0.4494593247418006
g080_paraphrase,80,paraphrase,stable,qwen,20,1,ordered_R_dR_history,2.171875,-3.424803117405224,0.33705289934657695
g080_weak_distractor,80,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-0.953125,-3.345695227005054,0.34859348002946317
g080_competition_balanced,80,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-1.78125,-3.841132888062207,0.27967834675648773
g080_direct_conflict,80,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-3.328125,-3.6679740699225465,0.3028157176347417
g080_closure_update,80,closure_update,closure,qwen,20,1,ordered_R_dR_history,-3.109375,-4.606389673988151,0.19129546894849622
g080_closure_override,80,closure_override,closure,qwen,20,1,ordered_R_dR_history,-4.03125,-4.4914199648276565,0.2030784986997385
g080_exception_override,80,exception_override,closure,qwen,20,1,ordered_R_dR_history,-3.40625,-3.858811215395011,0.27737789157715903
g085_clean,85,clean,stable,qwen,20,1,ordered_R_dR_history,-0.25,-0.8536679563663019,0.6810824930818893
g085_redundant,85,redundant,stable,qwen,20,1,ordered_R_dR_history,-0.5,-1.2594567506074554,0.6215128861578129
g085_irrelevant,85,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-0.78125,-1.2040500037509854,0.6299154995071867
g085_paraphrase,85,paraphrase,stable,qwen,20,1,ordered_R_dR_history,2.328125,-0.9879086440549294,0.661910752006576
g085_weak_distractor,85,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-0.484375,-1.3558088367926617,0.6067282081316004
g085_competition_balanced,85,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-3.609375,-1.8008652488156627,0.5362799093542678
g085_direct_conflict,85,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-5.34375,-1.8672000299078957,0.525582331997371
g085_closure_update,85,closure_update,closure,qwen,20,1,ordered_R_dR_history,-4.8125,-1.9891146680965313,0.5058673783551342
g085_closure_override,85,closure_override,closure,qwen,20,1,ordered_R_dR_history,-5.15625,-1.8939424273270373,0.521262471155914
g085_exception_override,85,exception_override,closure,qwen,20,1,ordered_R_dR_history,-2.59375,-1.4764334731714666,0.5879427222611859
g088_clean,88,clean,stable,qwen,20,1,ordered_R_dR_history,1.9375,-1.169806193308657,0.6456161644399598
g088_redundant,88,redundant,stable,qwen,20,1,ordered_R_dR_history,2.109375,-1.2695194219500816,0.6307075313169214
g088_irrelevant,88,irrelevant,stable,qwen,20,1,ordered_R_dR_history,-1.78125,-1.756753402149155,0.554713923250203
g088_paraphrase,88,paraphrase,stable,qwen,20,1,ordered_R_dR_history,3.421875,-4.097049639852948,0.21487806794623998
g088_weak_distractor,88,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-1.328125,-1.2539902576596034,0.6330466845163468
g088_competition_balanced,88,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-3.375,-1.618470563298914,0.576710313039503
g088_direct_conflict,88,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-3.984375,-2.009472593306514,0.5140169278582222
g088_closure_update,88,closure_update,closure,qwen,20,1,ordered_R_dR_history,-3.1875,-1.993763544084119,0.5165577183768242
g088_closure_override,88,closure_override,closure,qwen,20,1,ordered_R_dR_history,-6.703125,-1.9661935089497458,0.5210147660323277
g088_exception_override,88,exception_override,closure,qwen,20,1,ordered_R_dR_history,-4.21875,-1.8837561121689452,0.5343190856164827
g094_clean,94,clean,stable,qwen,20,1,ordered_R_dR_history,3.703125,-1.2367764162024935,0.6378761420636209
g094_redundant,94,redundant,stable,qwen,20,1,ordered_R_dR_history,3.765625,-1.2518311380209721,0.6356212117799439
g094_irrelevant,94,irrelevant,stable,qwen,20,1,ordered_R_dR_history,0.984375,-1.5052232310320663,0.5968410491982451
g094_paraphrase,94,paraphrase,stable,qwen,20,1,ordered_R_dR_history,4.421875,-4.0966230052963395,0.21656610064802317
g094_weak_distractor,94,weak_distractor,competition,qwen,20,1,ordered_R_dR_history,-0.015625,-1.2599096055034678,0.6344087337375148
g094_competition_balanced,94,competition_balanced,competition,qwen,20,1,ordered_R_dR_history,-3.046875,-1.6397839178264753,0.5757089461270121
g094_direct_conflict,94,direct_conflict,competition,qwen,20,1,ordered_R_dR_history,-3.71875,-1.9953482174109811,0.5187237547427964
g094_closure_update,94,closure_update,closure,qwen,20,1,ordered_R_dR_history,-1.71875,-2.026182277392637,0.5137372580257147
g094_closure_override,94,closure_override,closure,qwen,20,1,ordered_R_dR_history,-6.671875,-1.9793505061306627,0.5213095037521986
g094_exception_override,94,exception_override,closure,qwen,20,1,ordered_R_dR_history,-5.390625,-2.131608560014016,0.4966730604664561
g000_clean,0,clean,stable,qwen,21,2,current_R,-1.234375,-1.6719766050753253,0.5643694059388038
g000_redundant,0,redundant,stable,qwen,21,2,current_R,-0.140625,-0.8047406296554811,0.6505774013817713
g000_irrelevant,0,irrelevant,stable,qwen,21,2,current_R,-1.1875,-1.4290709116928182,0.5891599041664662
g000_paraphrase,0,paraphrase,stable,qwen,21,2,current_R,1.78125,0.2703466674533348,0.7448178375142933
g000_weak_distractor,0,weak_distractor,competition,qwen,21,2,current_R,-0.40625,-1.0819405337213615,0.623788003029688
g000_competition_balanced,0,competition_balanced,competition,qwen,21,2,current_R,-4.078125,-1.5343609664611786,0.5784620134615125
g000_direct_conflict,0,direct_conflict,competition,qwen,21,2,current_R,-3.359375,-1.0269594006435157,0.6291681840995312
g000_closure_update,0,closure_update,closure,qwen,21,2,current_R,-6.03125,-1.701402424853928,0.5613416839200309
g000_closure_override,0,closure_override,closure,qwen,21,2,current_R,-6.4375,-1.5738138214153596,0.5744338263440526
g000_exception_override,0,exception_override,closure,qwen,21,2,current_R,-5.640625,-1.2821162971706106,0.6039491886562253
g004_clean,4,clean,stable,qwen,21,2,current_R,3.28125,-2.6761275489608187,0.4598354734501511
g004_redundant,4,redundant,stable,qwen,21,2,current_R,3.21875,-3.3306695597715854,0.392998918755153
g004_irrelevant,4,irrelevant,stable,qwen,21,2,current_R,0.1875,-2.4998414746999025,0.47819257425102696
g004_paraphrase,4,paraphrase,stable,qwen,21,2,current_R,4.203125,-5.224033505674008,0.22679505756246676
g004_weak_distractor,4,weak_distractor,competition,qwen,21,2,current_R,1.078125,-3.0194065306459095,0.42444346705266156
g004_competition_balanced,4,competition_balanced,competition,qwen,21,2,current_R,-1.28125,-3.4935004518014523,0.37687891284841407
g004_direct_conflict,4,direct_conflict,competition,qwen,21,2,current_R,-1.40625,-3.379487858712722,0.38813968599396675
g004_closure_update,4,closure_update,closure,qwen,21,2,current_R,-2.078125,-3.8531310008810875,0.3422668761827583
g004_closure_override,4,closure_override,closure,qwen,21,2,current_R,-6.96875,-3.10841568880589,0.41537696442772404
g004_exception_override,4,exception_override,closure,qwen,21,2,current_R,-5.65625,-3.723111525501959,0.3546099328851343
g009_clean,9,clean,stable,qwen,21,2,current_R,-0.21875,-0.42218946281179903,0.6860151138335941
g009_redundant,9,redundant,stable,qwen,21,2,current_R,2.046875,-0.21034632646186147,0.7047756858366941
g009_irrelevant,9,irrelevant,stable,qwen,21,2,current_R,1.5625,0.0841893845615389,0.7297420238505447
g009_paraphrase,9,paraphrase,stable,qwen,21,2,current_R,1.9375,-0.48079303913918814,0.6807124268712303
g009_weak_distractor,9,weak_distractor,competition,qwen,21,2,current_R,0.390625,-1.0888374669963397,0.6231109114622768
g009_competition_balanced,9,competition_balanced,competition,qwen,21,2,current_R,-0.171875,-1.8361136834122451,0.5474257415501086
g009_direct_conflict,9,direct_conflict,competition,qwen,21,2,current_R,-3.0,-1.5360216145363297,0.5782926655847554
g009_closure_update,9,closure_update,closure,qwen,21,2,current_R,-4.125,-2.608379108279894,0.4668801355244108
g009_closure_override,9,closure_override,closure,qwen,21,2,current_R,-2.953125,-2.151796807857406,0.5145612502351173
g009_exception_override,9,exception_override,closure,qwen,21,2,current_R,-3.21875,-1.4812805128680564,0.5838650710400917
g010_clean,10,clean,stable,qwen,21,2,current_R,2.4375,-3.035249212988205,0.42282581703576066
g010_redundant,10,redundant,stable,qwen,21,2,current_R,3.046875,-3.2633950227961566,0.39972991061209956
g010_irrelevant,10,irrelevant,stable,qwen,21,2,current_R,0.328125,-2.740255226612067,0.45318201482711984
g010_paraphrase,10,paraphrase,stable,qwen,21,2,current_R,2.203125,-5.677022628214967,0.19530043091291419
g010_weak_distractor,10,weak_distractor,competition,qwen,21,2,current_R,0.453125,-3.0291737964444665,0.4234459664262779
g010_competition_balanced,10,competition_balanced,competition,qwen,21,2,current_R,-1.921875,-3.512753481947002,0.37499001845122354
g010_direct_conflict,10,direct_conflict,competition,qwen,21,2,current_R,-2.5625,-3.297700316006669,0.3962926716977743
g010_closure_update,10,closure_update,closure,qwen,21,2,current_R,-3.671875,-4.042124430284552,0.32470283415190526
g010_closure_override,10,closure_override,closure,qwen,21,2,current_R,-7.28125,-3.4592137651795714,0.3802519928449874
g010_exception_override,10,exception_override,closure,qwen,21,2,current_R,-6.453125,-3.6789602772728482,0.358846734322737
g011_clean,11,clean,stable,qwen,21,2,current_R,0.46875,-2.749123611709684,0.45226315123743216
g011_redundant,11,redundant,stable,qwen,21,2,current_R,2.625,-2.1705276589034077,0.5126044644451647
g011_irrelevant,11,irrelevant,stable,qwen,21,2,current_R,-0.703125,-2.9782108814826396,0.42865733615293367
g011_paraphrase,11,paraphrase,stable,qwen,21,2,current_R,3.671875,-0.5610407092666074,0.6733749657028344
g011_weak_distractor,11,weak_distractor,competition,qwen,21,2,current_R,-2.65625,-2.924596330307286,0.434156967055032
g011_competition_balanced,11,competition_balanced,competition,qwen,21,2,current_R,-4.65625,-3.0465911217614683,0.42166874144681254
