prompt_id,graph_id,condition,mechanism,model,cutoff_layer,n_observed_layers,feature_set,observed_final_margin,predicted_final_margin,predicted_boundary_probability
g000_clean,0,clean,stable,qwen,20,1,current_R,-1.234375,-2.5033671760421043,0.5141101405673697
g000_redundant,0,redundant,stable,qwen,20,1,current_R,-0.140625,-2.5107669844263802,0.5057624923793748
g000_irrelevant,0,irrelevant,stable,qwen,20,1,current_R,-1.1875,-2.4922384440480827,0.5266480748500111
g000_paraphrase,0,paraphrase,stable,qwen,20,1,current_R,1.78125,-2.427428686107895,0.5985100092415349
g000_weak_distractor,0,weak_distractor,competition,qwen,20,1,current_R,-0.40625,-2.484702012845719,0.5351207448934036
g000_competition_balanced,0,competition_balanced,competition,qwen,20,1,current_R,-4.078125,-2.5064508723585432,0.5106321434724529
g000_direct_conflict,0,direct_conflict,competition,qwen,20,1,current_R,-3.359375,-2.4911907518641283,0.527826950833118
g000_closure_update,0,closure_update,closure,qwen,20,1,current_R,-6.03125,-2.4978421589339677,0.5203379831215493
g000_closure_override,0,closure_override,closure,qwen,20,1,current_R,-6.4375,-2.495578692637184,0.5228876660744225
g000_exception_override,0,exception_override,closure,qwen,20,1,current_R,-5.640625,-2.4942946209086294,0.5243335878697554
g004_clean,4,clean,stable,qwen,20,1,current_R,3.28125,-2.5337204016703985,0.4798692871224415
g004_redundant,4,redundant,stable,qwen,20,1,current_R,3.21875,-2.5399891855380123,0.47281053782149596
g004_irrelevant,4,irrelevant,stable,qwen,20,1,current_R,0.1875,-2.5458059865021636,0.46627037606697397
g004_paraphrase,4,paraphrase,stable,qwen,20,1,current_R,4.203125,-2.645115001557781,0.3581439331272044
g004_weak_distractor,4,weak_distractor,competition,qwen,20,1,current_R,1.078125,-2.5420428113243334,0.4705003466443543
g004_competition_balanced,4,competition_balanced,competition,qwen,20,1,current_R,-1.28125,-2.557052838957061,0.45365967491792225
g004_direct_conflict,4,direct_conflict,competition,qwen,20,1,current_R,-1.40625,-2.5690799032219678,0.44024004058882454
g004_closure_update,4,closure_update,closure,qwen,20,1,current_R,-2.078125,-2.570524617108322,0.43863351459608263
g004_closure_override,4,closure_override,closure,qwen,20,1,current_R,-6.96875,-2.570773803404162,0.4383565477845213
g004_exception_override,4,exception_override,closure,qwen,20,1,current_R,-5.65625,-2.5757126237937955,0.43287526365575746
g009_clean,9,clean,stable,qwen,20,1,current_R,-0.21875,-2.4901857844837108,0.528957460975883
g009_redundant,9,redundant,stable,qwen,20,1,current_R,2.046875,-2.4804283600600403,0.539916631164254
g009_irrelevant,9,irrelevant,stable,qwen,20,1,current_R,1.5625,-2.4737377454828398,0.5474096757314099
g009_paraphrase,9,paraphrase,stable,qwen,20,1,current_R,1.9375,-2.463924516741524,0.5583601503658947
g009_weak_distractor,9,weak_distractor,competition,qwen,20,1,current_R,0.390625,-2.5041532710472154,0.5132236468914393
g009_competition_balanced,9,competition_balanced,competition,qwen,20,1,current_R,-0.171875,-2.5324342219779696,0.4813186327164576
g009_direct_conflict,9,direct_conflict,competition,qwen,20,1,current_R,-3.0,-2.532065409335725,0.4817342923374956
g009_closure_update,9,closure_update,closure,qwen,20,1,current_R,-4.125,-2.5370706907607476,0.47609562888135304
g009_closure_override,9,closure_override,closure,qwen,20,1,current_R,-2.953125,-2.5362169091839135,0.4770570591273806
g009_exception_override,9,exception_override,closure,qwen,20,1,current_R,-3.21875,-2.524533441996007,0.4902276950187295
g010_clean,10,clean,stable,qwen,20,1,current_R,2.4375,-2.5445469647155834,0.4676850611722035
g010_redundant,10,redundant,stable,qwen,20,1,current_R,3.046875,-2.5505320877157986,0.4609649705308615
g010_irrelevant,10,irrelevant,stable,qwen,20,1,current_R,0.328125,-2.554376914510498,0.4566553208702825
g010_paraphrase,10,paraphrase,stable,qwen,20,1,current_R,2.203125,-2.6495753469070955,0.3535286780114905
g010_weak_distractor,10,weak_distractor,competition,qwen,20,1,current_R,0.453125,-2.549609039887459,0.46200050472318355
g010_competition_balanced,10,competition_balanced,competition,qwen,20,1,current_R,-1.921875,-2.5535713019599457,0.4575578130739874
g010_direct_conflict,10,direct_conflict,competition,qwen,20,1,current_R,-2.5625,-2.572430689906276,0.43651592815178725
g010_closure_update,10,closure_update,closure,qwen,20,1,current_R,-3.671875,-2.570531368937646,0.4386260095347709
g010_closure_override,10,closure_override,closure,qwen,20,1,current_R,-7.28125,-2.576336355924645,0.43218416122015535
g010_exception_override,10,exception_override,closure,qwen,20,1,current_R,-6.453125,-2.5706967594452816,0.4384421768894645
g011_clean,11,clean,stable,qwen,20,1,current_R,0.46875,-2.461438512495087,0.5611256967299593
g011_redundant,11,redundant,stable,qwen,20,1,current_R,2.625,-2.457727985723668,0.5652463551155364
g011_irrelevant,11,irrelevant,stable,qwen,20,1,current_R,-0.703125,-2.462837917054882,0.5595693900084671
g011_paraphrase,11,paraphrase,stable,qwen,20,1,current_R,3.671875,-2.400073639256874,0.6277901346655016
g011_weak_distractor,11,weak_distractor,competition,qwen,20,1,current_R,-2.65625,-2.47558274663971,0.5453453952962495
g011_competition_balanced,11,competition_balanced,competition,qwen,20,1,current_R,-4.65625,-2.45901919204613,0.5638134219892798
g011_direct_conflict,11,direct_conflict,competition,qwen,20,1,current_R,-5.65625,-2.4740901268346205,0.5470155374457654
g011_closure_update,11,closure_update,closure,qwen,20,1,current_R,-6.1875,-2.47298440616044,0.5482520852140783
g011_closure_override,11,closure_override,closure,qwen,20,1,current_R,-6.34375,-2.4535159683809598,0.5699130020237483
g011_exception_override,11,exception_override,closure,qwen,20,1,current_R,-6.015625,-2.4432582671980136,0.5812244755849337
g012_clean,12,clean,stable,qwen,20,1,current_R,-2.578125,-2.4957803199162454,0.5226605893310348
g012_redundant,12,redundant,stable,qwen,20,1,current_R,-0.78125,-2.5099945482547485,0.5066341000921245
g012_irrelevant,12,irrelevant,stable,qwen,20,1,current_R,-1.5,-2.4916676455005002,0.5272903820006688
g012_paraphrase,12,paraphrase,stable,qwen,20,1,current_R,1.984375,-2.4324021601408417,0.5931032801104252
g012_weak_distractor,12,weak_distractor,competition,qwen,20,1,current_R,-1.90625,-2.4872607320180777,0.5322461856006986
g012_competition_balanced,12,competition_balanced,competition,qwen,20,1,current_R,-4.78125,-2.504560715325781,0.5127641314558851
g012_direct_conflict,12,direct_conflict,competition,qwen,20,1,current_R,-4.140625,-2.4905275484287044,0.528573035866856
g012_closure_update,12,closure_update,closure,qwen,20,1,current_R,-6.34375,-2.490125235264559,0.5290255647675757
g012_closure_override,12,closure_override,closure,qwen,20,1,current_R,-6.6875,-2.5005062107817757,0.5173357124690938
g012_exception_override,12,exception_override,closure,qwen,20,1,current_R,-5.28125,-2.4869633101431945,0.5325804339288716
g015_clean,15,clean,stable,qwen,20,1,current_R,-1.625,-2.4999213533944826,0.5179949361278029
g015_redundant,15,redundant,stable,qwen,20,1,current_R,0.390625,-2.4925172759781824,0.5263342791611164
g015_irrelevant,15,irrelevant,stable,qwen,20,1,current_R,-1.5625,-2.486788552248246,0.532776816537097
g015_paraphrase,15,paraphrase,stable,qwen,20,1,current_R,2.34375,-2.459760065657087,0.5629907448364937
g015_weak_distractor,15,weak_distractor,competition,qwen,20,1,current_R,-0.203125,-2.5038702218100353,0.5135428565558219
g015_competition_balanced,15,competition_balanced,competition,qwen,20,1,current_R,-3.046875,-2.545138765866225,0.46702002461882275
g015_direct_conflict,15,direct_conflict,competition,qwen,20,1,current_R,-4.734375,-2.538884595571102,0.4740536154642351
g015_closure_update,15,closure_update,closure,qwen,20,1,current_R,-5.25,-2.539776607398694,0.4730497421734154
g015_closure_override,15,closure_override,closure,qwen,20,1,current_R,-3.90625,-2.5434525363897387,0.46891522582553335
g015_exception_override,15,exception_override,closure,qwen,20,1,current_R,-4.5,-2.53668378473318,0.47653129626017987
g018_clean,18,clean,stable,qwen,20,1,current_R,-0.5625,-2.4936968288370696,0.5250065906266205
g018_redundant,18,redundant,stable,qwen,20,1,current_R,-0.296875,-2.5029723250631766,0.5145553880737199
g018_irrelevant,18,irrelevant,stable,qwen,20,1,current_R,-0.921875,-2.4916055824646612,0.5273602147739127
g018_paraphrase,18,paraphrase,stable,qwen,20,1,current_R,1.578125,-2.4333147433233955,0.5921087034208933
g018_weak_distractor,18,weak_distractor,competition,qwen,20,1,current_R,-0.9375,-2.4890691877780244,0.5302131966202205
g018_competition_balanced,18,competition_balanced,competition,qwen,20,1,current_R,-4.5,-2.502533225119037,0.515050505068683
g018_direct_conflict,18,direct_conflict,competition,qwen,20,1,current_R,-4.328125,-2.4874032825147188,0.5320859743775864
g018_closure_update,18,closure_update,closure,qwen,20,1,current_R,-5.828125,-2.4956825114959464,0.5227707443393539
g018_closure_override,18,closure_override,closure,qwen,20,1,current_R,-6.96875,-2.5024916106776267,0.51509742684857
g018_exception_override,18,exception_override,closure,qwen,20,1,current_R,-5.03125,-2.4821281244715236,0.5380099934108229
g022_clean,22,clean,stable,qwen,20,1,current_R,2.140625,-2.5417048929564907,0.47088039792044767
g022_redundant,22,redundant,stable,qwen,20,1,current_R,3.09375,-2.5405297832702716,0.4722022846736538
g022_irrelevant,22,irrelevant,stable,qwen,20,1,current_R,-2.0,-2.5633432414373307,0.44663126761958993
g022_paraphrase,22,paraphrase,stable,qwen,20,1,current_R,2.8125,-2.655567171287573,0.34737159911055376
g022_weak_distractor,22,weak_distractor,competition,qwen,20,1,current_R,-0.421875,-2.5510280840635624,0.4604086686060653
g022_competition_balanced,22,competition_balanced,competition,qwen,20,1,current_R,-3.90625,-2.5604669390415147,0.4498425503069923
g022_direct_conflict,22,direct_conflict,competition,qwen,20,1,current_R,-4.484375,-2.567130428023715,0.44240984230793456
g022_closure_update,22,closure_update,closure,qwen,20,1,current_R,-3.640625,-2.5791287080470915,0.42909347439871987
g022_closure_override,22,closure_override,closure,qwen,20,1,current_R,-8.703125,-2.567578467762299,0.44191096816829295
g022_exception_override,22,exception_override,closure,qwen,20,1,current_R,-5.09375,-2.564368423960264,0.4454877516979062
g026_clean,26,clean,stable,qwen,20,1,current_R,0.359375,-2.494672119893094,0.5239085484935229
g026_redundant,26,redundant,stable,qwen,20,1,current_R,-0.1875,-2.5000895801532,0.5178053251773193
g026_irrelevant,26,irrelevant,stable,qwen,20,1,current_R,-0.171875,-2.4968454537512312,0.5214608607042193
g026_paraphrase,26,paraphrase,stable,qwen,20,1,current_R,2.484375,-2.531670130074263,0.4821798084493026
g026_weak_distractor,26,weak_distractor,competition,qwen,20,1,current_R,-0.453125,-2.519991376408064,0.49535258564215157
g026_competition_balanced,26,competition_balanced,competition,qwen,20,1,current_R,-1.859375,-2.5451908076769785,0.4669615482043226
g026_direct_conflict,26,direct_conflict,competition,qwen,20,1,current_R,-2.953125,-2.542688388967926,0.46977437145839146
g026_closure_update,26,closure_update,closure,qwen,20,1,current_R,-3.75,-2.558986303905892,0.4514972717503066
g026_closure_override,26,closure_override,closure,qwen,20,1,current_R,-4.25,-2.5613106828757655,0.4489000967327332
g026_exception_override,26,exception_override,closure,qwen,20,1,current_R,-4.125,-2.544217925555034,0.4680548687584941
g030_clean,30,clean,stable,qwen,20,1,current_R,-1.140625,-2.4928440052061935,0.5259665537032722
g030_redundant,30,redundant,stable,qwen,20,1,current_R,-0.453125,-2.5021602089630304,0.5154710846370048
g030_irrelevant,30,irrelevant,stable,qwen,20,1,current_R,-0.75,-2.4898073441052695,0.5293831006125184
g030_paraphrase,30,paraphrase,stable,qwen,20,1,current_R,1.375,-2.438151122117102,0.5868253647677609
g030_weak_distractor,30,weak_distractor,competition,qwen,20,1,current_R,-0.03125,-2.4918180133603065,0.5271211850061601
g030_competition_balanced,30,competition_balanced,competition,qwen,20,1,current_R,-2.796875,-2.5003047352292165,0.517562813137704
g030_direct_conflict,30,direct_conflict,competition,qwen,20,1,current_R,-3.296875,-2.484913426484137,0.5348833208004997
g030_closure_update,30,closure_update,closure,qwen,20,1,current_R,-6.5625,-2.4927830939124354,0.5260351099672941
g030_closure_override,30,closure_override,closure,qwen,20,1,current_R,-6.546875,-2.501013987657895,0.5167633213035614
g030_exception_override,30,exception_override,closure,qwen,20,1,current_R,-4.484375,-2.480785786318001,0.5395157987071701
g031_clean,31,clean,stable,qwen,20,1,current_R,-0.84375,-2.5672296826734406,0.44229931621052965
g031_redundant,31,redundant,stable,qwen,20,1,current_R,0.03125,-2.57767340123709,0.43070359192958463
g031_irrelevant,31,irrelevant,stable,qwen,20,1,current_R,-0.6875,-2.5746402312250365,0.4340640964159993
g031_paraphrase,31,paraphrase,stable,qwen,20,1,current_R,2.140625,-2.5538193723763323,0.45727988076732784
g031_weak_distractor,31,weak_distractor,competition,qwen,20,1,current_R,-0.96875,-2.5844660429210013,0.42320145215056937
g031_competition_balanced,31,competition_balanced,competition,qwen,20,1,current_R,-3.09375,-2.5925638001095823,0.41430420576581123
g031_direct_conflict,31,direct_conflict,competition,qwen,20,1,current_R,-5.5,-2.6004705577708775,0.40567038850255943
g031_closure_update,31,closure_update,closure,qwen,20,1,current_R,-5.59375,-2.6109666385295824,0.39429947098728696
g031_closure_override,31,closure_override,closure,qwen,20,1,current_R,-4.921875,-2.5864755707789464,0.42098863660824165
g031_exception_override,31,exception_override,closure,qwen,20,1,current_R,-2.453125,-2.5752202312952788,0.4334210249356079
g033_clean,33,clean,stable,qwen,20,1,current_R,-0.59375,-2.4940601965669025,0.5245975167740734
g033_redundant,33,redundant,stable,qwen,20,1,current_R,0.640625,-2.494570473481969,0.5240229991938576
g033_irrelevant,33,irrelevant,stable,qwen,20,1,current_R,0.484375,-2.482432005067716,0.5376690095843899
g033_paraphrase,33,paraphrase,stable,qwen,20,1,current_R,2.1875,-2.462745201817378,0.5596725371112997
g033_weak_distractor,33,weak_distractor,competition,qwen,20,1,current_R,-0.109375,-2.5111612698792563,0.5053175715662173
g033_competition_balanced,33,competition_balanced,competition,qwen,20,1,current_R,-1.296875,-2.542127726612737,0.4704048491648327
g033_direct_conflict,33,direct_conflict,competition,qwen,20,1,current_R,-3.296875,-2.530258851191548,0.48377067588543676
g033_closure_update,33,closure_update,closure,qwen,20,1,current_R,-6.34375,-2.5531329789244612,0.4580489644551433
g033_closure_override,33,closure_override,closure,qwen,20,1,current_R,-3.1875,-2.542681943350269,0.46978161915936456
g033_exception_override,33,exception_override,closure,qwen,20,1,current_R,-2.703125,-2.521214757535954,0.49397208274636695
g039_clean,39,clean,stable,qwen,20,1,current_R,-0.390625,-2.4883511765922046,0.5310204780390304
g039_redundant,39,redundant,stable,qwen,20,1,current_R,1.140625,-2.489245418109705,0.5300150312654296
g039_irrelevant,39,irrelevant,stable,qwen,20,1,current_R,0.921875,-2.4781728318179574,0.542444861234957
g039_paraphrase,39,paraphrase,stable,qwen,20,1,current_R,2.703125,-2.455711885349537,0.5674815616057781
g039_weak_distractor,39,weak_distractor,competition,qwen,20,1,current_R,-0.75,-2.524858598440895,0.48986088140294826
g039_competition_balanced,39,competition_balanced,competition,qwen,20,1,current_R,-1.078125,-2.5388666521881156,0.4740738111909565
g039_direct_conflict,39,direct_conflict,competition,qwen,20,1,current_R,-4.03125,-2.532433715073521,0.48131920399084255
g039_closure_update,39,closure_update,closure,qwen,20,1,current_R,-6.1875,-2.546797671192893,0.46515646183630993
g039_closure_override,39,closure_override,closure,qwen,20,1,current_R,-4.671875,-2.545176568075831,0.466977548341825
g039_exception_override,39,exception_override,closure,qwen,20,1,current_R,-3.671875,-2.5202290214896217,0.4950844130320807
g040_clean,40,clean,stable,qwen,20,1,current_R,2.078125,-2.5324484884071214,0.4813025546658432
g040_redundant,40,redundant,stable,qwen,20,1,current_R,2.46875,-2.5354198057314408,0.477954818642913
g040_irrelevant,40,irrelevant,stable,qwen,20,1,current_R,0.296875,-2.5541619890932323,0.45689606475180644
g040_paraphrase,40,paraphrase,stable,qwen,20,1,current_R,2.96875,-2.6528574118311394,0.35014992061248257
g040_weak_distractor,40,weak_distractor,competition,qwen,20,1,current_R,0.0625,-2.5472314312262565,0.46466934752901773
g040_competition_balanced,40,competition_balanced,competition,qwen,20,1,current_R,-3.046875,-2.5496180876146193,0.46199035279706024
g040_direct_conflict,40,direct_conflict,competition,qwen,20,1,current_R,-4.09375,-2.5568085648067123,0.45393299931780534
g040_closure_update,40,closure_update,closure,qwen,20,1,current_R,-6.0,-2.57424487334166,0.4345025744262701
g040_closure_override,40,closure_override,closure,qwen,20,1,current_R,-8.515625,-2.569417751933553,0.4398642384215647
g040_exception_override,40,exception_override,closure,qwen,20,1,current_R,-5.75,-2.5682199898254683,0.4411968635897302
g042_clean,42,clean,stable,qwen,20,1,current_R,-1.984375,-2.501900235947421,0.515764193974507
g042_redundant,42,redundant,stable,qwen,20,1,current_R,-0.953125,-2.514868506944253,0.5011339242589545
g042_irrelevant,42,irrelevant,stable,qwen,20,1,current_R,-1.0625,-2.496905961590428,0.5213926992767125
g042_paraphrase,42,paraphrase,stable,qwen,20,1,current_R,1.53125,-2.42626086446625,0.5997761485153302
g042_weak_distractor,42,weak_distractor,competition,qwen,20,1,current_R,-0.421875,-2.495692646136592,0.5227593304817534
g042_competition_balanced,42,competition_balanced,competition,qwen,20,1,current_R,-2.515625,-2.5123887283120454,0.5039324283715855
g042_direct_conflict,42,direct_conflict,competition,qwen,20,1,current_R,-3.484375,-2.4984394613427265,0.5196649692940977
g042_closure_update,42,closure_update,closure,qwen,20,1,current_R,-5.703125,-2.501881439102863,0.5157853862585312
g042_closure_override,42,closure_override,closure,qwen,20,1,current_R,-6.453125,-2.4988646817602937,0.519185806176602
g042_exception_override,42,exception_override,closure,qwen,20,1,current_R,-5.046875,-2.495229094087377,0.5232813685955797
g045_clean,45,clean,stable,qwen,20,1,current_R,-0.21875,-2.5036250904049524,0.5138192953490464
g045_redundant,45,redundant,stable,qwen,20,1,current_R,0.625,-2.49446265800922,0.5241443933080876
g045_irrelevant,45,irrelevant,stable,qwen,20,1,current_R,-0.515625,-2.490428274468333,0.5286847053515386
g045_paraphrase,45,paraphrase,stable,qwen,20,1,current_R,2.0625,-2.4602020035764736,0.5624998449837504
g045_weak_distractor,45,weak_distractor,competition,qwen,20,1,current_R,0.28125,-2.504684579324411,0.5126244333932737
g045_competition_balanced,45,competition_balanced,competition,qwen,20,1,current_R,-0.875,-2.5380371523688745,0.4750075255194024
g045_direct_conflict,45,direct_conflict,competition,qwen,20,1,current_R,-4.25,-2.5389974228460677,0.47392662748964504
g045_closure_update,45,closure_update,closure,qwen,20,1,current_R,-5.21875,-2.5471262911055312,0.4647874141654058
g045_closure_override,45,closure_override,closure,qwen,20,1,current_R,-3.578125,-2.547723941795578,0.4641163378814301
g045_exception_override,45,exception_override,closure,qwen,20,1,current_R,-3.953125,-2.535938370016995,0.4773707549130879
g053_clean,53,clean,stable,qwen,20,1,current_R,-2.390625,-2.4650950384252326,0.5570567423814409
g053_redundant,53,redundant,stable,qwen,20,1,current_R,-1.796875,-2.4624792804332376,0.5599683500598439
g053_irrelevant,53,irrelevant,stable,qwen,20,1,current_R,-3.5625,-2.4657937217237387,0.556278363573865
g053_paraphrase,53,paraphrase,stable,qwen,20,1,current_R,3.640625,-2.4031421008532146,0.6245477028890934
g053_weak_distractor,53,weak_distractor,competition,qwen,20,1,current_R,-5.5,-2.4898608449387534,0.5293229297096583
g053_competition_balanced,53,competition_balanced,competition,qwen,20,1,current_R,-7.203125,-2.482885567306128,0.5371600028189035
g053_direct_conflict,53,direct_conflict,competition,qwen,20,1,current_R,-9.046875,-2.4805063819651902,0.5398291385887712
g053_closure_update,53,closure_update,closure,qwen,20,1,current_R,-8.734375,-2.49290716481084,0.5258954659092662
g053_closure_override,53,closure_override,closure,qwen,20,1,current_R,-6.609375,-2.4583590886590017,0.5645461150545179
g053_exception_override,53,exception_override,closure,qwen,20,1,current_R,-5.171875,-2.4337053287186285,0.5916827936361
g064_clean,64,clean,stable,qwen,20,1,current_R,2.546875,-2.5339340360330684,0.479628583067235
g064_redundant,64,redundant,stable,qwen,20,1,current_R,3.21875,-2.5483068185658087,0.46346197572425635
g064_irrelevant,64,irrelevant,stable,qwen,20,1,current_R,-0.03125,-2.54446623000955,0.467775795753484
g064_paraphrase,64,paraphrase,stable,qwen,20,1,current_R,3.546875,-2.6442520846662148,0.3590398939741967
g064_weak_distractor,64,weak_distractor,competition,qwen,20,1,current_R,0.15625,-2.538758305672611,0.4741957597064638
g064_competition_balanced,64,competition_balanced,competition,qwen,20,1,current_R,-1.890625,-2.5537942433641607,0.4573080335187203
g064_direct_conflict,64,direct_conflict,competition,qwen,20,1,current_R,-1.5,-2.5697601310605442,0.4394834672199045
g064_closure_update,64,closure_update,closure,qwen,20,1,current_R,-1.609375,-2.568428570661134,0.44096473593377483
g064_closure_override,64,closure_override,closure,qwen,20,1,current_R,-6.859375,-2.5733033207422777,0.4355472300530894
g064_exception_override,64,exception_override,closure,qwen,20,1,current_R,-4.515625,-2.567295747840594,0.4422257517905238
g067_clean,67,clean,stable,qwen,20,1,current_R,-2.265625,-2.5626470357636304,0.4474081568471232
g067_redundant,67,redundant,stable,qwen,20,1,current_R,-0.171875,-2.5710129450607586,0.4380907815530205
g067_irrelevant,67,irrelevant,stable,qwen,20,1,current_R,-1.765625,-2.573686649817569,0.4351218556117484
g067_paraphrase,67,paraphrase,stable,qwen,20,1,current_R,2.203125,-2.5582148660256743,0.45235983929875134
g067_weak_distractor,67,weak_distractor,competition,qwen,20,1,current_R,-2.453125,-2.580412614255826,0.42767423432152263
g067_competition_balanced,67,competition_balanced,competition,qwen,20,1,current_R,-3.828125,-2.5904005112355213,0.4166758602559705
g067_direct_conflict,67,direct_conflict,competition,qwen,20,1,current_R,-6.40625,-2.598879974370658,0.4074027352197382
g067_closure_update,67,closure_update,closure,qwen,20,1,current_R,-5.578125,-2.610587767109944,0.39470801581366644
g067_closure_override,67,closure_override,closure,qwen,20,1,current_R,-5.84375,-2.5940073329430544,0.4127238333897418
g067_exception_override,67,exception_override,closure,qwen,20,1,current_R,-2.046875,-2.575667334812381,0.4329254545784816
g068_clean,68,clean,stable,qwen,20,1,current_R,-0.1875,-2.4883674699494853,0.5310021607149477
g068_redundant,68,redundant,stable,qwen,20,1,current_R,-0.3125,-2.4981241840172617,0.5200202188315197
g068_irrelevant,68,irrelevant,stable,qwen,20,1,current_R,-0.484375,-2.4811711061139605,0.539083628051999
g068_paraphrase,68,paraphrase,stable,qwen,20,1,current_R,2.25,-2.5452060050861514,0.4669444719136069
g068_weak_distractor,68,weak_distractor,competition,qwen,20,1,current_R,-1.015625,-2.5170303599338757,0.4986941446309
g068_competition_balanced,68,competition_balanced,competition,qwen,20,1,current_R,-1.875,-2.540344718318199,0.4724105011719333
g068_direct_conflict,68,direct_conflict,competition,qwen,20,1,current_R,-3.265625,-2.5441471182450384,0.46813445379884705
g068_closure_update,68,closure_update,closure,qwen,20,1,current_R,-4.25,-2.568928743625689,0.4404082034526445
g068_closure_override,68,closure_override,closure,qwen,20,1,current_R,-4.875,-2.5597250185176965,0.45067156605622205
g068_exception_override,68,exception_override,closure,qwen,20,1,current_R,-3.296875,-2.5318763160450333,0.4819474143016648
g069_clean,69,clean,stable,qwen,20,1,current_R,-1.171875,-2.4984968484436507,0.519600304260545
g069_redundant,69,redundant,stable,qwen,20,1,current_R,0.71875,-2.496161084468825,0.5222317390733129
g069_irrelevant,69,irrelevant,stable,qwen,20,1,current_R,-0.484375,-2.4827908865207613,0.5372662640408927
g069_paraphrase,69,paraphrase,stable,qwen,20,1,current_R,2.46875,-2.457164987297603,0.5658708102594173
g069_weak_distractor,69,weak_distractor,competition,qwen,20,1,current_R,-0.78125,-2.5139706088180627,0.5021472464614607
g069_competition_balanced,69,competition_balanced,competition,qwen,20,1,current_R,-0.796875,-2.5377547083135363,0.47532549475009933
g069_direct_conflict,69,direct_conflict,competition,qwen,20,1,current_R,-4.03125,-2.5350092465767626,0.47841727803670525
g069_closure_update,69,closure_update,closure,qwen,20,1,current_R,-6.140625,-2.5414649292181215,0.47115030175074263
g069_closure_override,69,closure_override,closure,qwen,20,1,current_R,-3.671875,-2.539000431858462,0.47392324086891763
g069_exception_override,69,exception_override,closure,qwen,20,1,current_R,-2.578125,-2.5214958895018857,0.4936548565527646
g073_clean,73,clean,stable,qwen,20,1,current_R,-0.59375,-2.563536329273012,0.4464158487545638
g073_redundant,73,redundant,stable,qwen,20,1,current_R,0.875,-2.5662350899374067,0.4434071123130586
g073_irrelevant,73,irrelevant,stable,qwen,20,1,current_R,-0.890625,-2.568476657962005,0.440911223684399
g073_paraphrase,73,paraphrase,stable,qwen,20,1,current_R,2.390625,-2.5539188887542736,0.45716839240319945
g073_weak_distractor,73,weak_distractor,competition,qwen,20,1,current_R,-1.890625,-2.5862131770359698,0.42127739648025353
g073_competition_balanced,73,competition_balanced,competition,qwen,20,1,current_R,-4.234375,-2.59743748638105,0.4089757815274606
g073_direct_conflict,73,direct_conflict,competition,qwen,20,1,current_R,-4.65625,-2.5944536605860002,0.4122355583663009
g073_closure_update,73,closure_update,closure,qwen,20,1,current_R,-5.5,-2.6025460452770903,0.4034134523392458
g073_closure_override,73,closure_override,closure,qwen,20,1,current_R,-5.078125,-2.591774456778004,0.415169123649518
g073_exception_override,73,exception_override,closure,qwen,20,1,current_R,-2.96875,-2.5801276684373753,0.4279891137782839
g077_clean,77,clean,stable,qwen,20,1,current_R,-4.65625,-2.461670667835948,0.5608675943073776
g077_redundant,77,redundant,stable,qwen,20,1,current_R,0.0,-2.4588048162926,0.5640514027387051
g077_irrelevant,77,irrelevant,stable,qwen,20,1,current_R,-3.234375,-2.4534822126826694,0.5699503522000737
g077_paraphrase,77,paraphrase,stable,qwen,20,1,current_R,3.65625,-2.4129232015078035,0.6141385019587686
g077_weak_distractor,77,weak_distractor,competition,qwen,20,1,current_R,-5.171875,-2.461978914017393,0.5605248458062728
g077_competition_balanced,77,competition_balanced,competition,qwen,20,1,current_R,-5.46875,-2.4693291388705916,0.5523355179419808
g077_direct_conflict,77,direct_conflict,competition,qwen,20,1,current_R,-7.734375,-2.4632690927376397,0.5590896331034841
g077_closure_update,77,closure_update,closure,qwen,20,1,current_R,-10.1875,-2.488217846928869,0.5311703668169385
g077_closure_override,77,closure_override,closure,qwen,20,1,current_R,-7.203125,-2.4524344687737716,0.5711092672549101
g077_exception_override,77,exception_override,closure,qwen,20,1,current_R,-6.921875,-2.4370728363530856,0.5880050804252458
g079_clean,79,clean,stable,qwen,20,1,current_R,-1.1875,-2.5632215685073185,0.44676702258862194
g079_redundant,79,redundant,stable,qwen,20,1,current_R,0.40625,-2.565311063473131,0.44443681519897393
g079_irrelevant,79,irrelevant,stable,qwen,20,1,current_R,-1.25,-2.5777640074762216,0.4306033041456026
g079_paraphrase,79,paraphrase,stable,qwen,20,1,current_R,2.734375,-2.5528156081181064,0.45840463693996863
g079_weak_distractor,79,weak_distractor,competition,qwen,20,1,current_R,-1.046875,-2.5774593247985678,0.43094056563970407
g079_competition_balanced,79,competition_balanced,competition,qwen,20,1,current_R,-2.71875,-2.5887589580757324,0.4184781093060649
g079_direct_conflict,79,direct_conflict,competition,qwen,20,1,current_R,-4.5,-2.6012371179889,0.4048363423386746
g079_closure_update,79,closure_update,closure,qwen,20,1,current_R,-2.953125,-2.602753755409536,0.4031878064312465
g079_closure_override,79,closure_override,closure,qwen,20,1,current_R,-5.0625,-2.587320418423497,0.420059264164886
g079_exception_override,79,exception_override,closure,qwen,20,1,current_R,-2.859375,-2.5778669839080663,0.4304893312896718
g080_clean,80,clean,stable,qwen,20,1,current_R,-1.328125,-2.4889474445020885,0.530350087469002
g080_redundant,80,redundant,stable,qwen,20,1,current_R,-0.625,-2.496743348712272,0.5215758791147849
