model,cutoff_layer,n_observed_layers,shuffle_id,permutation,r2,mae,pearson_r,spearman_rho,boundary_auroc,boundary_average_precision,boundary_brier,boundary_accuracy
qwen,24,5,15,independent_within_prompt_precurrent,0.5256255203239584,1.7218930619075035,0.7314522343474094,0.7089565072512174,0.8399895075086891,0.6811791978475288,0.1832713065647702,0.803448275862069
qwen,24,5,16,independent_within_prompt_precurrent,0.5345238419366865,1.703221590494597,0.7359721655024661,0.7088394026765801,0.83461210571185,0.6610218240741041,0.18504307552563568,0.8137931034482758
qwen,24,5,17,independent_within_prompt_precurrent,0.5473292710203432,1.6578209926444456,0.7441330367793165,0.7226351088265122,0.8428749426191882,0.6518667574849436,0.18439787742877561,0.8206896551724138
qwen,24,5,18,independent_within_prompt_precurrent,0.542554618795444,1.692363175343427,0.739842976886122,0.7165456709453666,0.8346121057118498,0.6486082452827728,0.18372012115605763,0.8206896551724138
qwen,24,5,19,independent_within_prompt_precurrent,0.5338257480774176,1.704679803031105,0.7362662982786876,0.7089786488724724,0.8351367302773953,0.6721636182389512,0.18574268995756754,0.8172413793103448
qwen,24,5,20,independent_within_prompt_precurrent,0.5374646154479876,1.7013088708502222,0.7375177713923811,0.7127227970266884,0.8378254311758149,0.6739993410084388,0.18510054533686585,0.8068965517241379
qwen,24,5,21,independent_within_prompt_precurrent,0.5230420847801659,1.7140493461958437,0.7288536040415606,0.704394349200637,0.8388091022362121,0.6710652514796644,0.18551506989043492,0.8068965517241379
qwen,24,5,22,independent_within_prompt_precurrent,0.5405266898257812,1.6893117652270215,0.740336670561684,0.7149844406288769,0.8428749426191882,0.6786093979400508,0.18288095572164767,0.8
qwen,24,5,23,independent_within_prompt_precurrent,0.5438248335716187,1.6894681730263312,0.742142550157862,0.7169653776771552,0.837956587317201,0.6670086343808361,0.18561616979882048,0.8103448275862069
qwen,24,5,24,independent_within_prompt_precurrent,0.532974388964798,1.7011427963452466,0.7349509509243151,0.7090620489791994,0.839530461013837,0.6769061556896322,0.1846232879831723,0.8
