model,reference,control,reference_only_flips,control_only_flips,paired_binomial_p,flip_rate_difference,graph_bootstrap_ci95_low,graph_bootstrap_ci95_high
qwen,policy_boundary_guarded,policy_gate_operator_only,0,0,1.0,0.0,0.0,0.0
qwen,policy_boundary_guarded,policy_gate_precursor_only,17,0,1.52587890625e-05,0.1954022988505747,0.1034482758620689,0.2988505747126437
qwen,policy_boundary_guarded,policy_gate_uniform_max,0,5,0.0625,-0.0574712643678161,-0.1149425287356322,-0.0114942528735632
llama,policy_boundary_guarded,policy_gate_operator_only,1,2,1.0,-0.0114942528735632,-0.0689655172413793,0.0344827586206896
llama,policy_boundary_guarded,policy_gate_precursor_only,13,1,0.0018310546875,0.1379310344827586,0.0459770114942528,0.2413793103448276
llama,policy_boundary_guarded,policy_gate_uniform_max,0,2,0.5,-0.0229885057471264,-0.057471264367816,0.0
gemma,policy_boundary_guarded,policy_gate_operator_only,1,0,1.0,0.0114942528735632,0.0,0.0344827586206896
gemma,policy_boundary_guarded,policy_gate_precursor_only,9,0,0.00390625,0.1034482758620689,0.0459770114942528,0.1724137931034483
gemma,policy_boundary_guarded,policy_gate_uniform_max,0,1,1.0,-0.0114942528735632,-0.0344827586206896,0.0
