control,layer,mean_alpha,mean_beta,mean_policy_conf,most_common_action,batch_size,mean_norm_ratio,min_norm_ratio,max_norm_ratio,mean_delta_norm_ratio,all_finite,model,random_seed,mean_operator_component_norm,mean_random_operator_component_norm,mean_precursor_component_norm,mean_random_precursor_component_norm,operator_component_norm_abs_error,precursor_component_norm_abs_error,mean_structured_total_ratio,mean_random_total_ratio,mean_total_norm_ratio
policy_boundary_guarded,15,0.0,0.0,0.9415430231133352,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
policy_boundary_guarded,16,0.0,0.0,0.8186818817063658,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
policy_boundary_guarded,17,0.0,0.0,0.8193931344020848,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
policy_boundary_guarded,18,0.0,0.0,0.8042471967013185,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
policy_boundary_guarded,19,0.0,0.0,0.8127300672186699,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
policy_boundary_guarded,15,0.7249755859375,0.7501220703125,0.4346873612717784,a1.0_b1.2,4,1.0120725631713867,1.0,1.025381088256836,0.3496031761169433,True,qwen,,,,,,,,,,
policy_boundary_guarded,16,0.7249755859375,0.60009765625,0.4185940389405996,a1.0_b1.2,4,0.8460035920143127,0.7910668253898621,1.0,0.4205827713012695,True,qwen,,,,,,,,,,
policy_boundary_guarded,17,0.6500244140625,0.7501220703125,0.4274652583718782,a1.0_b1.2,4,0.9425030946731568,0.9205837845802308,1.0,0.3579411506652832,True,qwen,,,,,,,,,,
policy_boundary_guarded,18,0.75,0.900146484375,0.3196175730429553,a1.0_b1.2,4,0.8735323548316956,0.823824942111969,1.0,0.4474230408668518,True,qwen,,,,,,,,,,
policy_boundary_guarded,19,0.75,0.7501220703125,0.2850683792840486,a1.0_b1.2,4,1.0400094985961914,1.0,1.069192886352539,0.4966015517711639,True,qwen,,,,,,,,,,
policy_boundary_guarded,15,0.0,0.0,0.9964377656053924,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
policy_boundary_guarded,16,0.0,0.0,0.9930312314362224,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
policy_boundary_guarded,17,0.0,0.0,0.9947541368236752,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
policy_boundary_guarded,18,0.0,0.0,0.9915348417100144,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
policy_boundary_guarded,19,0.0,0.0,0.994281317413752,a0.0_b0.0_confidence_gate_gate,4,1.0,1.0,1.0,0.0,True,qwen,,,,,,,,,,
policy_boundary_guarded,15,0.2249755859375,0.2249755859375,0.7810286630486631,a0.0_b0.0_confidence_gate_gate,4,1.0029149055480957,1.0,1.0116593837738037,0.106571190059185,True,qwen,,,,,,,,,,
policy_boundary_guarded,16,0.2249755859375,0.2249755859375,0.7841769225002315,a0.0_b0.0_confidence_gate_gate,4,0.953700065612793,0.8148001432418823,1.0,0.1283371448516845,True,qwen,,,,,,,,,,
policy_boundary_guarded,17,0.2249755859375,0.2249755859375,0.792451719664764,a0.0_b0.0_confidence_gate_gate,4,0.982732594013214,0.9309303164482116,1.0,0.1206425502896308,True,qwen,,,,,,,,,,
policy_boundary_guarded,18,0.2249755859375,0.2249755859375,0.7981319629730435,a0.0_b0.0_confidence_gate_gate,4,0.9578855633735656,0.8315423130989075,1.0,0.1342107951641082,True,qwen,,,,,,,,,,
policy_boundary_guarded,19,0.1500244140625,0.1500244140625,0.7719614936695312,a0.0_b0.0_confidence_gate_gate,4,0.9955750703811646,0.9823001623153688,1.0,0.0957631170749664,True,qwen,,,,,,,,,,
policy_boundary_guarded,15,0.4749755859375,0.5250244140625,0.6483393569279206,a0.0_b0.0_confidence_gate_gate,4,1.0014121532440186,0.992931067943573,1.0127174854278564,0.230311244726181,True,qwen,,,,,,,,,,
policy_boundary_guarded,16,0.4749755859375,0.5250244140625,0.6327174229987567,a0.0_b0.0_confidence_gate_gate,4,0.8967593908309937,0.7824994325637817,1.0,0.2752281427383423,True,qwen,,,,,,,,,,
policy_boundary_guarded,17,0.4749755859375,0.5250244140625,0.6473924480925114,a0.0_b0.0_confidence_gate_gate,4,0.96197772026062,0.9212586879730223,1.0,0.262080430984497,True,qwen,,,,,,,,,,
