model,shuffle_id,macro_f1
llama,55,0.1931944241122985
llama,56,0.2762106751502298
llama,57,0.2500626230094829
llama,58,0.25648639095086606
llama,59,0.16629921000928916
llama,60,0.28007246376811595
llama,61,0.38958018185071325
llama,62,0.4056763285024155
llama,63,0.3802477660772563
llama,64,0.38958018185071325
llama,65,0.38958018185071325
llama,66,0.28007246376811595
llama,67,0.24347826086956523
llama,68,0.1931944241122985
llama,69,0.2279508102516952
llama,70,0.18160022121374778
llama,71,0.2555368657134847
llama,72,0.23672720601724453
llama,73,0.1931944241122985
llama,74,0.25648639095086606
llama,75,0.18160022121374778
llama,76,0.3802477660772563
llama,77,0.37311927650091903
llama,78,0.16629921000928916
llama,79,0.28207668317739865
llama,80,0.1931944241122985
llama,81,0.37311927650091903
llama,82,0.1931944241122985
llama,83,0.37311927650091903
llama,84,0.1931944241122985
llama,85,0.28007246376811595
llama,86,0.19339728887683214
llama,87,0.2762106751502298
llama,88,0.38958018185071325
llama,89,0.37311927650091903
llama,90,0.37311927650091903
llama,91,0.2500626230094829
llama,92,0.37311927650091903
llama,93,0.2500626230094829
llama,94,0.2555368657134847
llama,95,0.1931944241122985
llama,96,0.18160022121374778
llama,97,0.37311927650091903
llama,98,0.25648639095086606
llama,99,0.37311927650091903
llama,100,0.2500626230094829
llama,101,0.42120711796000737
llama,102,0.3440065681444992
llama,103,0.14984580880291562
llama,104,0.27811773125782785
llama,105,0.3658615136876006
llama,106,0.1930354267310789
llama,107,0.2500626230094829
llama,108,0.1931944241122985
llama,109,0.38958018185071325
llama,110,0.38958018185071325
llama,111,0.37287397140907713
llama,112,0.4030264720530207
llama,113,0.37311927650091903
llama,114,0.3802477660772563
llama,115,0.38958018185071325
llama,116,0.38958018185071325
llama,117,0.37311927650091903
llama,118,0.38958018185071325
llama,119,0.2500626230094829
llama,120,0.2500626230094829
llama,121,0.27811773125782785
llama,122,0.1931944241122985
llama,123,0.3658615136876006
llama,124,0.37311927650091903
llama,125,0.27811773125782785
llama,126,0.18160022121374778
llama,127,0.19883321985929217
llama,128,0.2500626230094829
llama,129,0.4056763285024155
llama,130,0.18160022121374778
llama,131,0.3898856318590404
llama,132,0.25648639095086606
llama,133,0.2500626230094829
llama,134,0.1931944241122985
llama,135,0.25648639095086606
