shuffle_id,alignment_mean,alignment_positive_fraction,path_length,endpoint_distance,detour_ratio,curvature_mean,model
0.0,0.04018703103065491,0.5217978395061728,8.854714393615723,0.8161389827728271,10.8499755859375,2.0640103816986084,qwen
1.0,0.05639241263270378,0.6962770061728397,9.403735160827637,0.8161389827728271,11.522807121276855,2.1210811138153076,qwen
2.0,0.046778276562690735,0.5920138888888888,7.837828159332275,0.8161389827728271,9.603958129882812,1.9973455667495728,qwen
3.0,0.0421750582754612,0.5571952160493826,8.63541030883789,0.8161389827728271,10.581241607666016,2.1210739612579346,qwen
4.0,0.0383143275976181,0.47010030864197533,8.049242973327637,0.8161389827728271,9.863006591796875,2.0562541484832764,qwen
5.0,0.03793099895119667,0.4778163580246914,9.10191822052002,0.8161389827728271,11.15282154083252,2.134446382522583,qwen
6.0,0.035002946853637695,0.5136959876543209,9.042473793029785,0.8161389827728271,11.080084800720215,2.069084405899048,qwen
7.0,0.03767993673682213,0.5359760802469135,8.988110542297363,0.8161389827728271,11.013397216796875,2.209709405899048,qwen
8.0,0.03556668013334274,0.45167824074074076,9.72684097290039,0.8161389827728271,11.918647766113281,2.1628878116607666,qwen
9.0,0.04313945770263672,0.5168788580246912,8.993934631347656,0.8161389827728271,11.02064037322998,2.089017152786255,qwen
10.0,0.030840745195746422,0.3878279320987654,8.883136749267578,0.8161389827728271,10.88487720489502,2.0829176902770996,qwen
11.0,0.037688247859478,0.5474537037037036,8.790634155273438,0.8161389827728271,10.771477699279785,2.103472948074341,qwen
12.0,0.041766732931137085,0.540798611111111,9.079105377197266,0.8161389827728271,11.124838829040527,2.0927047729492188,qwen
13.0,0.03549817577004433,0.4869791666666667,8.830111503601074,0.8161389827728271,10.819796562194824,2.1271350383758545,qwen
14.0,0.05136071518063545,0.6186342592592593,8.504828453063965,0.8161389827728271,10.421510696411133,2.0346314907073975,qwen
15.0,0.04432785511016846,0.6198881172839507,7.925786972045898,0.8161389827728271,9.711669921875,1.9582680463790894,qwen
16.0,0.042019497603178024,0.5549768518518517,8.342605590820312,0.8161389827728271,10.22249698638916,2.1624488830566406,qwen
17.0,0.034136831760406494,0.4822530864197532,9.177983283996582,0.8161389827728271,11.246177673339844,2.1676647663116455,qwen
18.0,0.04406844452023506,0.5335648148148148,8.264571189880371,0.8161389827728271,10.126773834228516,2.0163068771362305,qwen
19.0,0.04222864285111427,0.5003858024691359,9.45720386505127,0.8161389827728271,11.588325500488281,2.114649534225464,qwen
20.0,0.04485737159848213,0.5007716049382717,8.267609596252441,0.8161389827728271,10.130534172058105,2.038677453994751,qwen
21.0,0.044903576374053955,0.6099537037037037,7.934051990509033,0.8161389827728271,9.721858024597168,2.0226058959960938,qwen
22.0,0.043424349278211594,0.5185185185185184,8.838130950927734,0.8161389827728271,10.829680442810059,2.064796209335327,qwen
23.0,0.047509729862213135,0.5803433641975309,8.444169044494629,0.8161389827728271,10.347073554992676,2.071007490158081,qwen
24.0,0.03673680126667023,0.42370756172839513,9.148892402648926,0.8161389827728271,11.210411071777344,2.1551339626312256,qwen
25.0,0.04275787994265556,0.5485146604938271,9.04089641571045,0.8161389827728271,11.078032493591309,2.120563268661499,qwen
26.0,0.038706984370946884,0.5475501543209876,8.485615730285645,0.8161389827728271,10.39778995513916,2.0959932804107666,qwen
27.0,0.04299287870526314,0.4817708333333334,8.730061531066895,0.8161389827728271,10.697232246398926,2.1077706813812256,qwen
28.0,0.04391556605696678,0.48360339506172845,8.87720012664795,0.8161389827728271,10.877686500549316,2.137061595916748,qwen
29.0,0.04325912520289421,0.488233024691358,9.133524894714355,0.8161389827728271,11.1918363571167,2.128694534301758,qwen
30.0,0.04234769567847252,0.490258487654321,8.157731056213379,0.8161389827728271,9.995922088623047,2.0185232162475586,qwen
31.0,0.040466129779815674,0.4851466049382716,8.072750091552734,0.8161389827728271,9.891860008239746,2.062122106552124,qwen
32.0,0.04300319030880928,0.5413773148148147,9.357020378112793,0.8161389827728271,11.465460777282715,2.1539227962493896,qwen
33.0,0.04596099629998207,0.5712770061728395,8.824488639831543,0.8161389827728271,10.812878608703613,2.0756490230560303,qwen
34.0,0.03582657501101494,0.5033757716049383,8.253028869628906,0.8161389827728271,10.112749099731445,2.0306766033172607,qwen
35.0,0.05145901069045067,0.5924961419753086,8.60364818572998,0.8161389827728271,10.54242992401123,2.1140940189361572,qwen
36.0,0.038841649889945984,0.5306712962962962,8.875923156738281,0.8161389827728271,10.875946044921875,2.077665090560913,qwen
37.0,0.045824989676475525,0.6275077160493828,9.201566696166992,0.8161389827728271,11.27503490447998,2.1857571601867676,qwen
38.0,0.042316365987062454,0.5665509259259259,8.368754386901855,0.8161389827728271,10.254459381103516,2.0763802528381348,qwen
39.0,0.0429842472076416,0.5354938271604937,9.101496696472168,0.8161389827728271,11.152348518371582,2.0850846767425537,qwen
40.0,0.043391142040491104,0.5875771604938271,7.916222095489502,0.8161389827728271,9.699958801269531,2.037743330001831,qwen
41.0,0.0419788621366024,0.5017361111111112,7.678221225738525,0.8161389827728271,9.40846061706543,2.0026636123657227,qwen
42.0,0.04033758118748665,0.48148148148148157,9.92867374420166,0.8161389827728271,12.165878295898438,2.2245876789093018,qwen
43.0,0.04494888707995415,0.6026234567901234,8.844036102294922,0.8161389827728271,10.83696460723877,2.060887098312378,qwen
44.0,0.048118650913238525,0.6031057098765432,8.252857208251953,0.8161389827728271,10.11245059967041,2.037574052810669,qwen
45.0,0.04345889762043953,0.5811149691358024,8.949578285217285,0.8161389827728271,10.966206550598145,2.066941261291504,qwen
46.0,0.03959999606013298,0.48533950617283955,8.310407638549805,0.8161389827728271,10.182883262634277,2.138124942779541,qwen
47.0,0.049173835664987564,0.5586419753086419,7.912563323974609,0.8161389827728271,9.695780754089355,2.0173399448394775,qwen
48.0,0.045913856476545334,0.5453317901234567,7.951507568359375,0.8161389827728271,9.7432861328125,2.05000376701355,qwen
49.0,0.039617955684661865,0.5185185185185184,8.93830394744873,0.8161389827728271,10.952430725097656,2.0566625595092773,qwen
0.0,0.07005573064088821,0.5333333333333333,9.897744178771973,0.970634937286377,10.197367668151855,2.154039144515991,llama
1.0,0.07559594511985779,0.5333333333333333,8.119410514831543,0.970634937286377,8.365215301513672,1.9517234563827515,llama
2.0,0.06475596874952316,0.5333333333333333,11.304710388183594,0.970634937286377,11.646992683410645,2.299013137817383,llama
3.0,0.07808461785316467,0.6666666666666666,10.41173267364502,0.970634937286377,10.727027893066406,2.109713315963745,llama
4.0,0.06831950694322586,0.5333333333333333,9.828421592712402,0.970634937286377,10.126060485839844,2.0120508670806885,llama
5.0,0.06913959234952927,0.5999999999999999,9.97809886932373,0.970634937286377,10.280250549316406,2.050294876098633,llama
6.0,0.07083027809858322,0.5333333333333333,10.330351829528809,0.970634937286377,10.643106460571289,2.118757963180542,llama
7.0,0.08441042900085449,0.6666666666666666,10.0930814743042,0.970634937286377,10.398639678955078,2.063514232635498,llama
8.0,0.07595514506101608,0.5999999999999999,9.949299812316895,0.970634937286377,10.250529289245605,2.0966434478759766,llama
9.0,0.08029007911682129,0.5999999999999999,11.088622093200684,0.970634937286377,11.424385070800781,2.172884702682495,llama
10.0,0.059426724910736084,0.5333333333333333,9.084510803222656,0.970634937286377,9.359536170959473,1.9721765518188477,llama
11.0,0.05395097658038139,0.39999999999999997,9.460646629333496,0.970634937286377,9.74705696105957,2.011350631713867,llama
12.0,0.07965961843729019,0.5999999999999999,9.328300476074219,0.970634937286377,9.61064624786377,2.1721458435058594,llama
13.0,0.07434139400720596,0.5999999999999999,10.709750175476074,0.970634937286377,11.034052848815918,2.104966402053833,llama
14.0,0.0889403447508812,0.7333333333333333,8.77582836151123,0.970634937286377,9.041539192199707,1.9456413984298706,llama
15.0,0.08333035558462143,0.6666666666666666,9.98530101776123,0.970634937286377,10.287625312805176,2.0907111167907715,llama
16.0,0.0737924873828888,0.5999999999999999,10.017016410827637,0.970634937286377,10.320301055908203,2.100955009460449,llama
17.0,0.07720758765935898,0.5999999999999999,10.395873069763184,0.970634937286377,10.710610389709473,2.0948402881622314,llama
18.0,0.0673011764883995,0.46666666666666673,11.113530158996582,0.970634937286377,11.44995403289795,2.181342601776123,llama
19.0,0.06291431188583374,0.5333333333333333,9.542271614074707,0.970634937286377,9.831197738647461,2.1011226177215576,llama
20.0,0.0678177922964096,0.5333333333333333,9.37945556640625,0.970634937286377,9.663440704345703,2.0274980068206787,llama
21.0,0.07085880637168884,0.5333333333333333,9.148147583007812,0.970634937286377,9.425110816955566,2.01859974861145,llama
22.0,0.05295918881893158,0.39999999999999997,10.072388648986816,0.970634937286377,10.377361297607422,2.1129932403564453,llama
23.0,0.06950990110635757,0.5333333333333333,9.813166618347168,0.970634937286377,10.110275268554688,2.1260557174682617,llama
24.0,0.08781403303146362,0.6666666666666666,9.176125526428223,0.970634937286377,9.45391845703125,2.0346577167510986,llama
25.0,0.07112504541873932,0.5999999999999999,10.480748176574707,0.970634937286377,10.798076629638672,2.1131393909454346,llama
26.0,0.068421371281147,0.5333333333333333,11.302809715270996,0.970634937286377,11.645068168640137,2.2842087745666504,llama
27.0,0.057124193757772446,0.39999999999999997,9.281923294067383,0.970634937286377,9.562882423400879,1.9726544618606567,llama
28.0,0.0688481256365776,0.5333333333333333,9.866644859313965,0.970634937286377,10.165393829345703,2.09936785697937,llama
29.0,0.07558324933052063,0.5333333333333333,9.97507381439209,0.970634937286377,10.277018547058105,2.1629579067230225,llama
30.0,0.09171051532030106,0.6666666666666666,8.70419979095459,0.970634937286377,8.967745780944824,2.108053684234619,llama
31.0,0.06176702305674553,0.46666666666666673,8.248814582824707,0.970634937286377,8.498530387878418,2.0381999015808105,llama
32.0,0.07789511978626251,0.5999999999999999,9.696772575378418,0.970634937286377,9.990352630615234,2.109626531600952,llama
33.0,0.07091066986322403,0.5333333333333333,10.041754722595215,0.970634937286377,10.34584903717041,2.0848495960235596,llama
34.0,0.06533261388540268,0.46666666666666673,9.855026245117188,0.970634937286377,10.153388023376465,2.1533515453338623,llama
35.0,0.07575458288192749,0.5333333333333333,9.235527038574219,0.970634937286377,9.515080451965332,2.045247793197632,llama
36.0,0.07428187131881714,0.5999999999999999,10.14810848236084,0.970634937286377,10.455391883850098,2.112828016281128,llama
37.0,0.07727264612913132,0.6666666666666666,10.611096382141113,0.970634937286377,10.932354927062988,2.088190793991089,llama
38.0,0.07794105261564255,0.6666666666666666,10.193042755126953,0.970634937286377,10.501603126525879,2.0767557621002197,llama
39.0,0.08615446090698242,0.6666666666666666,10.087903022766113,0.970634937286377,10.39328670501709,2.237211227416992,llama
40.0,0.06844071298837662,0.5333333333333333,9.355158805847168,0.970634937286377,9.63846492767334,2.0391342639923096,llama
41.0,0.07252199202775955,0.5999999999999999,10.303478240966797,0.970634937286377,10.615482330322266,2.134329080581665,llama
42.0,0.08559739589691162,0.6666666666666666,9.975375175476074,0.970634937286377,10.277425765991211,2.016791343688965,llama
43.0,0.06275857239961624,0.5333333333333333,10.190033912658691,0.970634937286377,10.498594284057617,2.1746482849121094,llama
44.0,0.07148385792970657,0.5333333333333333,9.998489379882812,0.970634937286377,10.30123233795166,1.9944696426391602,llama
45.0,0.08110743016004562,0.5999999999999999,10.291346549987793,0.970634937286377,10.60299015045166,2.1777939796447754,llama
46.0,0.0763038620352745,0.5333333333333333,10.071778297424316,0.970634937286377,10.376622200012207,2.083355188369751,llama
47.0,0.09902819246053696,0.7333333333333333,8.494933128356934,0.970634937286377,8.75207805633545,1.9512462615966797,llama
48.0,0.08744174987077713,0.6666666666666666,10.419532775878906,0.970634937286377,10.73498821258545,2.0830440521240234,llama
49.0,0.0663076639175415,0.5333333333333333,10.344094276428223,0.970634937286377,10.6572847366333,2.084165573120117,llama
0.0,0.034784410148859024,0.5996874999999998,10.833892822265625,0.9856295585632324,10.991925239562988,2.0054988861083984,gemma
1.0,0.05818570777773857,0.6399999999999999,14.119133949279785,0.9856295585632324,14.325051307678223,2.1093852519989014,gemma
2.0,0.0500362329185009,0.5999999999999999,11.419276237487793,0.9856295585632324,11.58583927154541,2.0243473052978516,gemma
3.0,0.0667181983590126,0.6399999999999999,12.541365623474121,0.9856295585632324,12.724276542663574,2.083139419555664,gemma
4.0,0.04594358429312706,0.5997916666666665,15.538811683654785,0.9856295585632324,15.765408515930176,2.153031587600708,gemma
5.0,0.036043066531419754,0.5600000000000002,13.450691223144531,0.9856295585632324,13.646885871887207,2.115931510925293,gemma
6.0,0.032612431794404984,0.5199999999999999,14.82773208618164,0.9856295585632324,15.043968200683594,2.186030626296997,gemma
7.0,0.030532484874129295,0.4400000000000001,13.367924690246582,0.9856295585632324,13.562881469726562,2.07670521736145,gemma
