task,model,horizon,null_index,balanced_accuracy
lexical_category,qwen,0.75,100,0.5811728395061728
lexical_category,qwen,0.75,101,0.5944444444444444
lexical_category,qwen,0.75,102,0.6077160493827161
lexical_category,qwen,0.75,103,0.5950617283950618
lexical_category,qwen,0.75,104,0.6515432098765432
lexical_category,qwen,0.75,105,0.605246913580247
lexical_category,qwen,0.75,106,0.5429012345679013
lexical_category,qwen,0.75,107,0.6040123456790123
lexical_category,qwen,0.75,108,0.6166666666666667
lexical_category,qwen,0.75,109,0.5811728395061728
lexical_category,qwen,0.75,110,0.617283950617284
lexical_category,qwen,0.75,111,0.6388888888888888
lexical_category,qwen,0.75,112,0.6061728395061728
lexical_category,qwen,0.75,113,0.587037037037037
lexical_category,qwen,0.75,114,0.6046296296296296
lexical_category,qwen,0.75,115,0.6518518518518519
lexical_category,qwen,0.75,116,0.6015432098765432
lexical_category,qwen,0.75,117,0.5694444444444444
lexical_category,qwen,0.75,118,0.6083333333333334
lexical_category,qwen,0.75,119,0.6296296296296297
lexical_category,qwen,0.75,120,0.6570987654320988
lexical_category,qwen,0.75,121,0.5842592592592593
lexical_category,qwen,0.75,122,0.6185185185185185
lexical_category,qwen,0.75,123,0.6540123456790123
lexical_category,qwen,0.75,124,0.5944444444444444
lexical_category,qwen,0.75,125,0.5734567901234567
lexical_category,qwen,0.75,126,0.6098765432098765
lexical_category,qwen,0.75,127,0.6697530864197531
lexical_category,qwen,0.75,128,0.5922839506172839
lexical_category,qwen,0.75,129,0.586111111111111
lexical_category,qwen,0.75,130,0.5895061728395061
lexical_category,qwen,0.75,131,0.586111111111111
lexical_category,qwen,0.75,132,0.6253086419753087
lexical_category,qwen,0.75,133,0.6145061728395063
lexical_category,qwen,0.75,134,0.6151234567901234
lexical_category,qwen,0.75,135,0.6348765432098765
lexical_category,qwen,0.75,136,0.6197530864197531
lexical_category,qwen,0.75,137,0.6104938271604938
lexical_category,qwen,0.75,138,0.6496913580246914
lexical_category,qwen,0.75,139,0.5567901234567901
lexical_category,qwen,0.75,140,0.6290123456790123
lexical_category,qwen,0.75,141,0.612037037037037
lexical_category,qwen,0.75,142,0.5916666666666667
lexical_category,qwen,0.75,143,0.578395061728395
lexical_category,qwen,0.75,144,0.5537037037037037
lexical_category,qwen,0.75,145,0.5657407407407408
