revision,training_step,candidate_pair_accuracy,candidate_margin_mean,candidate_coordinate_first_mean,candidate_coordinate_final_mean,candidate_coordinate_progress_mean,native_mean_prompt_spearman,shuffle_mean,shuffle_q95,shuffle_q99,real_minus_shuffle_mean,empirical_p_upper
step0,0,0.4716981132075472,0.04248737943396229,-0.004132185596972704,0.0024245313834398985,0.006556716747581959,-0.012930465760654448,0.011560445522709675,0.041575405726349116,0.053445045520517216,-0.02449091128336412,0.88
step128,128,0.5283018867924528,0.029507619245283015,-0.0034428744111210108,0.0018616807647049427,0.005304556805640459,-0.018076263359282228,-0.008349687594970614,0.016901965958569725,0.023887056339886525,-0.009726575764311613,0.737
step1000,1000,0.6415094339622641,0.6459868783584906,-0.0032962076365947723,0.022425901144742966,0.02572210691869259,0.22192901438184456,0.0836276307974421,0.16946826758147512,0.1967409948542024,0.13830138358440247,0.001
step4000,4000,0.7735849056603774,2.910229950943396,-0.0023879259824752808,0.06029986962676048,0.06268779933452606,0.5863570391872278,0.1716476999495867,0.4132603245810791,0.4896186832035887,0.4147093392376411,0.001
step16000,16000,0.8301886792452831,2.916310438679246,-0.0016316133551299572,0.058122266083955765,0.05975387617945671,0.5888639662224568,0.21773402905478378,0.4233276157804459,0.5053437128908826,0.37112993716767306,0.001
step64000,64000,0.8113207547169812,3.3206810169811316,0.0008635140839032829,0.06166468560695648,0.06080116331577301,0.46615648502440954,0.17525428846183563,0.3504156221137352,0.40780050138540697,0.2909021965625739,0.001
step143000,143000,0.8490566037735849,3.1320754716981134,0.0004934548633173108,0.004102013073861599,0.003608557628467679,0.4178651537142103,0.04887312434482246,0.26697453489906314,0.33493600738883744,0.36899202936938785,0.001
