analysis,revision,null_index,final_accuracy,final_macro_f1,evidence_first_mean,evidence_final_mean,evidence_progress_mean,native_mean_prompt_spearman,shuffle_mean,shuffle_q95,shuffle_q99,real_minus_shuffle_mean,empirical_p_upper
final_metric_transfer,step143000,26,0.018867924528301886,0.01680672268907563,-31446.540713551658,-31446.542281349954,-0.0015677983017868167,-0.24950521176936277,-0.02279557682645161,0.10127985222324844,0.14490302150679507,-0.22670963494291116,1.0
within_checkpoint,step0,27,0.11320754716981132,0.11190476190476191,-2.8601467030879528e-05,-0.025079875960720525,-0.025051274493689654,-0.31204644412191584,-0.11894642426374843,-0.014909618683203634,0.0016334608787437043,-0.1931000198581674,1.0
within_checkpoint,step143000,27,0.1320754716981132,0.13605442176870747,-0.0007435416545910625,-0.002561055100503481,-0.0018175134459124177,-0.22311650613537407,-0.03337771433826322,0.08817785987597308,0.14514843646919115,-0.18973879179711084,1.0
final_metric_transfer,step0,27,0.11320754716981132,0.04081632653061224,-0.0003745819931171968,0.00023953579270752788,0.0006141177858247245,0.011215199894445173,0.002426961260580472,0.053305185380657066,0.06755508642301093,0.0087882386338647,0.4
final_metric_transfer,step143000,27,0.1320754716981132,0.13605442176870747,-0.0007435416545910625,-0.002561055100503481,-0.0018175134459124177,-0.22311650613537407,-0.03337771433826322,0.08817785987597308,0.14514843646919115,-0.18973879179711084,1.0
within_checkpoint,step0,28,0.07547169811320754,0.03940886699507389,-31446.540425113417,-31446.565174568535,-0.02474945512809757,-0.2440955271143951,-0.06307700304269773,0.04249901042353872,0.05504156221137354,-0.18101852407169738,1.0
within_checkpoint,step143000,28,0.07547169811320754,0.04395604395604396,-31446.539469490046,-31446.543574569125,-0.00410507907841683,-0.16057527378282094,-0.03878606623032009,0.03856709328407442,0.06185512600606931,-0.12178920755250085,0.99
final_metric_transfer,step0,28,0.16981132075471697,0.11094297007340484,-31446.538611356722,-31446.538315817008,0.000295539716257278,0.10687425781765404,0.01332629634516427,0.08276817522100541,0.10084179970972411,0.09354796147248977,0.02
final_metric_transfer,step143000,28,0.07547169811320754,0.04395604395604396,-31446.539469490046,-31446.543574569125,-0.00410507907841683,-0.16057527378282094,-0.03878606623032009,0.03856709328407442,0.06185512600606931,-0.12178920755250085,0.99
within_checkpoint,step0,29,0.05660377358490566,0.05042016806722689,-0.0031329350023560883,-0.08211257472327009,-0.07897963972091396,-0.4983507058978757,-0.18991738202715905,-0.029766459955139223,0.01126269956458624,-0.30843332387071665,1.0
within_checkpoint,step143000,29,0.0,0.0,-0.0008488349269743534,-0.0030423461304704747,-0.0021935112034961214,-0.34476843910806176,-0.035331544765507025,0.12442274706425643,0.16264678717508885,-0.3094368943425547,1.0
final_metric_transfer,step0,29,0.07547169811320754,0.03088803088803089,0.0015823987876432363,-0.0006631340475734112,-0.0022455328352166477,-0.11980472357830849,-0.01920244801891457,0.0409288824383164,0.04716717245019132,-0.10060227555939391,1.0
final_metric_transfer,step143000,29,0.0,0.0,-0.0008488349269743534,-0.0030423461304704747,-0.0021935112034961214,-0.34476843910806176,-0.035331544765507025,0.12442274706425643,0.16264678717508885,-0.3094368943425547,1.0
within_checkpoint,step0,30,0.0,0.0,-0.00017962138291547044,-0.07261705396946261,-0.07243743258654714,-0.5541628183137617,-0.21832922175975353,-0.04942604565246077,0.0076896688217442085,-0.33583359655400813,1.0
