analysis,revision,null_index,final_accuracy,final_macro_f1,evidence_first_mean,evidence_final_mean,evidence_progress_mean,native_mean_prompt_spearman,shuffle_mean,shuffle_q95,shuffle_q99,real_minus_shuffle_mean,empirical_p_upper
within_checkpoint,step0,51,0.1509433962264151,0.1142857142857143,47169.80154849075,47169.78587072025,-0.015677770494213133,-0.31759092285519397,-0.1216156454093018,-0.017898543626692694,0.0152495819880364,-0.19597527744589216,1.0
within_checkpoint,step143000,51,0.11320754716981132,0.09523809523809523,47169.81155025666,47169.80741312761,-0.004137129050135941,-0.3538843235352555,-0.04546326383392049,0.10874166994068296,0.14867599490480027,-0.30842105970133504,1.0
final_metric_transfer,step0,51,0.16981132075471697,0.1111870585554796,47169.8106855082,47169.81155732978,0.0008718215822253199,0.041637226726591904,-0.0072507036385541105,0.07672366110961651,0.0975514748537551,0.048887930365146014,0.19
final_metric_transfer,step143000,51,0.11320754716981132,0.09523809523809523,47169.81155025666,47169.80741312761,-0.004137129050135941,-0.3538843235352555,-0.04546326383392049,0.10874166994068296,0.14867599490480027,-0.30842105970133504,1.0
within_checkpoint,step0,52,0.18867924528301888,0.17813765182186234,-31446.531535800546,-31446.55161475488,-0.02007895433156733,-0.20530412983243174,-0.07662453803105604,-0.006504815938778219,0.009576461274574467,-0.1286795918013757,1.0
within_checkpoint,step143000,52,0.1509433962264151,0.12197159565580618,-31446.538801180326,-31446.543119975056,-0.004318794729563338,-0.1399920833883098,-0.0360365763453242,0.037155297532656006,0.04858160707217304,-0.10395550704298559,1.0
final_metric_transfer,step0,52,0.1509433962264151,0.09257634257634259,-31446.540019993252,-31446.53963094445,0.0003890488015115892,0.13009631877556407,0.005522969502386312,0.08411399920833876,0.11283282754980867,0.12457334927317776,0.01
final_metric_transfer,step143000,52,0.1509433962264151,0.12197159565580618,-31446.538801180326,-31446.543119975056,-0.004318794729563338,-0.1399920833883098,-0.0360365763453242,0.037155297532656006,0.04858160707217304,-0.10395550704298559,1.0
within_checkpoint,step0,53,0.18867924528301888,0.2403846153846154,0.006608996248312991,0.04625375147863034,0.03964475523031736,-0.016229053964903012,-0.01337960686159657,0.00799577780709855,0.013257685710515886,-0.0028494471033064413,0.6
within_checkpoint,step143000,53,0.18867924528301888,0.18115942028985504,-0.00192333838602834,0.001976188389650248,0.003899526775678588,0.09829792848660775,0.03681490988523578,0.10364164137749042,0.11388309803404142,0.061483018601371967,0.07
final_metric_transfer,step0,53,0.05660377358490566,0.026785714285714284,-0.00041698116210265776,0.0023224075671526524,0.0027393887292553104,0.23604697189602852,0.041943381566023084,0.16842591370893256,0.19636363636363632,0.19410359033000543,0.01
final_metric_transfer,step143000,53,0.18867924528301888,0.18115942028985504,-0.00192333838602834,0.001976188389650248,0.003899526775678588,0.09829792848660775,0.03681490988523578,0.10364164137749042,0.11388309803404142,0.061483018601371967,0.07
within_checkpoint,step0,54,0.11320754716981132,0.1476190476190476,-3.61790390179036e-05,-0.032699300751299426,-0.03266312171228152,-0.4797466684259136,-0.1657530576913081,0.005779126533843493,0.027615780445968807,-0.3139936107346055,1.0
within_checkpoint,step143000,54,0.09433962264150944,0.11224489795918367,-0.00206032862336416,-2.6223694489445152e-05,0.0020341049288747147,-0.09737432378941817,0.03952708240872906,0.13937194880591106,0.18714870035624742,-0.13690140619814722,0.98
final_metric_transfer,step0,54,0.11320754716981132,0.03007518796992481,-0.0008782591446798262,7.965503163820789e-05,0.0009579141763180343,0.10040902493732683,0.04458758318106517,0.1120332497690988,0.13350310067291188,0.05582144175626166,0.15
final_metric_transfer,step143000,54,0.09433962264150944,0.11224489795918367,-0.00206032862336416,-2.6223694489445152e-05,0.0020341049288747147,-0.09737432378941817,0.03952708240872906,0.13937194880591106,0.18714870035624742,-0.13690140619814722,0.98
within_checkpoint,step0,55,0.18867924528301888,0.17791732077446362,0.005884283608051553,0.09168071472624768,0.08579643111819613,0.3891014645731627,0.17053501101528545,0.30114790869507846,0.32627523419976245,0.21856645355787724,0.01
within_checkpoint,step143000,55,0.18867924528301888,0.16912611198325483,0.0005032154233736349,0.005308049095454711,0.004804833672081076,0.32194220873466156,0.06904244983147215,0.22179707085367462,0.26090513260324577,0.2528997589031894,0.01
final_metric_transfer,step0,55,0.1509433962264151,0.06272425249169435,-0.00015815084635633858,0.0019882684220911577,0.0021464192684474965,0.20345692043805252,0.0372613854603563,0.14734133790737555,0.18617759598891673,0.16619553497769624,0.01
final_metric_transfer,step143000,55,0.18867924528301888,0.16912611198325483,0.0005032154233736349,0.005308049095454711,0.004804833672081076,0.32194220873466156,0.06904244983147215,0.22179707085367462,0.26090513260324577,0.2528997589031894,0.01
within_checkpoint,step0,56,0.16981132075471697,0.12414965986394558,-0.004302511819131771,-0.028823780936136172,-0.0245212691170044,-0.2641509433962264,-0.12217970708536748,-0.03732682411927696,-0.03190130624092891,-0.14197123631085895,1.0
within_checkpoint,step143000,56,0.1320754716981132,0.08333333333333334,3.497405349594845e-05,-0.003688813692122666,-0.0037237877456186143,-0.23419976250164928,-0.03671895095565765,0.08977437656682936,0.14819105422879003,-0.19748081154599162,1.0
final_metric_transfer,step0,56,0.1320754716981132,0.10162710852366026,-0.0031559606775697353,-0.001123317066809627,0.0020326436107601076,0.05238158068346747,0.03189301645562366,0.06123499142367066,0.06627523419976246,0.020488564227843807,0.18
final_metric_transfer,step143000,56,0.1320754716981132,0.08333333333333334,3.497405349594845e-05,-0.003688813692122666,-0.0037237877456186143,-0.23419976250164928,-0.03671895095565765,0.08977437656682936,0.14819105422879003,-0.19748081154599162,1.0
within_checkpoint,step0,57,0.20754716981132076,0.15682062298603652,-9433.967994942024,-9433.97241030808,-0.0044153660569957315,-0.17456128776883495,-0.06093525304503006,0.006729119936667103,0.024718300567357132,-0.11362603472380489,1.0
within_checkpoint,step143000,57,0.07547169811320754,0.07653061224489796,-9433.96278859526,-9433.965918139658,-0.003129544406497618,-0.13880459163478032,-0.03215557074905274,0.028710911729779645,0.03226019263755099,-0.10664902088572759,1.0
final_metric_transfer,step0,57,0.09433962264150944,0.06278454757583615,-9433.96449856878,-9433.96545442351,-0.0009558547326150718,-0.09460350969784932,-0.028421169072970102,0.03261644016360997,0.04354664203720803,-0.06618234062487922,0.95
final_metric_transfer,step143000,57,0.07547169811320754,0.07653061224489796,-9433.96278859526,-9433.965918139658,-0.003129544406497618,-0.13880459163478032,-0.03215557074905274,0.028710911729779645,0.03226019263755099,-0.10664902088572759,1.0
within_checkpoint,step0,58,0.03773584905660377,0.03571428571428571,-9433.953923814668,-9434.000347978228,-0.04642416355863248,-0.38989312574218243,-0.15301584255272077,-0.03331574086291074,0.012141443462198098,-0.23687728318946166,1.0
within_checkpoint,step143000,58,0.03773584905660377,0.04081632653061224,-9433.961866589418,-9433.962267881081,-0.00040129166467293607,-0.19804723578308484,-0.010456857798195704,0.10864230109513123,0.14412191582002895,-0.18759037798488915,1.0
final_metric_transfer,step0,58,0.16981132075471697,0.10139301742728915,-9433.96080699334,-9433.961039650083,-0.00023265674039647994,0.07454809341601795,0.0042381860563678745,0.07444253859348197,0.0798759730835202,0.07030990735965008,0.06
final_metric_transfer,step143000,58,0.03773584905660377,0.04081632653061224,-9433.961866589418,-9433.962267881081,-0.00040129166467293607,-0.19804723578308484,-0.010456857798195704,0.10864230109513123,0.14412191582002895,-0.18759037798488915,1.0
within_checkpoint,step0,59,0.18867924528301888,0.20170940170940171,-31446.543852563183,-31446.519985413524,0.023867149640107103,-0.015173505739543482,0.021222916591698757,0.05331837973347407,0.06569468267581473,-0.03639642233124224,0.95
within_checkpoint,step143000,59,0.11320754716981132,0.09013605442176871,-31446.541548770216,-31446.541533989857,1.4780356769175925e-05,0.07362448871882835,-0.012779863551733191,0.03644280248053832,0.049879931389365334,0.08640435227056154,0.01
final_metric_transfer,step0,59,0.05660377358490566,0.03741496598639455,-31446.540694600124,-31446.54125736413,-0.0005627640145826215,-0.09552711439503891,-0.04046401473502674,0.021124158860007913,0.03373532128249109,-0.055063099660012174,0.96
final_metric_transfer,step143000,59,0.11320754716981132,0.09013605442176871,-31446.541548770216,-31446.541533989857,1.4780356769175925e-05,0.07362448871882835,-0.012779863551733191,0.03644280248053832,0.049879931389365334,0.08640435227056154,0.01
within_checkpoint,step0,60,0.07547169811320754,0.08163265306122448,-0.006879886533641353,-0.010234115355630855,-0.0033542288219895046,-0.19263755112811717,-0.0800963854137096,-0.002150679509170078,0.01793112547829527,-0.11254116571440757,1.0
within_checkpoint,step143000,60,0.07547169811320754,0.09157509157509157,0.00011759217320764894,-0.0015765612215609055,-0.0016941533947685541,-0.2243039978889035,-0.0517112009393313,0.03855389893125737,0.0850798258345427,-0.17259279694957222,1.0
final_metric_transfer,step0,60,0.09433962264150944,0.05519480519480519,-0.00309868602376551,-0.0024224778389265473,0.0006762081848389629,-0.08536746272595332,-0.0010235619155001653,0.07844042749703124,0.0902440955271143,-0.08434390081045315,0.99
final_metric_transfer,step143000,60,0.07547169811320754,0.09157509157509157,0.00011759217320764894,-0.0015765612215609055,-0.0016941533947685541,-0.2243039978889035,-0.0517112009393313,0.03855389893125737,0.0850798258345427,-0.17259279694957222,1.0
within_checkpoint,step0,61,0.03773584905660377,0.04395604395604396,0.0024533006727940577,-0.009874772937676713,-0.012328073610470775,-0.17561683599419448,-0.0785130630756703,-0.024910938118485295,-0.014373927958833618,-0.09710377291852418,1.0
within_checkpoint,step143000,61,0.11320754716981132,0.1173469387755102,-0.0003817416685951296,0.0005606158858740994,0.0009423575544692295,-0.13590183401504158,-0.010603461718384532,0.06744953160047497,0.10240664995381973,-0.12529837229665705,1.0
final_metric_transfer,step0,61,0.18867924528301888,0.08558139534883721,0.0011029105480394746,0.0011565855353434062,5.367498730393137e-05,0.04037471962000264,0.01395669320197622,0.06578704314553369,0.07820029027576195,0.026418026418026423,0.28
final_metric_transfer,step143000,61,0.11320754716981132,0.1173469387755102,-0.0003817416685951296,0.0005606158858740994,0.0009423575544692295,-0.13590183401504158,-0.010603461718384532,0.06744953160047497,0.10240664995381973,-0.12529837229665705,1.0
within_checkpoint,step0,62,0.07547169811320754,0.06191950464396285,-0.0014327267345653405,-0.05299821372025369,-0.05156548698568836,-0.3937194880591108,-0.16189470906452041,-0.045111492281303595,0.007058978757091962,-0.23182477899459036,1.0
within_checkpoint,step143000,62,0.018867924528301886,0.01680672268907563,0.0003190822066587529,-0.0009940204273720268,-0.00131310263403078,-0.27734529621322074,-0.039132584587130044,0.08923340810133262,0.13299115978361245,-0.2382127116260907,1.0
final_metric_transfer,step0,62,0.1320754716981132,0.03636363636363636,-0.0014579115806186464,0.000425732394016539,0.0018836439746351852,0.08615912389497296,0.023873782021294882,0.0948673967541892,0.10381580683467474,0.06228534187367808,0.1
final_metric_transfer,step143000,62,0.018867924528301886,0.01680672268907563,0.0003190822066587529,-0.0009940204273720268,-0.00131310263403078,-0.27734529621322074,-0.039132584587130044,0.08923340810133262,0.13299115978361245,-0.2382127116260907,1.0
within_checkpoint,step0,63,0.2830188679245283,0.23333333333333334,-9433.95453885638,-9433.872918378234,0.08162047815129242,0.10964507190922286,0.0567717017116674,0.09592294497954876,0.10328803272199495,0.05287337019755546,0.01
within_checkpoint,step143000,63,0.32075471698113206,0.25510204081632654,-9433.96141356994,-9433.952744873675,0.00866869625903021,0.35915028367858554,0.06031018723986134,0.22905396490302135,0.29294102124290805,0.2988400964387242,0.01
final_metric_transfer,step0,63,0.16981132075471697,0.04285714285714286,-9433.96067180762,-9433.961435241321,-0.0007634337061722738,0.0688745217047104,0.013247663333426626,0.08651537142103179,0.10046444121915814,0.05562685837128377,0.1
final_metric_transfer,step143000,63,0.32075471698113206,0.25510204081632654,-9433.96141356994,-9433.952744873675,0.00866869625903021,0.35915028367858554,0.06031018723986134,0.22905396490302135,0.29294102124290805,0.2988400964387242,0.01
within_checkpoint,step0,64,0.11320754716981132,0.09285714285714286,0.0008092004953312176,0.011689779987758822,0.010880579492427603,-0.14553371157144743,-0.046208222880607094,0.016651273255046836,0.02942868452302409,-0.09932548869084033,1.0
within_checkpoint,step143000,64,0.11320754716981132,0.12872841444270017,0.00036326228179894924,-0.0006232410914900026,-0.000986503373288952,-0.18287373004354146,-0.07178127761318157,0.021031798390288937,0.061913181158464135,-0.1110924524303599,0.93
final_metric_transfer,step0,64,0.05660377358490566,0.02316602316602317,-0.0013675133216712796,-0.0007526413066535675,0.0006148720150177117,0.030742842063596773,0.02751089200488857,0.061195408365219674,0.07186700092360465,0.0032319500587082023,0.46
final_metric_transfer,step143000,64,0.11320754716981132,0.12872841444270017,0.00036326228179894924,-0.0006232410914900026,-0.000986503373288952,-0.18287373004354146,-0.07178127761318157,0.021031798390288937,0.061913181158464135,-0.1110924524303599,0.93
within_checkpoint,step0,65,0.2641509433962264,0.20804988662131518,0.0029023092171140334,0.09139473509668236,0.08849242587956829,0.09341601794431979,0.01902119226304475,0.07431059506531207,0.08341469850903811,0.07439482568127505,0.01
within_checkpoint,step143000,65,0.1509433962264151,0.17726133515607198,-0.0006282240312109626,0.004601312239461437,0.005229536270672399,0.07256894049346879,0.04443031715758988,0.08148832299775695,0.09005145797598627,0.02813862333587891,0.09
final_metric_transfer,step0,65,0.09433962264150944,0.032467532467532464,-2.441522859751947e-05,-0.0016122452463057805,-0.0015878300177082608,-0.15345032326164404,-0.03341902998849826,0.0676474468927299,0.08208206887452164,-0.12003129327314578,0.99
final_metric_transfer,step143000,65,0.1509433962264151,0.17726133515607198,-0.0006282240312109626,0.004601312239461437,0.005229536270672399,0.07256894049346879,0.04443031715758988,0.08148832299775695,0.09005145797598627,0.02813862333587891,0.09
within_checkpoint,step0,66,0.16981132075471697,0.1295238095238095,-0.003075321362729204,-0.006161226133531414,-0.003085904770802208,-0.16347803140255968,-0.06472696352627741,-0.009262435677530026,0.0028077582794563366,-0.09875106787628227,1.0
within_checkpoint,step143000,66,0.1509433962264151,0.14661654135338345,0.0004628628496115398,0.003581622324123804,0.003118759474512264,-0.019131811584641768,0.0057108890728101705,0.08809869375907112,0.10444913576989044,-0.02484270065745194,0.61
final_metric_transfer,step0,66,0.1509433962264151,0.09045918367346939,0.001118553562407575,4.725971023906531e-05,-0.001071293852168509,-0.00026388705633988754,0.00030120441784249635,0.049861459295421545,0.05544530940757352,-0.0005650914741823839,0.52
final_metric_transfer,step143000,66,0.1509433962264151,0.14661654135338345,0.0004628628496115398,0.003581622324123804,0.003118759474512264,-0.019131811584641768,0.0057108890728101705,0.08809869375907112,0.10444913576989044,-0.02484270065745194,0.61
within_checkpoint,step0,67,0.2641509433962264,0.2387218045112782,-9433.958495499015,-9433.91436318663,0.044132312380186355,-0.11426309539517085,-0.0406159497068588,0.021533183797334737,0.036793772265470356,-0.07364714568831204,0.96
within_checkpoint,step143000,67,0.18867924528301888,0.17857142857142858,-9433.962592452244,-9433.963241989277,-0.0006495370233122372,-0.04288164665523156,-0.028582433385177814,0.025623433170602974,0.038801952764216864,-0.014299213270053745,0.6
final_metric_transfer,step0,67,0.1509433962264151,0.06722689075630252,-9433.960932452805,-9433.962143912098,-0.00121145929724586,-0.059770418260984316,-0.03966435698854224,0.018828341469850903,0.03034437260852353,-0.020106061272442077,0.7
final_metric_transfer,step143000,67,0.18867924528301888,0.17857142857142858,-9433.962592452244,-9433.963241989277,-0.0006495370233122372,-0.04288164665523156,-0.028582433385177814,0.025623433170602974,0.038801952764216864,-0.014299213270053745,0.6
within_checkpoint,step0,68,0.22641509433962265,0.23480392156862745,0.004442662775483838,0.04500690237960299,0.04056423960411913,0.20781105686766066,0.08234075815550944,0.16867660641245552,0.17592822272067551,0.1254702987121512,0.01
within_checkpoint,step143000,68,0.24528301886792453,0.24436090225563908,-0.0014882484540300405,0.003801361563862903,0.005289610017892943,0.25016492941021246,0.07056979612725753,0.2113339490697981,0.2509038131679641,0.17959513328295493,0.03
final_metric_transfer,step0,68,0.11320754716981132,0.029055690072639227,-0.0007708445363506833,0.0008763153937020742,0.0016471599300527577,0.03193033381712625,0.028090643871089838,0.07138144873993932,0.0939226810924924,0.0038396899460364092,0.44
final_metric_transfer,step143000,68,0.24528301886792453,0.24436090225563908,-0.0014882484540300405,0.003801361563862903,0.005289610017892943,0.25016492941021246,0.07056979612725753,0.2113339490697981,0.2509038131679641,0.17959513328295493,0.03
within_checkpoint,step0,69,0.1320754716981132,0.12212885154061626,0.008030022796865412,0.0022975100625726047,-0.005732512734292807,-0.23710252012138805,-0.07386038775404127,0.0014777675155033215,0.03666446760786378,-0.16324213236734678,1.0
within_checkpoint,step143000,69,0.16981132075471697,0.15485829959514172,0.0017410744167043926,0.0006044849886308431,-0.0011365894280735494,-0.048027444253859373,0.006220004504738638,0.04968993270880063,0.05591238949729513,-0.054247448758598014,0.98
final_metric_transfer,step0,69,0.18867924528301888,0.13328627893845285,0.0004014533211645074,0.00132012972627545,0.0009186764051109429,0.1431587280643884,0.024253619450875022,0.11064784272331442,0.13503364559968314,0.11890510861351337,0.02
final_metric_transfer,step143000,69,0.16981132075471697,0.15485829959514172,0.0017410744167043926,0.0006044849886308431,-0.0011365894280735494,-0.048027444253859373,0.006220004504738638,0.04968993270880063,0.05591238949729513,-0.054247448758598014,0.98
within_checkpoint,step0,70,0.09433962264150944,0.1090909090909091,0.005102319041652123,-0.03491436823704064,-0.04001668728392666,-0.3963583586225096,-0.16624351444248525,-0.03701015965166912,-0.009584377886264817,-0.23011484418002437,1.0
within_checkpoint,step143000,70,0.05660377358490566,0.05054945054945055,-0.0013840692465289794,-0.0023176616091088987,-0.0009335923692794152,-0.1657210713814487,0.010903333373316218,0.09911597836126133,0.14470774508510356,-0.17662440475476493,1.0
final_metric_transfer,step0,70,0.1509433962264151,0.07756948933419523,0.0005963570591585066,0.0013230635727049674,0.0007267065130326699,0.0981659849584378,0.01784569537571253,0.07822931785195934,0.10525399129172706,0.08032028958272527,0.03
final_metric_transfer,step143000,70,0.05660377358490566,0.05054945054945055,-0.0013840692465289794,-0.0023176616091088987,-0.0009335923692794152,-0.1657210713814487,0.010903333373316218,0.09911597836126133,0.14470774508510356,-0.17662440475476493,1.0
within_checkpoint,step0,71,0.49056603773584906,0.4887755102040816,0.008460900311239023,0.14684478691735525,0.13838388660611622,0.34397677793904213,0.1398508105197642,0.25242116374191836,0.30028235915028373,0.20412596741927794,0.01
within_checkpoint,step143000,71,0.39622641509433965,0.41351386708529564,0.0020410895682004527,0.00786454131765792,0.005823451749457466,0.3375115450587149,0.033251101861736514,0.22165193297268762,0.29468267581475127,0.30426044319697837,0.01
final_metric_transfer,step0,71,0.11320754716981132,0.05341614906832298,0.0016006298234384753,-0.0008075092886250024,-0.0024081391120634767,-0.024409552711439512,-0.02649532666685326,0.025478295289616024,0.04635440031666443,0.002085773955413747,0.53
final_metric_transfer,step143000,71,0.39622641509433965,0.41351386708529564,0.0020410895682004527,0.00786454131765792,0.005823451749457466,0.3375115450587149,0.033251101861736514,0.22165193297268762,0.29468267581475127,0.30426044319697837,0.01
within_checkpoint,step0,72,0.16981132075471697,0.17519990452321282,0.010545843298109854,0.07029964966555738,0.05975380636744752,0.13524211637419184,0.04041203698150525,0.10796938910146457,0.12817258213484625,0.09483007939268659,0.02
within_checkpoint,step143000,72,0.24528301886792453,0.20041862899005755,-0.001651901077573564,0.0034549694785029647,0.005106870556076529,0.13207547169811323,0.07435351003104004,0.11782557065575931,0.12724897743765665,0.05772196166707319,0.01
final_metric_transfer,step0,72,0.09433962264150944,0.047619047619047616,-0.0005306161291395995,-0.001452778746007743,-0.0009221626168681435,-0.07731890750758676,0.008790904159686318,0.07533975458503758,0.08462066235651138,-0.08610981166727308,0.96
final_metric_transfer,step143000,72,0.24528301886792453,0.20041862899005755,-0.001651901077573564,0.0034549694785029647,0.005106870556076529,0.13207547169811323,0.07435351003104004,0.11782557065575931,0.12724897743765665,0.05772196166707319,0.01
within_checkpoint,step0,73,0.2641509433962264,0.22850165707308565,-31446.52772032753,-31446.458041229896,0.06967909763389428,0.1006729119936667,0.034194698002588224,0.08250428816466547,0.09452698245151069,0.06647821399107848,0.02
within_checkpoint,step143000,73,0.2641509433962264,0.23151260504201682,-31446.53970593798,-31446.532936980326,0.006768957661555864,0.14632537274046706,0.01599582045551171,0.10667634252539912,0.13634516426969256,0.13032955228495535,0.01
final_metric_transfer,step0,73,0.1320754716981132,0.08440709617180206,-31446.54119512444,-31446.542457802916,-0.0012626784761955055,-0.049874653648238565,-0.042850993108282984,-0.004301359018340148,0.00365747460087078,-0.007023660539955581,0.61
final_metric_transfer,step143000,73,0.2641509433962264,0.23151260504201682,-31446.53970593798,-31446.532936980326,0.006768957661555864,0.14632537274046706,0.01599582045551171,0.10667634252539912,0.13634516426969256,0.13032955228495535,0.01
within_checkpoint,step0,74,0.18867924528301888,0.1917821309125657,-0.0032108869412031797,0.002124951821091227,0.0053358387622944115,-0.10595065312046445,-0.0673871582962492,-0.029766459955139202,-0.024005805515239474,-0.038563494824215255,0.99
within_checkpoint,step143000,74,0.1509433962264151,0.11253196930946292,-0.00047522065606453223,-0.0006768300096249251,-0.00020160935356039274,-0.17561683599419448,-0.0377398473453362,0.04660245414962389,0.09681752210054093,-0.13787698864885828,1.0
final_metric_transfer,step0,74,0.11320754716981132,0.06909635199108884,0.00047736218794902955,0.0010723833139889042,0.0005950211260398754,0.06320094999340284,0.033929478183337525,0.09220213748515635,0.11254255178783477,0.029271471810065314,0.26
final_metric_transfer,step143000,74,0.1509433962264151,0.11253196930946292,-0.00047522065606453223,-0.0006768300096249251,-0.00020160935356039274,-0.17561683599419448,-0.0377398473453362,0.04660245414962389,0.09681752210054093,-0.13787698864885828,1.0
within_checkpoint,step0,75,0.11320754716981132,0.11729323308270677,0.0037664826775824093,0.04504788031807316,0.041281397640490755,-0.14592954215595724,-0.04514334531487191,0.011267977305713143,0.01884945243435802,-0.10078619684108533,1.0
within_checkpoint,step143000,75,0.11320754716981132,0.16246498599439776,0.0012043007503243451,0.0006749418734181567,-0.0005293588769061888,-0.05607599947222587,0.024087024087024088,0.07865153714210316,0.09502045124686623,-0.08016302355924995,1.0
final_metric_transfer,step0,75,0.1509433962264151,0.03747072599531616,-0.0013282130778395772,-0.001709586309020007,-0.0003813732311804292,0.006069402295817396,-0.011816275967219363,0.04962396094471566,0.0734212956854466,0.01788567826303676,0.34
final_metric_transfer,step143000,75,0.11320754716981132,0.16246498599439776,0.0012043007503243451,0.0006749418734181567,-0.0005293588769061888,-0.05607599947222587,0.024087024087024088,0.07865153714210316,0.09502045124686623,-0.08016302355924995,1.0
within_checkpoint,step0,76,0.1509433962264151,0.15058750773036486,-31446.536687270993,-31446.518843294518,0.017843976470516762,-0.06452038527510229,-0.0005477655563418867,0.048489246602454135,0.07051326032458106,-0.0639726197187604,0.96
within_checkpoint,step143000,76,0.20754716981132076,0.21729323308270673,-31446.54349285729,-31446.536279299205,0.007213558084043917,0.26019263755112815,0.07870498093482657,0.19076395302810395,0.2192531996305581,0.18148765661630156,0.01
final_metric_transfer,step0,76,0.03773584905660377,0.02197802197802198,-31446.5407482781,-31446.541349981566,-0.0006017034558776767,-0.024277609183269575,-0.02725366876310272,0.0010951312838105264,0.0064810661037075805,0.0029760595798331464,0.43
final_metric_transfer,step143000,76,0.20754716981132076,0.21729323308270673,-31446.54349285729,-31446.536279299205,0.007213558084043917,0.26019263755112815,0.07870498093482657,0.19076395302810395,0.2192531996305581,0.18148765661630156,0.01
within_checkpoint,step0,77,0.18867924528301888,0.17012138188608777,0.007610776645873243,0.014545311319401438,0.006934534673528193,0.062145401768043285,0.02850779866217259,0.05760654439899722,0.06605093020187358,0.033637603105870696,0.05
within_checkpoint,step143000,77,0.0,0.0,0.0010791204457675028,-0.0008413631940375698,-0.0019204836398050728,-0.060430135901834006,-0.018174887814681982,0.04055944055944051,0.05516295025728987,-0.042255248087152024,0.83
final_metric_transfer,step0,77,0.1509433962264151,0.06637806637806638,0.0004717662107212793,-0.00019961379898996708,-0.0006713800097112461,0.034569204380525166,-0.00509115431928468,0.046048291331310186,0.05585697321546377,0.03966035869980985,0.14
final_metric_transfer,step143000,77,0.0,0.0,0.0010791204457675028,-0.0008413631940375698,-0.0019204836398050728,-0.060430135901834006,-0.018174887814681982,0.04055944055944051,0.05516295025728987,-0.042255248087152024,0.83
within_checkpoint,step0,78,0.16981132075471697,0.15210186638758066,0.005329983038176631,0.029468689607740624,0.024138706569564,-0.04340942076791133,0.014229909598691762,0.05136561551655891,0.061039715001979106,-0.05763933036660309,0.99
within_checkpoint,step143000,78,0.22641509433962265,0.18219461697722567,0.0002796304342397812,0.0046894709099864545,0.004409840475746673,0.10792980604301357,0.012420017565815167,0.09069798126401896,0.10469718960284997,0.0955097884771984,0.02
final_metric_transfer,step0,78,0.11320754716981132,0.029055690072639227,-0.0005002178011137622,-0.0004137551943179798,8.646260679578223e-05,-0.02309011742974007,0.012036181847502603,0.0614065180102916,0.07435017812376302,-0.03512629927724267,0.85
final_metric_transfer,step143000,78,0.22641509433962265,0.18219461697722567,0.0002796304342397812,0.0046894709099864545,0.004409840475746673,0.10792980604301357,0.012420017565815167,0.09069798126401896,0.10469718960284997,0.0955097884771984,0.02
within_checkpoint,step0,79,0.09433962264150944,0.11904761904761905,56603.77200360517,56603.76320537756,-0.008798227596473345,-0.11795751418392927,-0.04393986040641271,0.006834674759203057,0.012674495316004748,-0.07401765377751657,0.99
within_checkpoint,step143000,79,0.2830188679245283,0.2913165266106442,56603.774245303895,56603.775458955686,0.0012136517904260586,0.03641641377490434,0.008449716854519599,0.08753133658794032,0.10281039715001973,0.02796669692038474,0.37
final_metric_transfer,step0,79,0.1509433962264151,0.06859886811867603,56603.773670310664,56603.77387547002,0.00020515936210630474,5.2369010595526256e-18,-0.01242135032872597,0.03492545190658398,0.04072568940493467,0.012421350328725975,0.41
final_metric_transfer,step143000,79,0.2830188679245283,0.2913165266106442,56603.774245303895,56603.775458955686,0.0012136517904260586,0.03641641377490434,0.008449716854519599,0.08753133658794032,0.10281039715001973,0.02796669692038474,0.37
within_checkpoint,step0,80,0.18867924528301888,0.15476190476190474,-0.0019384966396944496,-0.004412884845996174,-0.002474388206301723,-0.14012402691647974,-0.06748311722582735,-0.01832695606280513,-0.0061934292122971316,-0.07264090969065239,1.0
within_checkpoint,step143000,80,0.1509433962264151,0.16059757236227826,-4.37796702341687e-05,0.0023236002891478457,0.002367379959382015,0.11663807890222982,0.03645506389931776,0.14099485420240135,0.1517007520781105,0.08018301500291206,0.12
final_metric_transfer,step0,80,0.07547169811320754,0.025974025974025976,0.000777410777931611,-0.0009407055876806939,-0.0017181163656123054,-0.036284470246734396,-0.03277663826548904,0.0014381844570523698,0.01196727800501384,-0.0035078319812453587,0.59
final_metric_transfer,step143000,80,0.1509433962264151,0.16059757236227826,-4.37796702341687e-05,0.0023236002891478457,0.002367379959382015,0.11663807890222982,0.03645506389931776,0.14099485420240135,0.1517007520781105,0.08018301500291206,0.12
within_checkpoint,step0,81,0.09433962264150944,0.07808340727595385,0.004761731192551724,-0.039685188095263765,-0.04444691928781548,-0.34938646259400974,-0.13421722169578088,-0.025847737168491886,0.013123103311782517,-0.21516924089822886,1.0
within_checkpoint,step143000,81,0.1320754716981132,0.1267454350161117,0.0006458620696964386,0.0012349427883383923,0.0005890807186419541,0.029027576197387515,0.033745556901646094,0.08386330650481592,0.09469059242644143,-0.004717980704258579,0.61
final_metric_transfer,step0,81,0.18867924528301888,0.11228803716608594,0.0027110567414877144,0.00034840553503241305,-0.002362651206455301,-0.019791529225491485,-0.0289182896387013,0.006689536878216119,0.01282491093811848,0.009126760413209815,0.35
