revision,training_step,final_accuracy,final_macro_f1,evidence_first_mean,evidence_final_mean,evidence_progress_mean,native_mean_prompt_spearman,shuffle_mean,shuffle_q95,shuffle_q99,real_minus_shuffle_mean,empirical_p_upper
step0,0,1.0,1.0,0.03906236344393111,0.5834804098239605,0.5444180463800296,0.9587016756828076,0.39831070019749265,0.7167304393719487,0.8217574877952236,0.5603909754853149,0.001
step128,128,0.9433962264150944,0.940630797773655,0.01711128157465363,0.08204028708980239,0.0649290055151488,0.5308088138276817,0.15287579438522833,0.4063992611162422,0.4804961076659189,0.3779330194424534,0.003
step1000,1000,1.0,1.0,0.025699802629980655,0.877109951158959,0.8514101485289783,0.9957778070985619,0.40166859034783564,0.7351629502572894,0.8485367462725952,0.5941092167507263,0.001
step4000,4000,1.0,1.0,0.007814387657826272,0.782664008927169,0.7748496212693426,0.9842987201477769,0.3524500882991449,0.7034569204380519,0.8249610766591898,0.6318486318486319,0.001
step16000,16000,1.0,1.0,0.00885315106358476,0.8887945634798624,0.8799414124162775,0.9850903813167966,0.4025813648455158,0.7287241060825963,0.8310489510489513,0.5825090164712807,0.001
step64000,64000,1.0,1.0,-0.0037062381850938094,1.070622278817354,1.0743285170024477,0.9431323393587545,0.3736299962715057,0.690368122443594,0.7963161366934952,0.5695023430872488,0.001
step143000,143000,1.0,1.0,-0.000915632843061547,0.034694128642924905,0.035609761485986456,0.8324317192241719,0.17005011344633988,0.5423406781897345,0.6694392400052775,0.662381605777832,0.001
