fit_revision,apply_revision,training_step,final_accuracy,final_macro_f1,evidence_first_mean,evidence_final_mean,evidence_progress_mean,native_mean_prompt_spearman,shuffle_mean,shuffle_q95,shuffle_q99,real_minus_shuffle_mean,empirical_p_upper
step143000,step0,0,0.16981132075471697,0.041474654377880185,0.0004137689961957326,-0.0003707948850605495,-0.0007845638812562823,0.002902757619738748,0.02122071933392688,0.08432510885341073,0.10129040770550193,-0.018317961714188133,0.68
step143000,step128,128,0.16981132075471697,0.041474654377880185,0.00014414852474137115,0.0006972186071984326,0.0005530700824570619,0.13194352816994329,0.04531447927674343,0.11599155561419712,0.1356643356643356,0.08662904889319986,0.017
step143000,step1000,1000,0.7169811320754716,0.7012987012987012,0.0017165935278542345,0.047774573301504634,0.0460579797736504,0.8227998416677663,0.3250457212721364,0.6142630953951704,0.7068293970180762,0.49775412039562994,0.001
step143000,step4000,4000,0.9622641509433962,0.9653061224489796,0.00026952787503076387,0.08875495647503936,0.0884854286000086,0.958305845098298,0.33205167167431315,0.6831244227470638,0.8020504024277607,0.6262541734239848,0.001
step143000,step16000,16000,1.0,1.0,7.689594365297113e-06,0.12128054506672205,0.12127285547235675,0.9675418920701941,0.3897301444471256,0.7108589523683861,0.8175247394115318,0.5778117476230685,0.001
step143000,step64000,64000,1.0,1.0,-0.001326050800270617,0.177285012808756,0.1786110636090266,0.9585697321546377,0.3793680208774548,0.7040902493732683,0.8084681356379468,0.5792017112771829,0.001
step143000,step143000,143000,1.0,1.0,-0.000915632843061547,0.034694128642924905,0.035609761485986456,0.8324317192241719,0.17005011344633988,0.5423406781897345,0.6694392400052775,0.662381605777832,0.001
