task,representation,null_index,future_alignment,leave_one_out_alignment
relation_graph,direction_only,90,-0.1640443056821823,-0.2606288492679596
relation_graph,direction_only,91,-0.16303016245365143,-0.25903788208961487
relation_graph,direction_only,92,-0.16441592574119568,-0.2624228000640869
relation_graph,direction_only,93,-0.16502147912979126,-0.2629357874393463
relation_graph,direction_only,94,-0.16301648318767548,-0.25898200273513794
relation_graph,direction_only,95,-0.16341151297092438,-0.2602614462375641
relation_graph,direction_only,96,-0.16419896483421326,-0.2612467408180237
relation_graph,direction_only,97,-0.16439048945903778,-0.2620096206665039
relation_graph,direction_only,98,-0.16402260959148407,-0.2612406611442566
relation_graph,direction_only,99,-0.16391122341156006,-0.26043450832366943
relation_graph,direction_only,100,-0.16374695301055908,-0.26065900921821594
relation_graph,direction_only,101,-0.16465991735458374,-0.2621726095676422
relation_graph,direction_only,102,-0.16353553533554077,-0.2597816586494446
relation_graph,direction_only,103,-0.16414442658424377,-0.26174771785736084
relation_graph,direction_only,104,-0.16396357119083405,-0.2613453269004822
relation_graph,direction_only,105,-0.16424795985221863,-0.2619371712207794
relation_graph,direction_only,106,-0.1639936864376068,-0.26068466901779175
relation_graph,direction_only,107,-0.16394993662834167,-0.26054632663726807
relation_graph,direction_only,108,-0.16336622834205627,-0.25992774963378906
relation_graph,direction_only,109,-0.16397422552108765,-0.2614746689796448
relation_graph,direction_only,110,-0.16454242169857025,-0.26168155670166016
relation_graph,direction_only,111,-0.16460609436035156,-0.2623319923877716
relation_graph,direction_only,112,-0.16396461427211761,-0.2612791061401367
relation_graph,direction_only,113,-0.1638375222682953,-0.2616349160671234
relation_graph,direction_only,114,-0.16356182098388672,-0.2596973776817322
relation_graph,direction_only,115,-0.16407951712608337,-0.2621319591999054
relation_graph,direction_only,116,-0.16388095915317535,-0.2606903910636902
relation_graph,direction_only,117,-0.16420215368270874,-0.26125961542129517
relation_graph,direction_only,118,-0.16370660066604614,-0.26087716221809387
relation_graph,direction_only,119,-0.16379129886627197,-0.26061534881591797
relation_graph,direction_only,120,-0.1632172018289566,-0.25976046919822693
relation_graph,direction_only,121,-0.16336095333099365,-0.25986340641975403
relation_graph,direction_only,122,-0.16404575109481812,-0.2604627311229706
relation_graph,direction_only,123,-0.16320976614952087,-0.2586023211479187
relation_graph,direction_only,124,-0.16430948674678802,-0.2610689103603363
relation_graph,direction_only,125,-0.16249904036521912,-0.25804537534713745
relation_graph,direction_only,126,-0.16470856964588165,-0.2629677951335907
relation_graph,direction_only,127,-0.16465763747692108,-0.2623906433582306
relation_graph,direction_only,128,-0.1640290915966034,-0.26131683588027954
relation_graph,direction_only,129,-0.16461409628391266,-0.2623606026172638
relation_graph,direction_only,130,-0.16387760639190674,-0.2605683207511902
relation_graph,direction_only,131,-0.16468152403831482,-0.2627391815185547
relation_graph,direction_only,132,-0.16485543549060822,-0.26309725642204285
relation_graph,direction_only,133,-0.16498194634914398,-0.26374322175979614
relation_graph,direction_only,134,-0.164066880941391,-0.2612306475639343
relation_graph,direction_only,135,-0.16458526253700256,-0.26197218894958496
relation_graph,direction_only,136,-0.16361504793167114,-0.25928208231925964
relation_graph,direction_only,137,-0.16469785571098328,-0.26284757256507874
relation_graph,direction_only,138,-0.16427196562290192,-0.26215896010398865
relation_graph,direction_only,139,-0.16388939321041107,-0.26042717695236206
relation_graph,direction_only,140,-0.1638949066400528,-0.26079609990119934
relation_graph,direction_only,141,-0.16375233232975006,-0.26053595542907715
relation_graph,direction_only,142,-0.1643446385860443,-0.2613317668437958
relation_graph,direction_only,143,-0.16339339315891266,-0.2590499818325043
relation_graph,direction_only,144,-0.1649797111749649,-0.26250067353248596
relation_graph,direction_only,145,-0.16388028860092163,-0.2606744170188904
relation_graph,direction_only,146,-0.16510270535945892,-0.2638488709926605
relation_graph,direction_only,147,-0.16435202956199646,-0.26171547174453735
