model,n_prompts,n_layers,hidden_dim,n_shared_endpoint_shuffles,real_chord_alignment,null_chord_alignment_mean,null_chord_alignment_sd,null_chord_alignment_q95,real_minus_null_chord_alignment,null_standardized_chord_alignment,empirical_p_chord_alignment,real_detour_ratio,null_detour_ratio_mean,null_detour_ratio_sd,null_detour_ratio_q95,real_minus_null_detour_ratio,null_standardized_detour_ratio,empirical_p_detour_ratio,real_turning_curvature,null_turning_curvature_mean,null_turning_curvature_sd,null_turning_curvature_q95,real_minus_null_turning_curvature,null_standardized_turning_curvature,empirical_p_turning_curvature
Qwen2.5-1.5B-Instruct,240,28,1536,50,0.07924080640077591,0.0418033479526639,0.006647699559406028,0.05392349343746901,0.03743745844811201,5.631641158502814,0.0196078431372549,3.4755795001983643,11.167016048431396,0.6929215231781103,12.465060424804687,-7.691436548233032,11.100011027159285,0.0196078431372549,1.7228124141693115,2.1091028213500977,0.06561542688070895,2.2157811641693117,-0.3862904071807862,5.887188814348113,0.0196078431372549
Gemma-3-12B-it-QAT-Q4_0,240,48,3840,50,0.08640187233686447,0.024027262460440398,0.01838698176753968,0.050365961156785474,0.06237460987642407,3.3923245622911318,0.0196078431372549,3.214691162109375,29.124618301391603,3.0431501911751204,34.34730129241943,-25.909927139282228,8.514179554600636,0.0196078431372549,1.61137056350708,2.0930647253990173,0.06686363820504072,2.2009597778320313,-0.48169416189193726,7.204127307802153,0.0196078431372549
