null_index,cross_half_unbiased_cka,quarter_unbiased_cka,task,model,init_seed
58,0.9767207486611078,0.9612429580267922,lexical_category,qwen,1801
59,0.9760119685421972,0.9610088321471392,lexical_category,qwen,1801
60,0.977074383833873,0.9619244984152852,lexical_category,qwen,1801
61,0.9772631345701046,0.9614868422417344,lexical_category,qwen,1801
62,0.9766744192575834,0.9609188284470068,lexical_category,qwen,1801
63,0.97553712304038,0.9612827245043875,lexical_category,qwen,1801
64,0.9773851617252327,0.9620624527696285,lexical_category,qwen,1801
65,0.9772255523432036,0.9605837749202847,lexical_category,qwen,1801
66,0.9755615933328202,0.9611993133884841,lexical_category,qwen,1801
67,0.9767912199776424,0.9623344110056935,lexical_category,qwen,1801
68,0.9771621174057923,0.9602398196865095,lexical_category,qwen,1801
69,0.9763422325175253,0.9595894284269498,lexical_category,qwen,1801
70,0.9775200092545955,0.9623907103684038,lexical_category,qwen,1801
71,0.9771157508992014,0.960157126551632,lexical_category,qwen,1801
72,0.9783560918151395,0.9616726450815171,lexical_category,qwen,1801
73,0.9773515003969081,0.9617178180696748,lexical_category,qwen,1801
74,0.9771354265407741,0.960351365379762,lexical_category,qwen,1801
75,0.9765264154094327,0.9616892106166759,lexical_category,qwen,1801
76,0.976877018759515,0.9612919730299109,lexical_category,qwen,1801
77,0.9772750998420382,0.9607110896844152,lexical_category,qwen,1801
78,0.9769988715161981,0.9611061055770098,lexical_category,qwen,1801
79,0.9772665850959934,0.9595020679799787,lexical_category,qwen,1801
80,0.9765859317548541,0.9623280228507496,lexical_category,qwen,1801
