null_type,null_index,cross_half_identity_advantage,quarter_identity_advantage,cross_half_self_cosine,lag1_cosine,lag2_cosine,cross_half_unbiased_cka,quarter_unbiased_cka,task,model,init_seed
independent_layer_donor,118,-0.02301008254289627,-0.005785940680652857,-0.2427791804075241,-0.023465363308787346,-0.018659939989447594,0.96718141803719,0.9472257356898858,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,118,-0.023278171196579933,-0.005581524223089218,-0.2428913116455078,-0.025297539308667183,-0.018517011776566505,0.9680403121267582,0.947836156124068,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,118,-0.023777619004249573,-0.006045172456651926,-0.2453041821718216,-0.024944663047790527,-0.019712937995791435,0.9323194849219424,0.9020426450964996,arithmetic_addition,qwen,1802
independent_layer_donor,119,-0.0238523930311203,-0.005916427820920944,-0.24359232187271118,-0.023431405425071716,-0.018757125362753868,0.9695527156025245,0.9482083757121782,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,119,-0.023163318634033203,-0.005918456707149744,-0.2428746074438095,-0.02529754303395748,-0.018605820834636688,0.9671394528060309,0.9477131930826587,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,119,-0.02384606935083866,-0.006280677393078804,-0.24516959488391876,-0.024944381788372993,-0.019621899351477623,0.9331850106516292,0.9027304192648475,arithmetic_addition,qwen,1802
independent_layer_donor,120,-0.023664528504014015,-0.006185604725033045,-0.24338410794734955,-0.023458780720829964,-0.018712343648076057,0.9689616528570889,0.9474907595406462,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,120,-0.02346556819975376,-0.005953922867774963,-0.24305887520313263,-0.025297537446022034,-0.018723653629422188,0.9678354950895215,0.9466837370948672,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,120,-0.023939603939652443,-0.005960202310234308,-0.24528394639492035,-0.024956798180937767,-0.019635623320937157,0.9328192677584052,0.901445468646961,arithmetic_addition,qwen,1802
independent_layer_donor,121,-0.02334095537662506,-0.006128708366304636,-0.24298369884490967,-0.023417584598064423,-0.018671566620469093,0.9661038344795306,0.9457515918592213,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,121,-0.02337159775197506,-0.005914071574807167,-0.24299202859401703,-0.025297539308667183,-0.018618231639266014,0.9665345867139405,0.9477115441756409,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,121,-0.024410873651504517,-0.005925580859184265,-0.2457444816827774,-0.02496534399688244,-0.019667724147439003,0.9301752816646088,0.8949154159725279,arithmetic_addition,qwen,1802
independent_layer_donor,122,-0.023524165153503418,-0.0060064769349992275,-0.2432737797498703,-0.02337285690009594,-0.018648382276296616,0.9680644605636859,0.945855890839438,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,122,-0.023722290992736816,-0.0061491732485592365,-0.24328173696994781,-0.025297539308667183,-0.01859292946755886,0.9668857430172877,0.9499052029532545,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,122,-0.023554233834147453,-0.006118185352534056,-0.24497520923614502,-0.024925699457526207,-0.019764775410294533,0.9299965061824021,0.9019208596344747,arithmetic_addition,qwen,1802
independent_layer_donor,123,-0.023647762835025787,-0.0060010142624378204,-0.24329398572444916,-0.023416457697749138,-0.01872643642127514,0.9696612049551211,0.9483454056370019,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,123,-0.023263050243258476,-0.005734244827181101,-0.24297361075878143,-0.025297539308667183,-0.018667684867978096,0.9683196123039697,0.9451371286900457,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,123,-0.02409367822110653,-0.005971105769276619,-0.2455153912305832,-0.024971628561615944,-0.019685668870806694,0.9323863056948003,0.9000766521167782,arithmetic_addition,qwen,1802
independent_layer_donor,124,-0.02313089370727539,-0.005870851222425699,-0.24282163381576538,-0.023449942469596863,-0.018740249797701836,0.9671821243775296,0.9466349175864381,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,124,-0.023144876584410667,-0.005911499261856079,-0.24274231493473053,-0.025297539308667183,-0.018601836636662483,0.9682676129553769,0.9463095823348447,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,124,-0.023970961570739746,-0.006137758493423462,-0.245375394821167,-0.024934498593211174,-0.019681250676512718,0.9310559670738642,0.8986807477537531,arithmetic_addition,qwen,1802
independent_layer_donor,125,-0.024091849103569984,-0.006202199961990118,-0.2437884360551834,-0.023448392748832703,-0.018713513389229774,0.9681222969779318,0.944783294066754,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,125,-0.02392384223639965,-0.006109513342380524,-0.24360628426074982,-0.025297537446022034,-0.018690047785639763,0.9680451306324542,0.9467498559121953,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,125,-0.02369522489607334,-0.0059755421243608,-0.2450345754623413,-0.024908581748604774,-0.019659122452139854,0.9327880805236564,0.899717070485741,arithmetic_addition,qwen,1802
independent_layer_donor,126,-0.02333221584558487,-0.006214279681444168,-0.24314670264720917,-0.02350172959268093,-0.018732519820332527,0.9676403134517916,0.9481781982201747,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,126,-0.02386745996773243,-0.006336743477731943,-0.24343235790729523,-0.025297537446022034,-0.01864543929696083,0.9671108766928014,0.9479669767098541,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,126,-0.023901069536805153,-0.006195938680320978,-0.24524180591106415,-0.024922290816903114,-0.01966739632189274,0.9296277589548064,0.9001617605321073,arithmetic_addition,qwen,1802
independent_layer_donor,127,-0.023722132667899132,-0.006057627499103546,-0.2433795928955078,-0.02345997653901577,-0.018774623051285744,0.968200949094973,0.9457418637182532,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,127,-0.02331710420548916,-0.006276998668909073,-0.24287699162960052,-0.025297539308667183,-0.018613584339618683,0.9663152345265306,0.9460620705024761,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,127,-0.023956716060638428,-0.005790015682578087,-0.2452649474143982,-0.024939045310020447,-0.01967751793563366,0.9278995608579514,0.897035753522738,arithmetic_addition,qwen,1802
independent_layer_donor,128,-0.02356041967868805,-0.005751186516135931,-0.24333512783050537,-0.023537656292319298,-0.018732426688075066,0.9672644349603164,0.9461130681647675,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,128,-0.02346956729888916,-0.0063138664700090885,-0.24312017858028412,-0.025297539308667183,-0.018691612407565117,0.9681235531006751,0.9474807320727282,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,128,-0.023523220792412758,-0.005996936932206154,-0.2448870986700058,-0.0249414574354887,-0.019677499309182167,0.9290347436131883,0.9003441975770906,arithmetic_addition,qwen,1802
independent_layer_donor,129,-0.023567302152514458,-0.006099693477153778,-0.24327421188354492,-0.023403475061058998,-0.018727289512753487,0.9671720147171265,0.9473191232759024,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,129,-0.02381817437708378,-0.006012200843542814,-0.24350197613239288,-0.025297539308667183,-0.018665103241801262,0.9682307814020987,0.9460716658154054,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,129,-0.023910338059067726,-0.006287634372711182,-0.24518953263759613,-0.024873321875929832,-0.019622260704636574,0.9310669114381047,0.8998325046913624,arithmetic_addition,qwen,1802
independent_layer_donor,130,-0.023832222446799278,-0.006043098866939545,-0.2436087727546692,-0.023475199937820435,-0.018751181662082672,0.9682986401952286,0.9482045819880777,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,130,-0.023353585973381996,-0.006128357723355293,-0.24294601380825043,-0.025297539308667183,-0.01859070174396038,0.9679238201528516,0.9442661637226483,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,130,-0.024048330262303352,-0.006037779152393341,-0.2453458160161972,-0.02488555572926998,-0.01965799182653427,0.931293915953186,0.8994650686340443,arithmetic_addition,qwen,1802
independent_layer_donor,131,-0.023401955142617226,-0.00626522907987237,-0.24313338100910187,-0.02348516695201397,-0.01871628500521183,0.9674764944194006,0.9458188700556013,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,131,-0.02370811067521572,-0.006242604926228523,-0.2433515340089798,-0.025297539308667183,-0.018683405593037605,0.9686637876910457,0.9484309420342697,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,131,-0.023847857490181923,-0.006007359828799963,-0.24518059194087982,-0.02496756613254547,-0.01966037042438984,0.9291233969663691,0.9020096220104955,arithmetic_addition,qwen,1802
independent_layer_donor,132,-0.0232910867780447,-0.005875658243894577,-0.2430296391248703,-0.023429380729794502,-0.018770605325698853,0.9681914394976717,0.9482119317453416,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,132,-0.02307705767452717,-0.006087383721023798,-0.2426908016204834,-0.02529754303395748,-0.018575115129351616,0.9673298755887152,0.9455637757663192,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,132,-0.02378293126821518,-0.006048907991498709,-0.24511301517486572,-0.024931782856583595,-0.019650546833872795,0.9301675568563558,0.8979985683680768,arithmetic_addition,qwen,1802
independent_layer_donor,133,-0.024084053933620453,-0.00608901446685195,-0.24374039471149445,-0.023465191945433617,-0.01869324967265129,0.967149686400719,0.9477205716546723,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,133,-0.023377344012260437,-0.005835466552525759,-0.242956280708313,-0.025297539308667183,-0.018587855622172356,0.9677613490164443,0.9455914205758272,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,133,-0.023578768596053123,-0.006028726696968079,-0.24497239291667938,-0.02492329478263855,-0.0196702778339386,0.92907545425144,0.8983902655505788,arithmetic_addition,qwen,1802
independent_layer_donor,134,-0.023433774709701538,-0.006081827450543642,-0.24303163588047028,-0.02338019758462906,-0.018711229786276817,0.9679465127693025,0.9462424320445433,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,134,-0.023692451417446136,-0.0059396675787866116,-0.24349772930145264,-0.025297537446022034,-0.01868545450270176,0.967997866052373,0.9484083578457003,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,134,-0.02378266304731369,-0.006433039903640747,-0.2451809048652649,-0.024921981617808342,-0.019629528746008873,0.9300355271254307,0.8977302152645217,arithmetic_addition,qwen,1802
independent_layer_donor,135,-0.023040467873215675,-0.006177862640470266,-0.24274523556232452,-0.02346251718699932,-0.018684091046452522,0.9676878880696816,0.946436398957134,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,135,-0.023145196959376335,-0.005703307688236237,-0.2427402287721634,-0.025297539308667183,-0.018575729802250862,0.968219493666984,0.9482143001271255,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,135,-0.024059483781456947,-0.006232989951968193,-0.24539709091186523,-0.024908239021897316,-0.019624510779976845,0.929014050064088,0.8989747648286324,arithmetic_addition,qwen,1802
independent_layer_donor,136,-0.023703686892986298,-0.006093604955822229,-0.24344642460346222,-0.023446524515748024,-0.018726153299212456,0.9672642590662609,0.947271580370805,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,136,-0.02378959208726883,-0.006058031693100929,-0.2434515804052353,-0.025297537446022034,-0.01862308196723461,0.9677778019560567,0.946304168642435,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,136,-0.023764880374073982,-0.006054278463125229,-0.24516451358795166,-0.024909446015954018,-0.01970132626593113,0.9304203552540553,0.8993426818595484,arithmetic_addition,qwen,1802
independent_layer_donor,137,-0.023334508761763573,-0.006213020533323288,-0.24302250146865845,-0.0235283300280571,-0.018660297617316246,0.9668422845503978,0.9456586333864835,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,137,-0.02363295666873455,-0.006197083275765181,-0.24327810108661652,-0.025297539308667183,-0.018735425546765327,0.9669425990366372,0.9477636856127889,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,137,-0.023741496726870537,-0.006076788995414972,-0.24518036842346191,-0.024913275614380836,-0.019660720601677895,0.9281623757188601,0.8918043747774069,arithmetic_addition,qwen,1802
independent_layer_donor,138,-0.023078419268131256,-0.005961047951132059,-0.24285393953323364,-0.02347765676677227,-0.018660258501768112,0.9675663533045826,0.947797522105754,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,138,-0.02317821979522705,-0.005896547343581915,-0.2427385002374649,-0.025297537446022034,-0.018611164763569832,0.9665305403749419,0.9477245172271178,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,138,-0.023542219772934914,-0.005976114887744188,-0.24487702548503876,-0.024904025718569756,-0.019717426970601082,0.9281956727597668,0.9003123041958261,arithmetic_addition,qwen,1802
independent_layer_donor,139,-0.02336987294256687,-0.005856763105839491,-0.2430254966020584,-0.023373454809188843,-0.018695207312703133,0.9679902652862722,0.9462519186396264,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,139,-0.02315722219645977,-0.006177912931889296,-0.24279002845287323,-0.025297539308667183,-0.01850178651511669,0.9658965985264101,0.9468374232014104,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,139,-0.02344193123281002,-0.0058904788456857204,-0.24469797313213348,-0.024860896170139313,-0.019650064408779144,0.9251601087590432,0.897973249129459,arithmetic_addition,qwen,1802
independent_layer_donor,140,-0.02340284176170826,-0.006042212247848511,-0.2430923730134964,-0.02348552644252777,-0.01867695339024067,0.968256786113377,0.9488684220071495,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,140,-0.023647388443350792,-0.006001558154821396,-0.24317960441112518,-0.025297537446022034,-0.018541742116212845,0.967990756460171,0.9458462632876031,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,140,-0.024422233924269676,-0.006361793261021376,-0.24580776691436768,-0.024940401315689087,-0.019693288952112198,0.9317472276506441,0.9010738656817422,arithmetic_addition,qwen,1802
independent_layer_donor,141,-0.023723674938082695,-0.0058850510977208614,-0.24343127012252808,-0.023494310677051544,-0.01868867129087448,0.9675978552546559,0.9458166838058479,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,141,-0.02328208088874817,-0.006100913975387812,-0.24291110038757324,-0.025297537446022034,-0.01856699399650097,0.9673444644771914,0.9461757457420329,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,141,-0.023830434307456017,-0.0061676097102463245,-0.24516959488391876,-0.02492782287299633,-0.019657963886857033,0.9295014139419341,0.8986042355155639,arithmetic_addition,qwen,1802
independent_layer_donor,142,-0.023051327094435692,-0.005769267678260803,-0.24279969930648804,-0.023483769968152046,-0.018754223361611366,0.968637029605258,0.9479572357420553,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,142,-0.023680733516812325,-0.006219332572072744,-0.24327866733074188,-0.025297539308667183,-0.018649807199835777,0.9681250895956814,0.9476609975443749,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,142,-0.02395724691450596,-0.005871925503015518,-0.24529241025447845,-0.024921661242842674,-0.019690101966261864,0.9278070335011758,0.8994743379205291,arithmetic_addition,qwen,1802
independent_layer_donor,143,-0.023328348994255066,-0.006129029672592878,-0.24311135709285736,-0.02345287799835205,-0.018715908750891685,0.9681656712060381,0.948137612915807,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,143,-0.023560822010040283,-0.005609163548797369,-0.24316494166851044,-0.025297537446022034,-0.018567832186818123,0.9686892589777708,0.9463818687646921,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,143,-0.02422160655260086,-0.006079382728785276,-0.24568621814250946,-0.024946540594100952,-0.019662922248244286,0.9322655818681629,0.8961548056094653,arithmetic_addition,qwen,1802
independent_layer_donor,144,-0.023614412173628807,-0.005862278398126364,-0.2433478832244873,-0.023386776447296143,-0.01876773126423359,0.9684097961277038,0.946993098163191,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,144,-0.023502210155129433,-0.0061285956762731075,-0.2431139498949051,-0.025297539308667183,-0.01861307956278324,0.9674784733735483,0.9466841275448196,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,144,-0.023842355236411095,-0.0061943368054926395,-0.24507422745227814,-0.024906093254685402,-0.01963145285844803,0.9311163101837563,0.8996872767756056,arithmetic_addition,qwen,1802
independent_layer_donor,145,-0.023409808054566383,-0.006161251571029425,-0.2431519478559494,-0.023491673171520233,-0.018723182380199432,0.9665949772714303,0.946760101697215,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,145,-0.02357802726328373,-0.006018501240760088,-0.24314387142658234,-0.025297539308667183,-0.018649131059646606,0.9666861293627756,0.9473012622170214,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,145,-0.023694565519690514,-0.005720292683690786,-0.24505043029785156,-0.024934008717536926,-0.019676851108670235,0.9312895323968937,0.8966530568991915,arithmetic_addition,qwen,1802
independent_layer_donor,146,-0.02279118448495865,-0.006113371346145868,-0.2426060438156128,-0.02347639761865139,-0.01882334239780903,0.9672743251994081,0.9467788019140569,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,146,-0.02333221770823002,-0.006123523693531752,-0.2430657148361206,-0.025297537446022034,-0.018654005602002144,0.9692575566919193,0.9486848779971322,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,146,-0.02403208054602146,-0.006071558687835932,-0.24546770751476288,-0.024909168481826782,-0.01967317797243595,0.9293795931926704,0.8988742251879229,arithmetic_addition,qwen,1802
independent_layer_donor,147,-0.023782914504408836,-0.005870955530554056,-0.24350254237651825,-0.023424705490469933,-0.0187241081148386,0.9668082137242839,0.9458007291477449,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,147,-0.023302868008613586,-0.006008801516145468,-0.24288415908813477,-0.025297539308667183,-0.01860990934073925,0.9678861624246315,0.9475270615534103,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,147,-0.024489888921380043,-0.0060881697572767735,-0.24587740004062653,-0.024899661540985107,-0.01969202049076557,0.9326196134797753,0.9008416187830035,arithmetic_addition,qwen,1802
independent_layer_donor,148,-0.023478612303733826,-0.00604247348383069,-0.24325497448444366,-0.023481445387005806,-0.01867765001952648,0.9684172399412261,0.9475158874784092,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,148,-0.023757755756378174,-0.006160050630569458,-0.24338246881961823,-0.025297537446022034,-0.01865634135901928,0.9681238429933439,0.9477318652601532,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,148,-0.023573094978928566,-0.005918370559811592,-0.24486905336380005,-0.024938324466347694,-0.019618051126599312,0.9292256356771099,0.8989765413613576,arithmetic_addition,qwen,1802
independent_layer_donor,149,-0.023064792156219482,-0.005521781742572784,-0.2427808791399002,-0.023404158651828766,-0.018738267943263054,0.9689442091108618,0.9470405719722575,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,149,-0.023110851645469666,-0.005815133452415466,-0.24283017218112946,-0.025297537446022034,-0.018616097047924995,0.9676445148183016,0.9454143532063939,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,149,-0.023672496899962425,-0.006027605384588242,-0.24510125815868378,-0.024899780750274658,-0.019679665565490723,0.9319850032605175,0.9024374866536242,arithmetic_addition,qwen,1802
independent_layer_donor,150,-0.02368578128516674,-0.0062126717530190945,-0.24345462024211884,-0.023452015593647957,-0.018769005313515663,0.9683619803562613,0.9489542956081549,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,150,-0.023688988760113716,-0.006226658821105957,-0.2433236837387085,-0.025297539308667183,-0.018604464828968048,0.9673213024812193,0.9458498508596943,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,150,-0.023771895095705986,-0.006448501255363226,-0.24499672651290894,-0.024894369766116142,-0.019614482298493385,0.9279194591210664,0.8961366216347311,arithmetic_addition,qwen,1802
independent_layer_donor,151,-0.023562781512737274,-0.005935634020715952,-0.24328561127185822,-0.023473145440220833,-0.01876319758594036,0.9660460772823384,0.9479568510634976,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,151,-0.02328837476670742,-0.005790781229734421,-0.24289892613887787,-0.025297539308667183,-0.018605882301926613,0.9680000805055037,0.9466789002047723,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,151,-0.02294771932065487,-0.005925989244133234,-0.24436180293560028,-0.024951094761490822,-0.019637301564216614,0.932356279144309,0.9020924749867311,arithmetic_addition,qwen,1802
independent_layer_donor,152,-0.023355016484856606,-0.005628230515867472,-0.24308370053768158,-0.023424917832016945,-0.018718868494033813,0.9669275834944698,0.9453480344901641,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,152,-0.023406071588397026,-0.00617549242451787,-0.24298404157161713,-0.025297537446022034,-0.018587933853268623,0.9683521572451836,0.9466147683050188,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,152,-0.023485789075493813,-0.00598902627825737,-0.244889497756958,-0.024885108694434166,-0.019670268520712852,0.9302495124935722,0.900650892191952,arithmetic_addition,qwen,1802
independent_layer_donor,153,-0.023200294002890587,-0.006077716592699289,-0.24296994507312775,-0.023461559787392616,-0.01876831240952015,0.9700900630379502,0.9467110116946733,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,153,-0.02340388298034668,-0.006227962672710419,-0.24302108585834503,-0.025297537446022034,-0.01863771677017212,0.9675045724934563,0.9491027056782219,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,153,-0.02362777292728424,-0.005988162010908127,-0.24500589072704315,-0.024920010939240456,-0.01971779577434063,0.9332437991356268,0.9004407066909554,arithmetic_addition,qwen,1802
independent_layer_donor,154,-0.023617543280124664,-0.005919391755014658,-0.24331986904144287,-0.02344796620309353,-0.01876950077712536,0.9691734346808446,0.9459215513818364,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,154,-0.02360699139535427,-0.006002245936542749,-0.24327129125595093,-0.025297539308667183,-0.018608128651976585,0.9669205169539864,0.9464220477260511,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,154,-0.024211198091506958,-0.006231509614735842,-0.245641827583313,-0.024932270869612694,-0.019687481224536896,0.9310226226854038,0.8976152863397096,arithmetic_addition,qwen,1802
independent_layer_donor,155,-0.023598061874508858,-0.006017453968524933,-0.24335551261901855,-0.02342202328145504,-0.018689630553126335,0.9689868940695832,0.9469058443279261,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,155,-0.023565048351883888,-0.006266829092055559,-0.24324895441532135,-0.025297539308667183,-0.01859980635344982,0.9667792821428819,0.9455136582140683,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,155,-0.02351713739335537,-0.0061164312064647675,-0.2448962926864624,-0.024900877848267555,-0.01972847431898117,0.9304027349083497,0.8990869004272669,arithmetic_addition,qwen,1802
independent_layer_donor,156,-0.023312032222747803,-0.005681287497282028,-0.24306757748126984,-0.023553766310214996,-0.01876891776919365,0.9677256990018878,0.9462144324434015,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,156,-0.023590391501784325,-0.006178516428917646,-0.24326305091381073,-0.025297539308667183,-0.018582792952656746,0.9692559916865604,0.9474836878051763,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,156,-0.023702135309576988,-0.005643434356898069,-0.24507884681224823,-0.024919187650084496,-0.01969139836728573,0.9313277568644822,0.8993067485887519,arithmetic_addition,qwen,1802
independent_layer_donor,157,-0.022967366501688957,-0.005921450909227133,-0.24274496734142303,-0.023455893620848656,-0.018816104158759117,0.969501546426817,0.9466937593973881,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,157,-0.02401828207075596,-0.005860195029526949,-0.24358849227428436,-0.025297539308667183,-0.018593842163681984,0.968643336639413,0.9450164592985306,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,157,-0.02408657781779766,-0.00599094619974494,-0.24552635848522186,-0.024968497455120087,-0.019670454785227776,0.932397581960313,0.8991444951782419,arithmetic_addition,qwen,1802
independent_layer_donor,158,-0.023288443684577942,-0.00595587445423007,-0.24296176433563232,-0.023453569039702415,-0.01875346712768078,0.967865117595868,0.9468836609001438,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,158,-0.02309279330074787,-0.005936022847890854,-0.24277746677398682,-0.025297537446022034,-0.018593117594718933,0.9682025743923488,0.9478176862484665,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,158,-0.02354232408106327,-0.006239806767553091,-0.24485421180725098,-0.024932919070124626,-0.01966165564954281,0.9299807592085678,0.9006278086385229,arithmetic_addition,qwen,1802
independent_layer_donor,159,-0.02344689518213272,-0.0057707843370735645,-0.24324989318847656,-0.023456962779164314,-0.018788518384099007,0.9674669392986908,0.9473328449466728,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,159,-0.024263344705104828,-0.006590434815734625,-0.24390864372253418,-0.025297537446022034,-0.018648013472557068,0.9680175733762323,0.9474623024168003,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,159,-0.024019544944167137,-0.006172270979732275,-0.24532246589660645,-0.024899110198020935,-0.019669244065880775,0.9338579783766413,0.9032936298272801,arithmetic_addition,qwen,1802
independent_layer_donor,160,-0.023329587653279305,-0.005890360567718744,-0.24301187694072723,-0.023423394188284874,-0.018729746341705322,0.9681496918563577,0.9468504802723101,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,160,-0.02365194819867611,-0.006142597645521164,-0.2432611733675003,-0.02529754303395748,-0.01860385201871395,0.9675367462869044,0.9462041295296626,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,160,-0.024114765226840973,-0.006293425802141428,-0.24546067416667938,-0.024913668632507324,-0.01962212659418583,0.9305062213073515,0.902278895322323,arithmetic_addition,qwen,1802
independent_layer_donor,161,-0.02395632304251194,-0.006321387365460396,-0.24365127086639404,-0.023421427235007286,-0.018694160506129265,0.9678978671465215,0.9490566305943472,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,161,-0.023591363802552223,-0.006115816533565521,-0.24323230981826782,-0.025297539308667183,-0.01860213838517666,0.967685847423642,0.9486780890656655,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,161,-0.02441759593784809,-0.006228502374142408,-0.24575312435626984,-0.024944255128502846,-0.019670752808451653,0.9326776967463536,0.8997427381985662,arithmetic_addition,qwen,1802
independent_layer_donor,162,-0.023290440440177917,-0.0058385394513607025,-0.24307668209075928,-0.02343803085386753,-0.01872832328081131,0.969047197569615,0.9476168073338341,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,162,-0.023494482040405273,-0.006138145457953215,-0.24318154156208038,-0.025297537446022034,-0.01865656115114689,0.9670156254860466,0.9462386443231828,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,162,-0.023578880354762077,-0.006216417998075485,-0.24495792388916016,-0.024952208623290062,-0.01967107690870762,0.927821935898203,0.8956386125479529,arithmetic_addition,qwen,1802
independent_layer_donor,163,-0.023183828219771385,-0.00547053525224328,-0.24290724098682404,-0.023408761247992516,-0.018701253458857536,0.9688508201771436,0.9478904020217335,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,163,-0.023438021540641785,-0.006212940905243158,-0.24301815032958984,-0.025297539308667183,-0.01856500655412674,0.969161845319196,0.946031965920147,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,163,-0.023732522502541542,-0.006130625959485769,-0.24517594277858734,-0.024914711713790894,-0.01963932067155838,0.9334547658492448,0.9041215080742914,arithmetic_addition,qwen,1802
independent_layer_donor,164,-0.02396605908870697,-0.006345971021801233,-0.24376772344112396,-0.02349437214434147,-0.018749447539448738,0.9675292394797853,0.9483983558029134,arithmetic_addition,qwen,1802
lag1_matched_markov_donor,164,-0.023686492815613747,-0.005773564334958792,-0.24330858886241913,-0.025297539308667183,-0.01859281398355961,0.9677160957451738,0.9467206273113478,arithmetic_addition,qwen,1802
contiguous_block_donor_k4,164,-0.023998359218239784,-0.0058057960122823715,-0.24534690380096436,-0.024920200929045677,-0.01965760998427868,0.9326330950077212,0.903474201909116,arithmetic_addition,qwen,1802
independent_layer_donor,165,-0.02351805381476879,-0.006179028656333685,-0.2433263510465622,-0.023509597405791283,-0.01876516081392765,0.9669030792464366,0.9462206559600527,arithmetic_addition,qwen,1802
