null_type,null_index,cross_half_identity_advantage,quarter_identity_advantage,cross_half_self_cosine,lag1_cosine,lag2_cosine,cross_half_unbiased_cka,quarter_unbiased_cka,task,model,init_seed
independent_layer_donor,127,-0.03629665449261665,-0.007497550919651985,-0.21355830132961273,-0.03520505502820015,-0.03386077657341957,0.9792289984832245,0.9646390494808246,arithmetic_addition,llama,1801
lag1_matched_markov_donor,127,-0.036318760365247726,-0.007295751478523016,-0.2137116640806198,-0.038436029106378555,-0.03357802331447601,0.979144688146319,0.9638275279785684,arithmetic_addition,llama,1801
contiguous_block_donor_k4,127,-0.03789616748690605,-0.00723998760804534,-0.21673767268657684,-0.03777763620018959,-0.035218868404626846,0.9607379432404966,0.9283285933922513,arithmetic_addition,llama,1801
independent_layer_donor,128,-0.03574100509285927,-0.007157914340496063,-0.2129235714673996,-0.03512324392795563,-0.03381911292672157,0.9775923666403443,0.961871622682466,arithmetic_addition,llama,1801
lag1_matched_markov_donor,128,-0.0361500084400177,-0.007218660321086645,-0.21351583302021027,-0.038436029106378555,-0.033478543162345886,0.9789768098608783,0.9630764951325521,arithmetic_addition,llama,1801
contiguous_block_donor_k4,128,-0.03769715130329132,-0.007363429293036461,-0.2166256457567215,-0.03781072050333023,-0.035278547555208206,0.9612242495765518,0.9288348242373852,arithmetic_addition,llama,1801
independent_layer_donor,129,-0.035929854959249496,-0.007438391447067261,-0.21308477222919464,-0.03520786762237549,-0.033694297075271606,0.977861632509941,0.9630842482924075,arithmetic_addition,llama,1801
lag1_matched_markov_donor,129,-0.03618962690234184,-0.007442081347107887,-0.21357028186321259,-0.038436029106378555,-0.0334509015083313,0.9779158042640003,0.9633235369483878,arithmetic_addition,llama,1801
contiguous_block_donor_k4,129,-0.03836478292942047,-0.007024632301181555,-0.21732379496097565,-0.037807896733284,-0.035325322300195694,0.9624901921387861,0.9276833500025273,arithmetic_addition,llama,1801
independent_layer_donor,130,-0.03563658520579338,-0.007191397249698639,-0.21291954815387726,-0.0352301225066185,-0.03380363807082176,0.9787657534071751,0.9632497118127443,arithmetic_addition,llama,1801
lag1_matched_markov_donor,130,-0.03624095395207405,-0.007417553570121527,-0.21357829868793488,-0.038436029106378555,-0.03344234824180603,0.9783846002710933,0.9643843222843176,arithmetic_addition,llama,1801
contiguous_block_donor_k4,130,-0.03760993108153343,-0.007480012718588114,-0.21650607883930206,-0.0377957709133625,-0.03526971489191055,0.9631236615092078,0.930503785584218,arithmetic_addition,llama,1801
independent_layer_donor,131,-0.0360175296664238,-0.0073513430543243885,-0.21322482824325562,-0.0351957343518734,-0.03378235176205635,0.979054592535252,0.9644122886153019,arithmetic_addition,llama,1801
lag1_matched_markov_donor,131,-0.03670431300997734,-0.007532146293669939,-0.21395695209503174,-0.038436029106378555,-0.033459775149822235,0.9785897099466478,0.9631235126827483,arithmetic_addition,llama,1801
contiguous_block_donor_k4,131,-0.03803856670856476,-0.007307581603527069,-0.21697384119033813,-0.03777139261364937,-0.03535032272338867,0.9620730899709081,0.9294279357906731,arithmetic_addition,llama,1801
independent_layer_donor,132,-0.03601209446787834,-0.0071553196758031845,-0.21320979297161102,-0.03525984659790993,-0.033772408962249756,0.9797425220325349,0.9636408054934967,arithmetic_addition,llama,1801
lag1_matched_markov_donor,132,-0.036476876586675644,-0.007173339370638132,-0.21384592354297638,-0.038436029106378555,-0.033622175455093384,0.9794120365802752,0.962553978437662,arithmetic_addition,llama,1801
contiguous_block_donor_k4,132,-0.03797221556305885,-0.00740053690969944,-0.21689438819885254,-0.03783838078379631,-0.035307254642248154,0.9617151270769202,0.9307475593300271,arithmetic_addition,llama,1801
independent_layer_donor,133,-0.03638262674212456,-0.007520707789808512,-0.2135910540819168,-0.035258952528238297,-0.03372030332684517,0.979743270917774,0.9632337931405525,arithmetic_addition,llama,1801
lag1_matched_markov_donor,133,-0.036346130073070526,-0.007410893216729164,-0.2136767953634262,-0.038436029106378555,-0.03350770100951195,0.978777910815794,0.9638656942029122,arithmetic_addition,llama,1801
contiguous_block_donor_k4,133,-0.037815820425748825,-0.007847675122320652,-0.2167162150144577,-0.03777232766151428,-0.035230398178100586,0.9629863133291293,0.930785420691181,arithmetic_addition,llama,1801
independent_layer_donor,134,-0.03605771064758301,-0.007288586348295212,-0.21329419314861298,-0.03528567776083946,-0.03380532190203667,0.9791290289786682,0.9627653208381309,arithmetic_addition,llama,1801
lag1_matched_markov_donor,134,-0.03617521747946739,-0.007570025976747274,-0.21353523433208466,-0.038436029106378555,-0.03346210718154907,0.9787860966602699,0.9627409658061463,arithmetic_addition,llama,1801
contiguous_block_donor_k4,134,-0.037204187363386154,-0.007252661976963282,-0.2160467505455017,-0.03774650767445564,-0.03520289435982704,0.9602093694302142,0.9315388171444697,arithmetic_addition,llama,1801
independent_layer_donor,135,-0.036083582788705826,-0.007192784454673529,-0.21327906847000122,-0.03531397879123688,-0.033748045563697815,0.9784130992874734,0.9618159627446459,arithmetic_addition,llama,1801
lag1_matched_markov_donor,135,-0.036486197263002396,-0.007529476657509804,-0.21382784843444824,-0.038436029106378555,-0.0334925651550293,0.9785271902097362,0.9628598469487512,arithmetic_addition,llama,1801
contiguous_block_donor_k4,135,-0.03775138035416603,-0.007552555296570063,-0.21653135120868683,-0.03777839615941048,-0.035209473222494125,0.9612719568300325,0.9293244438731648,arithmetic_addition,llama,1801
independent_layer_donor,136,-0.036382000893354416,-0.007416842505335808,-0.21357788145542145,-0.03521650657057762,-0.03378593921661377,0.9791584846777066,0.9628739933524886,arithmetic_addition,llama,1801
lag1_matched_markov_donor,136,-0.036564599722623825,-0.007773308549076319,-0.21390195190906525,-0.038436029106378555,-0.03343880549073219,0.9795148794761324,0.9648904960587472,arithmetic_addition,llama,1801
contiguous_block_donor_k4,136,-0.037651482969522476,-0.007382711861282587,-0.21660612523555756,-0.03778517246246338,-0.03534949943423271,0.9637487701355782,0.928497598978317,arithmetic_addition,llama,1801
independent_layer_donor,137,-0.03622535988688469,-0.0074163987301290035,-0.21344827115535736,-0.035255514085292816,-0.03387213125824928,0.9788498407720684,0.9632418466588976,arithmetic_addition,llama,1801
lag1_matched_markov_donor,137,-0.036406148225069046,-0.007349703926593065,-0.21372538805007935,-0.038436029106378555,-0.03359079733490944,0.9782309003355797,0.9639820496543224,arithmetic_addition,llama,1801
contiguous_block_donor_k4,137,-0.0371493399143219,-0.0071453191339969635,-0.2160821408033371,-0.03780060634016991,-0.03532983362674713,0.9612318612350831,0.9293164500362433,arithmetic_addition,llama,1801
independent_layer_donor,138,-0.036256540566682816,-0.007569134701043367,-0.21346282958984375,-0.03515133261680603,-0.033782098442316055,0.9783581342090898,0.9631587956856823,arithmetic_addition,llama,1801
lag1_matched_markov_donor,138,-0.036288775503635406,-0.007065913174301386,-0.21359972655773163,-0.038436029106378555,-0.033529993146657944,0.9786571685136302,0.9625030363102981,arithmetic_addition,llama,1801
contiguous_block_donor_k4,138,-0.038106080144643784,-0.007467438001185656,-0.217127725481987,-0.03780004382133484,-0.03540344163775444,0.9625417241598033,0.9312196763779611,arithmetic_addition,llama,1801
independent_layer_donor,139,-0.036249760538339615,-0.007343067321926355,-0.2134564369916916,-0.0352821983397007,-0.03374342992901802,0.9792052056784575,0.9631150166929869,arithmetic_addition,llama,1801
lag1_matched_markov_donor,139,-0.036594208329916,-0.007518134545534849,-0.21389740705490112,-0.038436029106378555,-0.03348549082875252,0.9785152551443683,0.9635543363510912,arithmetic_addition,llama,1801
contiguous_block_donor_k4,139,-0.03797730803489685,-0.007334928959608078,-0.2168610543012619,-0.03779738023877144,-0.035260554403066635,0.9595016915498584,0.92867639329678,arithmetic_addition,llama,1801
independent_layer_donor,140,-0.036404144018888474,-0.0074776397086679935,-0.21363484859466553,-0.03525641933083534,-0.033924128860235214,0.979154370050531,0.9626632506790452,arithmetic_addition,llama,1801
lag1_matched_markov_donor,140,-0.03660884127020836,-0.007527849171310663,-0.21395115554332733,-0.038436029106378555,-0.03350387513637543,0.9788854856520757,0.9644990820193797,arithmetic_addition,llama,1801
contiguous_block_donor_k4,140,-0.037758808583021164,-0.007594212889671326,-0.21673069894313812,-0.037815842777490616,-0.0353267677128315,0.9624829366169108,0.9320274182303261,arithmetic_addition,llama,1801
independent_layer_donor,141,-0.03601972386240959,-0.007677085697650909,-0.21320565044879913,-0.03521958366036415,-0.03374718502163887,0.9791297542267424,0.9626043929731075,arithmetic_addition,llama,1801
lag1_matched_markov_donor,141,-0.03614446893334389,-0.007599579636007547,-0.21362359821796417,-0.038436029106378555,-0.03351154923439026,0.9791254181698134,0.9632261432263022,arithmetic_addition,llama,1801
contiguous_block_donor_k4,141,-0.03790917992591858,-0.007104063872247934,-0.21667234599590302,-0.037795040756464005,-0.03524239361286163,0.9596639370620611,0.9284661746319529,arithmetic_addition,llama,1801
independent_layer_donor,142,-0.0363197885453701,-0.007388944271951914,-0.21344168484210968,-0.035066645592451096,-0.03376425802707672,0.9793863140576882,0.9639375264076006,arithmetic_addition,llama,1801
lag1_matched_markov_donor,142,-0.035733506083488464,-0.007358291652053595,-0.2130616456270218,-0.038436029106378555,-0.03342604637145996,0.9782268491741867,0.9627908390961252,arithmetic_addition,llama,1801
contiguous_block_donor_k4,142,-0.03754565492272377,-0.00736228609457612,-0.21650707721710205,-0.037801485508680344,-0.03529208153486252,0.9610036496559221,0.9281151400337895,arithmetic_addition,llama,1801
independent_layer_donor,143,-0.03615822270512581,-0.007278657052665949,-0.21332581341266632,-0.0351349301636219,-0.03383506461977959,0.9779627383201022,0.9634713890888155,arithmetic_addition,llama,1801
lag1_matched_markov_donor,143,-0.03654690086841583,-0.0073292008601129055,-0.21383614838123322,-0.038436029106378555,-0.03351789340376854,0.9782990903689329,0.9630008836955287,arithmetic_addition,llama,1801
contiguous_block_donor_k4,143,-0.03783820569515228,-0.007278909906744957,-0.2167615443468094,-0.03780951350927353,-0.03532451018691063,0.9613703174743153,0.9297781246674096,arithmetic_addition,llama,1801
independent_layer_donor,144,-0.03599514439702034,-0.007252514362335205,-0.21318085491657257,-0.03524521365761757,-0.033750757575035095,0.9783078918819226,0.9638780258868013,arithmetic_addition,llama,1801
lag1_matched_markov_donor,144,-0.03645550087094307,-0.007408417295664549,-0.2137562781572342,-0.038436029106378555,-0.03346448764204979,0.9798145354855098,0.9632369110799476,arithmetic_addition,llama,1801
contiguous_block_donor_k4,144,-0.03728887066245079,-0.007018379867076874,-0.21625514328479767,-0.03779829666018486,-0.03528010472655296,0.9606264062064764,0.9270705191097053,arithmetic_addition,llama,1801
independent_layer_donor,145,-0.036314379423856735,-0.007271440699696541,-0.21339984238147736,-0.03523175045847893,-0.03374013677239418,0.9786454761080041,0.9609514639652229,arithmetic_addition,llama,1801
lag1_matched_markov_donor,145,-0.03587405011057854,-0.007557325530797243,-0.21329225599765778,-0.038436029106378555,-0.03356979414820671,0.9800794000192377,0.9628746363440343,arithmetic_addition,llama,1801
contiguous_block_donor_k4,145,-0.037690095603466034,-0.007560966070741415,-0.21662306785583496,-0.037762004882097244,-0.035349130630493164,0.9613672097417539,0.927948378788639,arithmetic_addition,llama,1801
independent_layer_donor,146,-0.03609286621212959,-0.007568871136754751,-0.21329359710216522,-0.03527643531560898,-0.03384176269173622,0.9779633087394907,0.963481651221197,arithmetic_addition,llama,1801
lag1_matched_markov_donor,146,-0.03599611669778824,-0.007015527691692114,-0.21329842507839203,-0.038436029106378555,-0.03351100534200668,0.9782341290667061,0.9617642084432476,arithmetic_addition,llama,1801
contiguous_block_donor_k4,146,-0.03745593503117561,-0.007443822454661131,-0.21633459627628326,-0.03777720779180527,-0.03525398671627045,0.9618064649536395,0.9294187992558013,arithmetic_addition,llama,1801
independent_layer_donor,147,-0.036035794764757156,-0.007323273923248053,-0.2132025510072708,-0.03512046858668327,-0.0337950624525547,0.9786592018731773,0.9643525139188305,arithmetic_addition,llama,1801
lag1_matched_markov_donor,147,-0.03629986196756363,-0.007426906377077103,-0.21363313496112823,-0.038436029106378555,-0.033502887934446335,0.9790227994001413,0.9631632764380558,arithmetic_addition,llama,1801
contiguous_block_donor_k4,147,-0.03770123049616814,-0.007650355342775583,-0.21660105884075165,-0.03778073564171791,-0.035307176411151886,0.9631660487511096,0.9285586561662676,arithmetic_addition,llama,1801
independent_layer_donor,148,-0.036346275359392166,-0.007322113960981369,-0.21355807781219482,-0.035321202129125595,-0.03371863439679146,0.9788580689996436,0.9622549356001421,arithmetic_addition,llama,1801
lag1_matched_markov_donor,148,-0.03623965382575989,-0.0075841075740754604,-0.2135462909936905,-0.038436029106378555,-0.03339279070496559,0.9786317794391546,0.9646849898298373,arithmetic_addition,llama,1801
contiguous_block_donor_k4,148,-0.038124408572912216,-0.007542550563812256,-0.2170514315366745,-0.03778427466750145,-0.0353158637881279,0.961941078825025,0.9270600065120224,arithmetic_addition,llama,1801
independent_layer_donor,149,-0.03612706810235977,-0.0076623582281172276,-0.21338696777820587,-0.03535962477326393,-0.033852506428956985,0.9797077830382985,0.9637682804011057,arithmetic_addition,llama,1801
lag1_matched_markov_donor,149,-0.03632992133498192,-0.007048682775348425,-0.21369242668151855,-0.038436029106378555,-0.03343920409679413,0.9793134659787625,0.9628466605024757,arithmetic_addition,llama,1801
contiguous_block_donor_k4,149,-0.03775636851787567,-0.007355149835348129,-0.216652050614357,-0.037803765386343,-0.035262949764728546,0.9614374005503635,0.9289207376505726,arithmetic_addition,llama,1801
independent_layer_donor,150,-0.036269959062337875,-0.007442548871040344,-0.21344339847564697,-0.035272564738988876,-0.03377590700984001,0.9781444123817292,0.9619262283160597,arithmetic_addition,llama,1801
lag1_matched_markov_donor,150,-0.03595734387636185,-0.007041862700134516,-0.21328683197498322,-0.038436029106378555,-0.03346658870577812,0.9787440756357613,0.9622563905802767,arithmetic_addition,llama,1801
contiguous_block_donor_k4,150,-0.037553127855062485,-0.0071289450861513615,-0.21647006273269653,-0.037744488567113876,-0.03530212864279747,0.9610533259289736,0.9308998456419761,arithmetic_addition,llama,1801
independent_layer_donor,151,-0.036307934671640396,-0.007312551606446505,-0.21354711055755615,-0.03523969650268555,-0.03379244729876518,0.9788954433945168,0.9617061498231178,arithmetic_addition,llama,1801
lag1_matched_markov_donor,151,-0.03629617393016815,-0.007090084254741669,-0.21364295482635498,-0.038436032831668854,-0.03347794711589813,0.979268019233092,0.9633850739817402,arithmetic_addition,llama,1801
contiguous_block_donor_k4,151,-0.037531640380620956,-0.00732200825586915,-0.21647298336029053,-0.03780943155288696,-0.03531577065587044,0.9623052526358883,0.9290344630534775,arithmetic_addition,llama,1801
independent_layer_donor,152,-0.03595643863081932,-0.007467170711606741,-0.21305350959300995,-0.03518149256706238,-0.0337180532515049,0.9781555876398175,0.9643920729155763,arithmetic_addition,llama,1801
lag1_matched_markov_donor,152,-0.03644418343901634,-0.00747343385592103,-0.21383558213710785,-0.038436029106378555,-0.03356689587235451,0.9785992189422843,0.9627366539642346,arithmetic_addition,llama,1801
contiguous_block_donor_k4,152,-0.03859667107462883,-0.007521366234868765,-0.2174905687570572,-0.03778413310647011,-0.03524985536932945,0.9618470377387698,0.9299368777879015,arithmetic_addition,llama,1801
independent_layer_donor,153,-0.03617369011044502,-0.007715927436947823,-0.21337026357650757,-0.03519337251782417,-0.033902134746313095,0.9788131608791807,0.9632320865374105,arithmetic_addition,llama,1801
lag1_matched_markov_donor,153,-0.03636328876018524,-0.007577264681458473,-0.21365438401699066,-0.038436029106378555,-0.03353893384337425,0.9789883224398847,0.9632218961794421,arithmetic_addition,llama,1801
contiguous_block_donor_k4,153,-0.03768116235733032,-0.0077578481286764145,-0.21652692556381226,-0.037754978984594345,-0.03520192205905914,0.9622234404475442,0.9291196177212192,arithmetic_addition,llama,1801
independent_layer_donor,154,-0.036226820200681686,-0.00724009657278657,-0.21346546709537506,-0.03529247269034386,-0.03381868079304695,0.9785730211515519,0.9630668659338301,arithmetic_addition,llama,1801
lag1_matched_markov_donor,154,-0.03652188926935196,-0.007466783281415701,-0.21378500759601593,-0.038436029106378555,-0.033345773816108704,0.9792519331791938,0.9625997639591367,arithmetic_addition,llama,1801
contiguous_block_donor_k4,154,-0.03753606602549553,-0.006904871668666601,-0.21651597321033478,-0.03778902441263199,-0.03528626635670662,0.9628111149010737,0.9296708053921152,arithmetic_addition,llama,1801
independent_layer_donor,155,-0.03605007007718086,-0.007386245299130678,-0.2132432609796524,-0.03516189381480217,-0.03375338390469551,0.9788561835413866,0.9622645447380327,arithmetic_addition,llama,1801
lag1_matched_markov_donor,155,-0.03585342317819595,-0.007034581154584885,-0.21318574249744415,-0.038436029106378555,-0.03345775976777077,0.9781246282093121,0.9641714428874858,arithmetic_addition,llama,1801
contiguous_block_donor_k4,155,-0.0380394384264946,-0.007784323301166296,-0.21699732542037964,-0.03779527544975281,-0.035302210599184036,0.9611015371927424,0.9288311177765339,arithmetic_addition,llama,1801
independent_layer_donor,156,-0.03607124462723732,-0.007142737507820129,-0.21326844394207,-0.03518759831786156,-0.03387249633669853,0.9797529815532414,0.9640297848548024,arithmetic_addition,llama,1801
lag1_matched_markov_donor,156,-0.035933446139097214,-0.00752711808308959,-0.21325130760669708,-0.038436029106378555,-0.03352302685379982,0.9781630977855105,0.9641245965710468,arithmetic_addition,llama,1801
contiguous_block_donor_k4,156,-0.03792329505085945,-0.007551593706011772,-0.21681268513202667,-0.03783092275261879,-0.03531010448932648,0.9606495034424605,0.9289116388556117,arithmetic_addition,llama,1801
independent_layer_donor,157,-0.03620622679591179,-0.007528252899646759,-0.21328838169574738,-0.035101305693387985,-0.03376414254307747,0.9785367984845995,0.963044117508596,arithmetic_addition,llama,1801
lag1_matched_markov_donor,157,-0.03662170097231865,-0.0072777424938976765,-0.21384532749652863,-0.038436029106378555,-0.03351788595318794,0.9782094600396468,0.9616013465803364,arithmetic_addition,llama,1801
contiguous_block_donor_k4,157,-0.03794128820300102,-0.0075249201618134975,-0.21691793203353882,-0.03781643137335777,-0.0353260412812233,0.9618253601179362,0.9297742659286635,arithmetic_addition,llama,1801
independent_layer_donor,158,-0.03640323504805565,-0.007794750854372978,-0.21357430517673492,-0.03527138754725456,-0.033746350556612015,0.9791796408417119,0.9625878128466951,arithmetic_addition,llama,1801
lag1_matched_markov_donor,158,-0.03641436621546745,-0.007468474563211203,-0.21371549367904663,-0.038436029106378555,-0.03343735262751579,0.979155165954155,0.9634296490238677,arithmetic_addition,llama,1801
contiguous_block_donor_k4,158,-0.03761573135852814,-0.006859250832349062,-0.21655459702014923,-0.03777090832591057,-0.0352737195789814,0.9618913526320845,0.9295428164550907,arithmetic_addition,llama,1801
independent_layer_donor,159,-0.03650537505745888,-0.0073253982700407505,-0.21365122497081757,-0.0351862907409668,-0.033785101026296616,0.9785555940314569,0.9631071889026227,arithmetic_addition,llama,1801
lag1_matched_markov_donor,159,-0.03611329570412636,-0.007373887579888105,-0.21351003646850586,-0.038436029106378555,-0.033500440418720245,0.9787927769484808,0.9624236059729239,arithmetic_addition,llama,1801
contiguous_block_donor_k4,159,-0.038379814475774765,-0.00734596187248826,-0.21729040145874023,-0.03776399418711662,-0.035264819860458374,0.9629757223208486,0.9294343709705478,arithmetic_addition,llama,1801
independent_layer_donor,160,-0.03621787205338478,-0.007120266556739807,-0.21338219940662384,-0.03515288606286049,-0.03375161439180374,0.979162875531331,0.9628547493729722,arithmetic_addition,llama,1801
lag1_matched_markov_donor,160,-0.03631080687046051,-0.007272032555192709,-0.21369577944278717,-0.038436029106378555,-0.03355874493718147,0.9798816434653507,0.962344260965596,arithmetic_addition,llama,1801
contiguous_block_donor_k4,160,-0.03818594291806221,-0.007606813218444586,-0.2170049399137497,-0.03776448220014572,-0.03523768112063408,0.9622026009115617,0.9306467928450755,arithmetic_addition,llama,1801
independent_layer_donor,161,-0.036425795406103134,-0.007410737220197916,-0.2136777639389038,-0.03527119383215904,-0.03378744423389435,0.980231080412946,0.9633961118726591,arithmetic_addition,llama,1801
lag1_matched_markov_donor,161,-0.03633742406964302,-0.007157541811466217,-0.21363794803619385,-0.038436029106378555,-0.033462781459093094,0.979172100933353,0.9634930056669921,arithmetic_addition,llama,1801
contiguous_block_donor_k4,161,-0.0379030816257,-0.007452358957380056,-0.21681839227676392,-0.03779532387852669,-0.03528319299221039,0.9619478393386488,0.9284211094014156,arithmetic_addition,llama,1801
independent_layer_donor,162,-0.03591476380825043,-0.007339403033256531,-0.2130785435438156,-0.03528042137622833,-0.03379131481051445,0.9788623570827188,0.9639660524752258,arithmetic_addition,llama,1801
lag1_matched_markov_donor,162,-0.036277685314416885,-0.007242381107062101,-0.21360431611537933,-0.038436029106378555,-0.03342313691973686,0.9793122501301217,0.9632932266479055,arithmetic_addition,llama,1801
contiguous_block_donor_k4,162,-0.03800846263766289,-0.0073160738684237,-0.21686775982379913,-0.03778427466750145,-0.03524230793118477,0.9621609151327164,0.9302067583726974,arithmetic_addition,llama,1801
independent_layer_donor,163,-0.0363072007894516,-0.0074376859702169895,-0.21352338790893555,-0.03522167354822159,-0.03376812860369682,0.9790226608873743,0.9627932539457106,arithmetic_addition,llama,1801
lag1_matched_markov_donor,163,-0.03631563112139702,-0.00720432261005044,-0.21368199586868286,-0.038436029106378555,-0.033559124916791916,0.9793137173506649,0.9622113238767742,arithmetic_addition,llama,1801
contiguous_block_donor_k4,163,-0.037577252835035324,-0.007456919644027948,-0.21652019023895264,-0.037790462374687195,-0.035279348492622375,0.9627039335078218,0.9286914525669382,arithmetic_addition,llama,1801
independent_layer_donor,164,-0.036394163966178894,-0.007656428497284651,-0.2136135846376419,-0.035208750516176224,-0.033912867307662964,0.9789293040540711,0.9636893296319946,arithmetic_addition,llama,1801
lag1_matched_markov_donor,164,-0.03607441484928131,-0.007271725684404373,-0.21345384418964386,-0.038436029106378555,-0.033483292907476425,0.9791853125504493,0.9634926556246431,arithmetic_addition,llama,1801
contiguous_block_donor_k4,164,-0.03803026303648949,-0.007254732307046652,-0.2170129269361496,-0.03784821555018425,-0.03533286973834038,0.9619935382091785,0.9264569793175158,arithmetic_addition,llama,1801
independent_layer_donor,165,-0.035993847995996475,-0.00735297380015254,-0.21319885551929474,-0.03526615723967552,-0.033855218440294266,0.9785466370803213,0.9642098548553883,arithmetic_addition,llama,1801
lag1_matched_markov_donor,165,-0.03628070279955864,-0.007762154098600149,-0.21357731521129608,-0.038436029106378555,-0.03349408879876137,0.9787576473808053,0.9631305971189212,arithmetic_addition,llama,1801
contiguous_block_donor_k4,165,-0.038004472851753235,-0.007519915699958801,-0.21697263419628143,-0.03779982402920723,-0.03528086468577385,0.9612753816679418,0.9279831861854705,arithmetic_addition,llama,1801
independent_layer_donor,166,-0.03585230931639671,-0.007058573421090841,-0.2130144238471985,-0.035245683044195175,-0.03374973684549332,0.9785983819732574,0.9628146710258497,arithmetic_addition,llama,1801
lag1_matched_markov_donor,166,-0.03600942716002464,-0.007268788293004036,-0.21330797672271729,-0.038436029106378555,-0.03344821557402611,0.9795042244100798,0.9630005345844018,arithmetic_addition,llama,1801
contiguous_block_donor_k4,166,-0.037608809769153595,-0.007198345381766558,-0.2164440155029297,-0.03777425363659859,-0.03524952009320259,0.9616950615879316,0.9286676840349354,arithmetic_addition,llama,1801
independent_layer_donor,167,-0.036061786115169525,-0.007430070545524359,-0.21325533092021942,-0.03525342047214508,-0.03368839994072914,0.9790654481453039,0.9637714024338622,arithmetic_addition,llama,1801
lag1_matched_markov_donor,167,-0.03616081178188324,-0.007413348648697138,-0.2133973091840744,-0.038436029106378555,-0.03348223492503166,0.9791149988627791,0.9638058976169329,arithmetic_addition,llama,1801
contiguous_block_donor_k4,167,-0.03767237439751625,-0.007412442937493324,-0.21644799411296844,-0.03778083622455597,-0.03520280495285988,0.962008474285497,0.9279875211807632,arithmetic_addition,llama,1801
independent_layer_donor,168,-0.03608480840921402,-0.007262425031512976,-0.213331937789917,-0.03524753823876381,-0.03383294865489006,0.9797974487778235,0.9627052264917807,arithmetic_addition,llama,1801
lag1_matched_markov_donor,168,-0.03645545616745949,-0.007367087062448263,-0.213758185505867,-0.038436029106378555,-0.03347903490066528,0.9789933382392023,0.9605453076819919,arithmetic_addition,llama,1801
contiguous_block_donor_k4,168,-0.03759953752160072,-0.007443585898727179,-0.21653418242931366,-0.037791088223457336,-0.035268012434244156,0.9633649770834025,0.9303186956735684,arithmetic_addition,llama,1801
independent_layer_donor,169,-0.03663929924368858,-0.007462657522410154,-0.21389196813106537,-0.035290807485580444,-0.03380648419260979,0.9792741940436335,0.965020453020318,arithmetic_addition,llama,1801
lag1_matched_markov_donor,169,-0.03656075894832611,-0.007822888903319836,-0.21381835639476776,-0.038436029106378555,-0.033534351736307144,0.978787270099961,0.9622122732234422,arithmetic_addition,llama,1801
contiguous_block_donor_k4,169,-0.03811052814126015,-0.007692050188779831,-0.21694840490818024,-0.03780229389667511,-0.035306382924318314,0.9610145476744512,0.9285601378320697,arithmetic_addition,llama,1801
independent_layer_donor,170,-0.03615037351846695,-0.007176404353231192,-0.21325945854187012,-0.03514963388442993,-0.03372614085674286,0.9789566110276884,0.9631809190319123,arithmetic_addition,llama,1801
lag1_matched_markov_donor,170,-0.03606768324971199,-0.007242531981319189,-0.21336400508880615,-0.038436029106378555,-0.03343485668301582,0.9789309063653848,0.9633301384960832,arithmetic_addition,llama,1801
contiguous_block_donor_k4,170,-0.03797106817364693,-0.007283555809408426,-0.2168527990579605,-0.03776879236102104,-0.03530769422650337,0.9613051944684928,0.9305915923789508,arithmetic_addition,llama,1801
independent_layer_donor,171,-0.03602311387658119,-0.007332496345043182,-0.2132180780172348,-0.035222895443439484,-0.033746782690286636,0.978458536983922,0.9619737199489071,arithmetic_addition,llama,1801
lag1_matched_markov_donor,171,-0.03666573762893677,-0.0075988429598510265,-0.21400952339172363,-0.038436029106378555,-0.033474791795015335,0.9793316333980272,0.9625946460854325,arithmetic_addition,llama,1801
contiguous_block_donor_k4,171,-0.03829080983996391,-0.007582040503621101,-0.21719546616077423,-0.03773869574069977,-0.03533647954463959,0.9633698594383157,0.9332587630941609,arithmetic_addition,llama,1801
independent_layer_donor,172,-0.03601457551121712,-0.0076543353497982025,-0.21323080360889435,-0.03524704650044441,-0.03376198187470436,0.9797512791251496,0.9615470003197887,arithmetic_addition,llama,1801
lag1_matched_markov_donor,172,-0.03610486909747124,-0.007241844665259123,-0.21346890926361084,-0.038436029106378555,-0.03349334001541138,0.9797630344698813,0.9627889411306257,arithmetic_addition,llama,1801
contiguous_block_donor_k4,172,-0.03798121586441994,-0.007286580745130777,-0.21681000292301178,-0.03781023994088173,-0.035238247364759445,0.9608066551349965,0.9284741691112026,arithmetic_addition,llama,1801
independent_layer_donor,173,-0.03620855510234833,-0.007522359490394592,-0.2132788896560669,-0.03512141853570938,-0.033657193183898926,0.979172075572061,0.963761427876738,arithmetic_addition,llama,1801
lag1_matched_markov_donor,173,-0.035846877843141556,-0.0069184680469334126,-0.21311302483081818,-0.038436029106378555,-0.03338455781340599,0.9781722511784893,0.961430604039426,arithmetic_addition,llama,1801
contiguous_block_donor_k4,173,-0.03767199441790581,-0.00739944726228714,-0.2165350317955017,-0.03777746111154556,-0.03528055176138878,0.9598535951529797,0.9266317415399725,arithmetic_addition,llama,1801
independent_layer_donor,174,-0.03599834442138672,-0.007266522850841284,-0.2132043093442917,-0.0351545549929142,-0.03389459848403931,0.9783415716507197,0.9633734923453053,arithmetic_addition,llama,1801
lag1_matched_markov_donor,174,-0.0362260639667511,-0.0073010423220694065,-0.21352116763591766,-0.038436029106378555,-0.033447861671447754,0.9791963892622128,0.9646125212130466,arithmetic_addition,llama,1801
contiguous_block_donor_k4,174,-0.03736601024866104,-0.007405939046293497,-0.2163744419813156,-0.03782498463988304,-0.03531104698777199,0.9618771083429117,0.9286282493535272,arithmetic_addition,llama,1801
