sample_id,graph_id,condition,phase,layer,transition,C_id,E_id,jaccard,center_cos,center_step,spread_l,spread_l1,spread_delta,R_l,R_l1,R_delta,rank_gap_l,rank_gap_l1,rank_gap_delta,center_backtrack_init,R_prev_delta,R_velocity_reversal,rank_gap_prev_delta,rank_gap_reversal,center_backtrack_prevprev,heuristic_operator,op_pc1,op_pc2,op_pc3,op_pc4,op_pc5,op_pc6,op_pc7,op_pc8,op_pc9,op_pc10,operator_cluster,weak_confidence,boundary_dist_l,boundary_dist_l1,boundary_dist_delta,correction_candidate,is_correction,unstable_reversal,reconstructive_reversal
1,0,weak_positive,positive,8,L8_to_L9,3731,8697,0.3966480446927374,0.9765032529830932,0.0234967470169067,0.7553231120109558,0.7681531310081482,0.0128300189971923,0.710685059428215,0.6692559719085693,-0.0414290875196456,33492.0,29684.0,-3808.0,-0.0046538114547729,0.3421768993139267,1,20985.0,1,-0.0046538114547729,Regression,-2.722229644314666,-0.3812173391834467,-1.9472512067607135,-0.5609926866959133,1.4182123479208604,1.0668340587911225,0.1356116025760578,0.1832979363157495,-0.2841938586490159,0.0151237357057982,0,0,0.710685059428215,0.6692559719085693,-0.04142908751964569,1,0,1,1
1,0,weak_positive,positive,9,L9_to_L10,3731,8697,0.3908205841446453,0.9302930235862732,0.0697069764137268,0.7681531310081482,0.8469015955924988,0.0787484645843505,0.6692559719085693,1.0577908158302307,0.3885348439216614,29684.0,30513.0,829.0,-0.0493034124374389,-0.0414290875196456,1,-3808.0,1,-0.0634434819221496,Regression,-1.2728277913531918,-0.429930802410055,-1.4056398458712107,0.7992662293947825,1.9102534824491333,-0.5010703274826701,2.845415208491522,-0.4698693544209459,-0.1350462761631672,0.1484296996783718,0,0,0.6692559719085693,1.0577908158302307,0.3885348439216614,1,0,0,1
1,0,weak_positive,positive,10,L10_to_L11,3731,8697,0.4409221902017291,0.9506324529647828,0.0493675470352172,0.8469015955924988,0.8550189733505249,0.0081173777580261,1.0577908158302307,1.7257497310638428,0.6679589152336121,30513.0,39808.0,9295.0,-0.0102644562721252,0.3885348439216614,0,829.0,0,-0.0150716304779052,Rotation,-1.0235894739916604,0.8432142151805173,-0.4225382869087788,0.7240442328183362,-1.1308133939287486,-0.2153358684798068,0.5893378366277207,1.349024060158471,-0.0937168676982392,-0.0262631820816079,1,0,1.0577908158302307,1.7257497310638428,0.6679589152336121,0,0,0,0
1,0,weak_positive,positive,11,L11_to_L12,3731,8697,0.4619883040935672,0.9424771070480348,0.0575228929519653,0.8550189733505249,0.8065471053123474,-0.0484718680381774,1.7257497310638428,1.8237255811691284,0.0979758501052856,39808.0,39609.0,-199.0,0.0466951131820678,0.6679589152336121,0,9295.0,1,-0.0133540630340576,Regression,-1.3423911070129106,1.1805845276174818,-0.9719978177403076,-0.3560846411870663,-0.0819622804551576,0.2912264115632408,-1.934475020889,1.2573319151757798,0.556782957672502,-1.392755053211369,1,0,1.7257497310638428,1.8237255811691284,0.09797585010528564,1,1,0,0
1,0,weak_positive,positive,12,L12_to_L13,3731,8697,0.4727540500736377,0.9759156107902528,0.0240843892097473,0.8065471053123474,0.7975642085075378,-0.0089828968048095,1.8237255811691284,1.8995555639266968,0.0758299827575683,39609.0,47211.0,7602.0,-0.0025476813316345,0.0979758501052856,0,-199.0,1,-0.0076149106025695,Regression,-2.255515489911365,0.7663426168980683,-0.934860614091148,0.6972768526872893,0.0441835057990277,-0.2512064192680236,-0.4663086387926486,0.6027443324731395,-0.0841041632357289,-1.3500138920831684,0,0,1.8237255811691284,1.8995555639266968,0.07582998275756836,1,1,0,0
1,0,weak_positive,positive,13,L13_to_L14,3731,8697,0.4814814814814814,0.955582082271576,0.044417917728424,0.7975642085075378,0.8468692898750305,0.0493050813674926,1.8995555639266968,1.8627759218215945,-0.0367796421051025,47211.0,16528.0,-30683.0,-0.039833664894104,0.0758299827575683,1,7602.0,1,-0.0272212624549865,Regression,-1.4865208053252523,0.4907027647675777,-1.3331102346890034,-1.757113593262195,1.722746058151852,-1.1304273395803976,1.4319173597628,-1.0984522296419457,-0.1376834922233337,-0.0903587723316268,1,0,1.8995555639266968,1.8627759218215945,-0.03677964210510232,1,0,1,0
1,0,weak_positive,positive,14,L14_to_L15,3731,8697,0.5360983102918587,0.9688068628311156,0.0311931371688842,0.8468692898750305,0.831973671913147,-0.0148956179618835,1.8627759218215945,1.6787922382354736,-0.1839836835861206,16528.0,22846.0,6318.0,0.0056425929069519,-0.0367796421051025,0,-30683.0,1,0.003629446029663,Regression,-1.2154286439547175,0.0701154113269157,0.7876954724821481,1.083080697645101,-0.2463631229432041,-1.566532455668391,-0.886205729095986,-0.4645914179995321,0.4256228585125034,-1.2036501888273483,1,0,1.8627759218215945,1.6787922382354736,-0.18398368358612083,1,0,1,0
1,0,weak_positive,positive,15,L15_to_L16,3731,8697,0.5600624024960998,0.9723575115203856,0.0276424884796142,0.831973671913147,0.8333266973495483,0.0013530254364013,1.6787922382354736,1.5989142060279846,-0.079878032207489,22846.0,14802.0,-8044.0,-0.0107033252716064,-0.1839836835861206,0,6318.0,1,-0.0106604099273681,Regression,-1.2987224852982602,0.382467220961208,0.0986005014696584,-0.7743660448562218,0.0475421109355307,-0.3404158879069047,-0.0889868234586693,-0.1740517693506911,-0.1790660141338799,-1.404673084603418,1,0,1.6787922382354736,1.5989142060279846,-0.07987803220748901,1,0,1,0
1,0,weak_positive,positive,16,L16_to_L17,3731,8697,0.5455950540958269,0.9503148198127748,0.0496851801872253,0.8333266973495483,0.8642895221710205,0.0309628248214721,1.5989142060279846,2.2764981985092163,0.6775839924812317,14802.0,25821.0,11019.0,-0.064965546131134,-0.079878032207489,1,-8044.0,1,-0.0336483120918273,Regression,-0.7418757481707903,0.37166665723386,0.512875672025741,1.13610225076365,1.6369654997754997,-0.571060354876707,0.8443848555520784,-0.065139807178868,-0.5877416114467966,0.1503421935582945,1,0,1.5989142060279846,2.2764981985092163,0.6775839924812317,1,1,0,0
1,0,weak_positive,positive,17,L17_to_L18,3731,8697,0.5455950540958269,0.9322159886360168,0.0677840113639831,0.8642895221710205,0.8816632032394409,0.0173736810684204,2.2764981985092163,2.4636720418930054,0.187173843383789,25821.0,21280.0,-4541.0,-0.0843099355697631,0.6775839924812317,0,11019.0,1,-0.0691045522689819,Regression,-0.039230887331726,1.5465412253259163,-0.1192724071774607,-0.8613000065185342,0.3896088229122564,0.0774709014056564,0.7472261022862352,0.2502927156838032,-0.2985942059887547,-1.2118874517443108,1,0,2.2764981985092163,2.4636720418930054,0.18717384338378906,1,1,0,0
1,0,weak_positive,positive,18,L18_to_L19,3731,8697,0.4144271570014144,0.7521611452102661,0.2478388547897339,0.8816632032394409,0.8577954173088074,-0.0238677859306335,2.4636720418930054,2.307666063308716,-0.1560059785842895,21280.0,15380.0,-5900.0,-0.177537202835083,0.187173843383789,1,-4541.0,0,-0.1274933815002441,Regression,2.8414344484215124,0.6312562279463736,-2.1397688652459683,0.2633286064696206,0.0726787636209375,-0.7956635341353854,-1.0703360527801378,0.2206345424760627,0.9169522338823476,1.43343360814633,1,0,2.4636720418930054,2.307666063308716,-0.15600597858428955,1,0,1,1
1,0,weak_positive,positive,19,L19_to_L20,3731,8697,0.6129032258064516,0.9637417793273926,0.0362582206726074,0.8577954173088074,0.8650363683700562,0.0072409510612487,2.307666063308716,2.6254305839538574,0.3177645206451416,15380.0,11933.0,-3447.0,-0.0833982825279235,-0.1560059785842895,1,-5900.0,0,-0.0290111899375915,Regression,-0.4419325572742131,0.6576127444169363,0.7794232553351613,-0.0393180260756846,0.0104669884580845,-1.1603739332918757,-0.1057610442610933,-0.3497220388404526,-0.8869234252790972,1.3400011512736132,1,0,2.307666063308716,2.6254305839538574,0.3177645206451416,1,1,0,0
1,0,weak_positive,positive,20,L20_to_L21,3731,8697,0.6181229773462783,0.9660225510597228,0.0339774489402771,0.8650363683700562,0.8603288531303406,-0.0047075152397155,2.6254305839538574,2.0514093041419983,-0.5740212798118591,11933.0,9860.0,-2073.0,0.0764015316963195,0.3177645206451416,1,-3447.0,0,-0.0062752962112426,Regression,-0.7730865174711243,0.4895723608191123,0.954629371592224,-0.8723687770817717,-0.0538044797975777,-0.9971039227262872,-0.507993540090226,0.175269624250387,-0.2517918645768043,1.5954410459703774,1,0,2.6254305839538574,2.0514093041419983,-0.5740212798118591,1,0,1,0
